dataset,dataset_family,method,view,cell_count,adj_precision,adj_recall,adj_f1,np2,np3,local_direction_error_deg,angular_error_deg,radial_spearman,area_cv,overlap_ratio,gap_ratio,invalid_polygon_count
NASA-Exoplanet-SkyGrid,NASA Exoplanet,GeoAnnulus-Final,annulus,162,0.6095238095238096,0.8366013071895425,0.7052341597796143,0.6244450326528569,0.6439601956808425,24.7985121462789,1.3334451099623446,0.9099497301399962,0.9691873266924076,3.4899060453511404e-15,0.0,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,GeoDisk-Final,disk,162,0.6505747126436782,0.9248366013071896,0.7638326585695007,0.6420298001431185,0.6343721617376853,18.49041870624086,2.6176407063233995,0.9608156458083256,0.9608674678390434,1.5549551903960316e-15,1.4135956276327555e-16,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Harmonic,annulus,162,0.4317617866004963,0.5686274509803921,0.4908321579689703,0.3975526592928967,0.4346052970943221,52.28771228527565,8.08336678905663,0.0014848560490503,1.0706478489739433,0.010471175328111,1.8367926554479683e-16,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Harmonic,disk,162,0.4503464203233256,0.6372549019607843,0.5277401894451962,0.4743326467539719,0.486400616728281,48.7763991372796,10.13175311357544,0.0890251668257708,0.784379675856385,0.0,8.481573765796536e-16,0.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Regular Topology,annulus,162,0.551980198019802,0.7287581699346405,0.6281690140845071,0.4978118345912164,0.4837824777964066,32.34826290269059,3.646133274005491,0.9635642754850184,1.1016296997490926,0.0023563286455035,0.0029524539957124,2.0
NASA-Exoplanet-SkyGrid,NASA Exoplanet,Regular Topology,disk,162,0.4897540983606557,0.7810457516339869,0.6020151133501259,0.4677748667876507,0.4353172551988721,30.454807659062237,3.6461332740054897,0.97421187588923,1.322677329748573,0.0013783268415833,0.0021106670217311,2.0
NCEP-AirTemp-Africa-2000,NCEP,Area-balanced,annulus,401,0.4165120593692022,0.6059379217273954,0.4936778449697636,0.4284420939275299,0.4785794842408225,25.936763267744148,0.403200296108084,0.9803483464910798,0.950368953225304,0.0056660756495278,7.347170621791874e-16,0.0
NCEP-AirTemp-Africa-2000,NCEP,Area-balanced,disk,401,0.4841417910447761,0.7004048582995951,0.5725317153888582,0.4917434601110444,0.5191493022295367,24.69282814584271,0.664657174140815,0.992887935809412,0.8246196793301133,0.0064148714739527,5.654382510531023e-16,0.0
NCEP-AirTemp-Africa-2000,NCEP,Direct Polar,annulus,401,0.2340842311459353,0.9676113360323888,0.3769716088328075,0.4741931854926375,0.452187214577787,34.45203176708817,7.325239495776598,0.8267700954017343,5.108069957835253,0.0868737854712393,0.0195753405230936,148.0
NCEP-AirTemp-Africa-2000,NCEP,Direct Polar,disk,401,0.2370419280290525,0.9689608636977058,0.3809018567639257,0.4506390488873638,0.4265188767599812,35.26288215765391,8.28049400016495,0.8190004499851071,1.9212461882619336,0.0911420707021101,0.0289115657458975,148.0
NCEP-AirTemp-Africa-2000,NCEP,GeoAnnulus-Final,annulus,401,0.5576208178438662,0.8097165991902834,0.6604292790313705,0.5480693195134366,0.5769400416327435,21.769605300640748,1.3282668796050137,0.8353170048837486,0.9224220149881884,1.8367926554479683e-16,1.2857548588135778e-15,0.0
NCEP-AirTemp-Africa-2000,NCEP,GeoDisk-Final,disk,401,0.5906221821460775,0.8839406207827261,0.7081081081081082,0.5871242561396568,0.6057825411148277,17.94017727983392,3.2517832574644485,0.8292087801271198,0.8528434403369131,4.240786882898267e-16,2.827191255265511e-16,0.0
NCEP-AirTemp-Africa-2000,NCEP,Harmonic,annulus,401,0.5448658649398704,0.7948717948717948,0.646542261251372,0.5414463756581196,0.5648754149494066,21.78205248858769,1.2459196272062243,0.8295531421530542,0.8954458641063424,0.0170942470976808,9.183963277239842e-16,0.0
NCEP-AirTemp-Africa-2000,NCEP,Harmonic,disk,401,0.5851449275362319,0.8717948717948718,0.7002710027100271,0.5826058662344777,0.5993081519861545,17.82879994393742,3.197490690400416,0.8262994135922376,0.851218419529012,0.0005708353325199,7.067978138163779e-16,0.0
NCEP-AirTemp-Africa-2000,NCEP,Regular Topology,annulus,401,0.3724928366762177,0.5263157894736842,0.4362416107382549,0.3194298102240063,0.3438472259026248,36.29668581071269,1.6181957690387476,0.9656671070970811,2.146433711276542,0.0109146871686136,0.0124794476245004,18.0
NCEP-AirTemp-Africa-2000,NCEP,Regular Topology,disk,401,0.26321905868681,0.611336032388664,0.3679935012185215,0.2822564195359284,0.2673187067051393,39.33726927693293,1.6181957690387485,0.971192754937143,2.832640724675024,0.0073801829843455,0.0095816985926086,18.0
NE-Admin0-Africa,Natural Earth,Area-balanced,annulus,50,0.5754716981132075,0.5596330275229358,0.5674418604651162,0.4937373350853092,0.6405949412535017,24.9050636940819,2.209943141310861,0.9023490093810742,0.9224841569151152,0.0,7.347170621791874e-16,0.0
NE-Admin0-Africa,Natural Earth,Area-balanced,disk,50,0.5862068965517241,0.6238532110091743,0.6044444444444446,0.5780561345745086,0.682847311813415,21.200182244596224,3.5965697789424547,0.9633795557782768,0.7567419828766077,1.8376743159225824e-15,7.067978138163779e-16,0.0
NE-Admin0-Africa,Natural Earth,Direct Polar,annulus,50,0.45,0.9908256880733946,0.6189111747851003,0.5433275007473365,0.5731481912986396,29.69344920615532,4.949399716770467,0.9156524061295496,3.5012945647209412,0.0169209018473843,0.0083505168256208,29.0
