view,seed_count,adj_f1_mean,adj_f1_std,adj_f1_min,adj_f1_max,np2_mean,np2_std,direction_error_mean,direction_error_std,area_cv_mean,invalid_polygon_count
annulus,5,0.749846938771687,0.003220787481627612,0.7455405188504021,0.7540892124043603,0.6419627965985456,0.002589327973776015,18.57699794448285,0.024496359000325214,0.75262766613806,0
disk,5,0.7820773271841537,0.0010661037374806671,0.7803887204272386,0.7830709249037884,0.6460285243283168,0.0015523312077291925,13.77253338389228,0.0355402584062165,0.5829557796407402,0
