region,method,view,cell_count,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2,np3,local_direction_error_deg,angular_error_deg,radial_spearman
江西,Harmonic,disk,107,0.6436363636363637,0.9414893617021277,0.7645788336933046,188.0,275.0,177.0,11.0,98.0,0.6541365123414602,0.6637666294171377,14.53732481122276,3.0586366597038124,0.9049158486647465
江西,Harmonic,annulus,107,0.6168582375478927,0.8563829787234043,0.7171492204899778,188.0,261.0,161.0,27.0,100.0,0.6193605544809245,0.653662539505073,19.208400570282183,1.587774335979467,0.9149375967397481
江西,Area-balanced,disk,107,0.6293706293706294,0.9574468085106383,0.759493670886076,188.0,286.0,180.0,8.0,106.0,0.6314568654256799,0.6452641442345437,15.801032701774737,3.0432867454076424,0.9926428809341875
江西,Area-balanced,annulus,107,0.5767790262172284,0.8191489361702128,0.676923076923077,188.0,267.0,154.0,34.0,113.0,0.6067188713893092,0.650588723902002,19.90377831869813,1.497769527860294,0.9824252042555692
江西,Regular Topology,disk,107,0.4051724137931034,0.75,0.5261194029850746,188.0,348.0,141.0,47.0,207.0,0.4349673420192829,0.44488125059782885,35.02054369859202,3.925667304766114,0.9602166970356003
江西,Regular Topology,annulus,107,0.46886446886446886,0.6808510638297872,0.5553145336225597,188.0,273.0,128.0,60.0,145.0,0.4621996563350855,0.4870242166263439,35.501192735798035,3.925667304766115,0.9561021963596466
江西,GeoDisk,disk,107,0.5454545454545454,0.8297872340425532,0.6582278481012658,188.0,286.0,156.0,32.0,130.0,0.5674903102222536,0.5908666388335978,26.600345182937307,2.055417427503063,0.9808185897059112
江西,GeoAnnulus,annulus,107,0.55,0.7606382978723404,0.6383928571428571,188.0,260.0,143.0,45.0,117.0,0.5661421930273286,0.616765871895289,25.398799747360016,1.9065457384616702,0.9741668136131194
广东,Direct Polar,disk,108,0.7637130801687764,1.0,0.8660287081339713,181.0,237.0,181.0,0.0,56.0,0.7679044539338656,0.7642559631074554,15.68737283106847,2.8651638186253563,0.9696380767288767
广东,Direct Polar,annulus,108,0.6988416988416989,1.0,0.8227272727272728,181.0,259.0,181.0,0.0,78.0,0.7136013219873298,0.7244660443868683,19.926347036337084,1.3643812731214595,0.9717339735345394
