view,adj_f1,np2,local_direction_error_deg,angular_error_deg,radial_spearman,area_cv,invalid_polygon_count
annulus,0.6325020826617351,0.5556676725428753,26.108885122774954,2.639127476096958,0.9628557632117972,0.71384616427443,0
disk,0.657637765263275,0.5482756320184041,25.526141771551362,3.4897011665392697,0.9683685039321221,0.6288785429832618,0
