pl_name,ra,dec,pl_rade,disc_year,discoverymethod
"Kepler-882 b",294.6500256,43.3356106,1.23000000,2016,"Transit"
"Kepler-880 b",281.9712347,43.6727839,2.66000000,2016,"Transit"
"Kepler-474 b",292.3215174,43.8811723,3.06000000,2016,"Transit"
"Kepler-760 b",287.5931997,44.1794278,3.06000000,2016,"Transit"
"Kepler-810 b",296.6148615,48.0825642,1.93000000,2016,"Transit"
"Kepler-809 b",289.0836324,48.0180689,3.01000000,2016,"Transit"
"Kepler-877 b",289.8591023,46.5227429,2.12000000,2016,"Transit"
"Kepler-750 c",289.0968274,44.0043640,1.62000000,2016,"Transit"
"Kepler-255 d",296.0642702,45.9767647,1.32000000,2016,"Transit"
"Kepler-775 b",291.4332781,41.7033162,1.19000000,2016,"Transit"
"Kepler-500 b",295.9513472,43.8519884,2.58000000,2016,"Transit"
"Kepler-808 b",291.5941514,48.4454907,1.46000000,2016,"Transit"
"Kepler-875 b",297.3012497,43.1418313,2.90000000,2016,"Transit"
"Kepler-732 c",283.7317274,45.9585288,1.27000000,2016,"Transit"
"Kepler-777 b",282.7241098,44.3465098,1.47000000,2016,"Transit"
"Kepler-779 b",285.6285208,44.3107855,0.92000000,2016,"Transit"
"Kepler-804 b",293.3722109,44.7851812,1.94000000,2016,"Transit"
"Kepler-803 b",299.2216728,44.6939033,3.79000000,2016,"Transit"
"Kepler-1049 b",287.3469567,47.7729078,0.95000000,2016,"Transit"
"Kepler-969 b",288.3724989,47.9335642,2.07000000,2016,"Transit"
"Kepler-1137 b",287.1302407,48.6653470,2.20000000,2016,"Transit"
"Kepler-975 b",290.5485100,38.4952415,1.48000000,2016,"Transit"
"Kepler-995 b",284.6157154,39.1309980,2.70000000,2016,"Transit"
"Kepler-1054 b",290.6011085,44.5563604,2.63000000,2016,"Transit"
"Kepler-1033 b",283.8450963,44.6090251,2.51000000,2016,"Transit"
"Kepler-1040 b",283.1137663,48.1312774,2.08000000,2016,"Transit"
"Kepler-1138 b",285.8993164,48.3072850,1.70000000,2016,"Transit"
"Kepler-1139 b",287.9455985,39.2305281,1.19000000,2016,"Transit"
"Kepler-1060 b",286.0252285,39.6309204,2.38000000,2016,"Transit"
"Kepler-1003 b",292.0204349,44.8762427,1.78000000,2016,"Transit"
"Kepler-1055 b",290.4867838,44.9325410,1.23000000,2016,"Transit"
"Kepler-998 b",296.7541629,49.2087085,2.32000000,2016,"Transit"
"Kepler-1017 b",283.4692990,40.1325185,1.99000000,2016,"Transit"
"Kepler-974 b",285.0131082,40.2209547,1.57000000,2016,"Transit"
"Kepler-1045 b",284.1832668,45.0740897,2.69000000,2016,"Transit"
"Kepler-980 b",294.6129869,45.0601740,2.67000000,2016,"Transit"
"Kepler-991 b",297.0905543,49.6264867,2.54000000,2016,"Transit"
"Kepler-1072 b",292.0443891,46.3289723,1.58000000,2016,"Transit"
"Kepler-490 b",295.0256620,46.9559536,11.65000000,2016,"Transit"
"Kepler-1018 b",283.5967317,45.4078654,2.58000000,2016,"Transit"
"Kepler-1004 b",297.3593427,49.7975464,6.28000000,2016,"Transit"
"Kepler-997 b",289.2333767,49.9388952,1.36000000,2016,"Transit"
"Kepler-1151 b",292.2477819,47.8784257,2.22000000,2016,"Transit"
"Kepler-1064 b",291.7415821,37.6888103,1.55000000,2016,"Transit"
"Kepler-971 b",284.0945699,41.1828131,2.13000000,2016,"Transit"
"Kepler-1051 b",295.1581062,40.8988186,3.40000000,2016,"Transit"
"Kepler-1007 b",295.9065297,45.8090893,1.44000000,2016,"Transit"
"Kepler-968 b",285.6025889,50.1120401,2.00000000,2016,"Transit"
"Kepler-1145 b",295.3081524,43.0444026,1.40000000,2016,"Transit"
"Kepler-1147 b",292.5474753,41.6429221,2.61000000,2016,"Transit"
"Kepler-1029 b",292.1328738,41.5474786,1.26000000,2016,"Transit"
"Kepler-996 b",291.9127633,41.5335891,1.98000000,2016,"Transit"
"Kepler-966 b",297.2705760,50.1218365,4.13000000,2016,"Transit"
"Kepler-1047 b",288.6462564,50.7889645,2.09000000,2016,"Transit"
"Kepler-1149 b",294.1891824,45.1515263,1.44000000,2016,"Transit"
"Kepler-1148 b",290.9536059,45.7195545,1.69000000,2016,"Transit"
"Kepler-1057 b",297.4521311,41.5580816,3.36000000,2016,"Transit"
"Kepler-1059 b",289.2202147,41.7064385,1.73000000,2016,"Transit"
"Kepler-965 b",298.5153169,41.8912305,3.38000000,2016,"Transit"
"Kepler-999 b",299.6604865,46.1984679,2.34000000,2016,"Transit"
"Kepler-1112 b",296.9687937,47.7514799,3.02000000,2016,"Transit"
"Kepler-952 b",285.3718781,41.9938697,7.65000000,2016,"Transit"
"Kepler-479 b",291.0218899,37.7698734,2.12000000,2016,"Transit"
"Kepler-934 b",290.2884494,43.7552623,2.09000000,2016,"Transit"
"Kepler-977 b",291.5161959,42.2480736,2.62000000,2016,"Transit"
"Kepler-1021 b",295.2048999,42.5596699,2.33000000,2016,"Transit"
"Kepler-979 b",300.3712023,46.4081872,2.72000000,2016,"Transit"
"Kepler-982 b",288.4176803,46.5904531,2.25000000,2016,"Transit"
"Kepler-936 b",293.5777958,46.7362953,1.45000000,2016,"Transit"
"Kepler-938 b",294.7890593,46.9839352,2.22000000,2016,"Transit"
"Kepler-1006 b",295.7542063,42.5373065,1.54000000,2016,"Transit"
"Kepler-1009 b",282.8598614,42.6658336,2.17000000,2016,"Transit"
"Kepler-976 b",289.8696232,46.7296855,3.96000000,2016,"Transit"
"Kepler-1052 b",295.3427300,46.6022134,2.93000000,2016,"Transit"
"Kepler-1120 b",290.9144516,42.2865522,1.38000000,2016,"Transit"
"Kepler-1123 b",294.5177291,50.6703927,1.67000000,2016,"Transit"
"Kepler-940 b",294.2413053,47.2759642,3.34000000,2016,"Transit"
"Kepler-1035 b",289.0422430,42.8824991,1.17000000,2016,"Transit"
"Kepler-1027 b",287.5711746,42.8138159,0.89000000,2016,"Transit"
"Kepler-986 b",293.0940391,42.8964457,2.36000000,2016,"Transit"
"Kepler-1011 b",297.4015491,46.8239976,2.87000000,2016,"Transit"
"Kepler-1068 b",294.6481708,46.3923173,3.63000000,2016,"Transit"
"Kepler-917 b",299.0512562,47.9492677,1.91000000,2016,"Transit"
"Kepler-918 b",298.2007268,48.2677925,1.74000000,2016,"Transit"
"Kepler-978 b",286.7107166,43.0433585,2.99000000,2016,"Transit"
"Kepler-1002 b",293.0794629,43.0736770,1.71000000,2016,"Transit"
"Kepler-493 b",295.3075252,38.8815716,15.13000000,2016,"Transit"
"Kepler-1128 b",293.0633150,39.4034052,3.65000000,2016,"Transit"
"Kepler-920 b",284.2969363,49.1585983,2.42000000,2016,"Transit"
"Kepler-919 b",298.1147862,48.4943834,2.25000000,2016,"Transit"
"Kepler-921 b",284.6162253,49.1907438,2.87000000,2016,"Transit"
"Kepler-1015 b",292.7573088,43.4268439,3.55000000,2016,"Transit"
"Kepler-1005 b",286.2858998,43.3205085,1.50000000,2016,"Transit"
"Kepler-972 b",295.8286790,43.4254371,4.65000000,2016,"Transit"
"Kepler-1130 b",285.2074210,45.3843330,0.80000000,2016,"Transit"
"Kepler-1131 b",295.6514492,49.2612954,1.59000000,2016,"Transit"
"Kepler-1025 b",284.5102140,43.9615628,1.98000000,2016,"Transit"
"Kepler-497 b",290.7659557,38.9279468,6.04000000,2016,"Transit"
"Kepler-994 b",289.0720752,47.4069180,1.60000000,2016,"Transit"
"Kepler-1132 b",286.3675188,48.4238906,2.35000000,2016,"Transit"
"Kepler-1069 b",290.9792378,47.9889097,1.60000000,2016,"Transit"
"Kepler-1034 b",286.1154093,37.9669464,2.26000000,2016,"Transit"
"Kepler-944 b",293.6012911,42.3797910,2.63000000,2016,"Transit"
"Kepler-942 b",294.9550809,44.1499518,2.13000000,2016,"Transit"
"Kepler-946 b",300.9295551,44.0286710,1.93000000,2016,"Transit"
"Kepler-992 b",284.4304085,47.6416613,1.62000000,2016,"Transit"
"Kepler-1134 b",295.5678578,42.4781064,2.64000000,2016,"Transit"
"Kepler-1135 b",286.0029904,44.7565551,1.85000000,2016,"Transit"
"Kepler-951 b",287.7375794,38.1146488,5.59000000,2016,"Transit"
"Kepler-967 b",286.5580128,38.4052418,2.35000000,2016,"Transit"
"Kepler-1013 b",290.2481023,44.4352935,2.15000000,2016,"Transit"
"Kepler-1233 b",297.3750954,46.6622201,2.60000000,2016,"Transit"
"Kepler-1234 b",287.5220359,51.3759464,2.81000000,2016,"Transit"
"Kepler-523 b",284.0611224,45.5068127,1.96000000,2016,"Transit"
"Kepler-1180 b",295.8874773,43.1559952,1.99000000,2016,"Transit"
"Kepler-1181 b",289.7473165,39.5234131,1.57000000,2016,"Transit"
"Kepler-1189 b",298.4264116,47.9468194,1.77000000,2016,"Transit"
"Kepler-1236 b",295.6247375,42.5458739,2.14000000,2016,"Transit"
"Kepler-1235 b",284.9030677,43.9540616,0.79000000,2016,"Transit"
"Kepler-518 b",287.0900190,41.3737576,2.11000000,2016,"Transit"
"Kepler-1276 b",287.8570173,40.5471909,1.19000000,2016,"Transit"
"Kepler-1277 b",295.1025166,40.5723736,1.60000000,2016,"Transit"
"Kepler-1182 b",296.3079895,43.8213706,2.41000000,2016,"Transit"
"Kepler-549 b",283.0228527,47.2611431,2.57000000,2016,"Transit"
"Kepler-1237 b",295.6292745,44.6905815,2.86000000,2016,"Transit"
"Kepler-1279 b",288.0955917,40.3659090,1.75000000,2016,"Transit"
"Kepler-1280 b",293.5738933,45.3844919,1.87000000,2016,"Transit"
"Kepler-1076 b",287.5902594,51.0606047,0.80000000,2016,"Transit"
"Kepler-1077 b",291.0336333,42.2678448,2.77000000,2016,"Transit"
"Kepler-1193 b",288.1447323,51.2756446,1.32000000,2016,"Transit"
"Kepler-1194 b",291.6994841,38.1452065,1.51000000,2016,"Transit"
"Kepler-1238 b",297.9057655,40.1628378,1.93000000,2016,"Transit"
"Kepler-1282 b",290.1761688,46.6983036,1.55000000,2016,"Transit"
"Kepler-1078 b",293.2005664,43.0500379,1.90000000,2016,"Transit"
"Kepler-1079 b",299.5495794,45.7696769,1.63000000,2016,"Transit"
"Kepler-1242 b",284.6062174,41.1963440,2.26000000,2016,"Transit"
"Kepler-1243 b",294.0093970,42.8807779,1.75000000,2016,"Transit"
"Kepler-1081 b",289.4447520,41.3179652,1.01000000,2016,"Transit"
"Kepler-1199 b",293.7258092,47.2469219,1.15000000,2016,"Transit"
"Kepler-1202 b",292.2906060,44.6532281,2.94000000,2016,"Transit"
"Kepler-519 b",299.3196708,41.3847447,2.10000000,2016,"Transit"
"Kepler-1284 b",291.2789549,47.6875766,1.21000000,2016,"Transit"
"Kepler-1083 b",283.1618831,45.1983360,3.36000000,2016,"Transit"
"Kepler-1203 b",292.7734523,44.1780880,1.06000000,2016,"Transit"
"Kepler-1204 b",289.4415238,42.4981476,3.05000000,2016,"Transit"
"Kepler-1246 b",287.6572346,48.9822053,1.36000000,2016,"Transit"
"Kepler-1289 b",296.3887670,41.0405090,1.52000000,2016,"Transit"
"Kepler-1087 b",294.9789253,46.0056741,0.61000000,2016,"Transit"
"Kepler-1086 b",295.2511870,45.8429537,2.44000000,2016,"Transit"
"Kepler-1088 b",281.5614578,42.4504087,1.42000000,2016,"Transit"
"Kepler-1206 b",295.9383737,49.7911337,1.64000000,2016,"Transit"
"Kepler-1205 b",290.2796734,41.5150499,1.41000000,2016,"Transit"
"Kepler-1249 b",296.8948517,44.3717429,2.38000000,2016,"Transit"
"Kepler-1250 b",287.7938184,45.9802492,1.92000000,2016,"Transit"
"Kepler-1293 b",290.0258783,48.3359227,0.97000000,2016,"Transit"
"Kepler-513 b",285.0416235,50.0753913,2.20000000,2016,"Transit"
"Kepler-1092 b",297.7232008,47.1126833,2.07000000,2016,"Transit"
"Kepler-1209 b",287.5849352,49.1547328,1.51000000,2016,"Transit"
"Kepler-1252 b",298.9503634,46.6928437,1.67000000,2016,"Transit"
"Kepler-1253 b",283.8852196,47.6371507,1.33000000,2016,"Transit"
"Kepler-1156 b",288.9240901,46.0575865,1.32000000,2016,"Transit"
"Kepler-1155 b",288.8206058,39.5228712,2.03000000,2016,"Transit"
"Kepler-1093 b",284.9780251,41.4202077,1.95000000,2016,"Transit"
"Kepler-1094 b",292.3012109,38.2669983,3.18000000,2016,"Transit"
"Kepler-1213 b",289.4858423,50.9441967,1.19000000,2016,"Transit"
"Kepler-1255 b",295.2392569,42.7264842,2.32000000,2016,"Transit"
"Kepler-1256 b",291.4742443,44.6834119,1.49000000,2016,"Transit"
"Kepler-1160 b",287.8793899,43.3640752,2.14000000,2016,"Transit"
"Kepler-1158 b",292.2339048,41.5751832,2.34000000,2016,"Transit"
"Kepler-1097 b",281.5941261,42.5963949,3.26000000,2016,"Transit"
"Kepler-1095 b",293.2624215,41.3650155,1.21000000,2016,"Transit"
"Kepler-1217 b",289.1866841,50.9375614,1.99000000,2016,"Transit"
"Kepler-1216 b",287.4052661,45.9179790,1.39000000,2016,"Transit"
"Kepler-1257 b",296.0756231,45.6270165,1.52000000,2016,"Transit"
"Kepler-1260 b",295.5912652,42.5552261,1.77000000,2016,"Transit"
"Kepler-1163 b",290.2358630,50.0300654,1.03000000,2016,"Transit"
"Kepler-1100 b",291.8713535,44.0873907,1.75000000,2016,"Transit"
"Kepler-1098 b",295.5026730,43.2326992,1.30000000,2016,"Transit"
"Kepler-1261 b",285.2324786,48.8066963,2.26000000,2016,"Transit"
"Kepler-1166 b",290.3484956,50.9028387,1.69000000,2016,"Transit"
"Kepler-1167 b",298.3026595,47.6939654,1.71000000,2016,"Transit"
"Kepler-1103 b",287.3821348,49.4524247,2.27000000,2016,"Transit"
"Kepler-1221 b",285.8223636,45.7118423,1.88000000,2016,"Transit"
"Kepler-522 b",288.1539730,44.0688154,6.91000000,2016,"Transit"
"Kepler-1264 b",289.8844102,45.2115075,1.18000000,2016,"Transit"
"Kepler-1169 b",294.9115874,46.4914718,0.94000000,2016,"Transit"
"Kepler-1168 b",287.2977834,47.4554880,2.50000000,2016,"Transit"
"Kepler-1106 b",291.1451576,44.0624715,1.65000000,2016,"Transit"
"Kepler-1226 b",296.3768521,50.6214592,1.45000000,2016,"Transit"
"Kepler-1266 b",285.8693277,42.7279996,2.58000000,2016,"Transit"
"Kepler-1268 b",287.8384190,43.1531776,2.03000000,2016,"Transit"
"Kepler-1171 b",294.9589285,38.5915968,2.56000000,2016,"Transit"
"Kepler-1172 b",290.4744875,37.7665499,3.20000000,2016,"Transit"
"Kepler-1109 b",291.6462654,39.3966122,2.19000000,2016,"Transit"
"Kepler-1110 b",291.8080645,38.6226615,2.66000000,2016,"Transit"
"Kepler-1229 b",297.4868347,46.9966782,1.40000000,2016,"Transit"
"Kepler-436 c",301.7207775,44.4120856,2.33000000,2016,"Transit"
"Kepler-1270 b",286.7156676,48.6452552,3.32000000,2016,"Transit"
"Kepler-804 c",293.3722109,44.7851812,1.14000000,2016,"Transit"
"Kepler-1230 b",283.2645129,41.7114526,2.71000000,2016,"Transit"
"Kepler-1271 b",286.3442954,37.4119347,1.48000000,2016,"Transit"
"Kepler-1273 b",285.8032016,44.8733983,2.49000000,2016,"Transit"
"Kepler-1177 b",286.6714813,49.4062964,1.90000000,2016,"Transit"
"Kepler-1179 b",284.0974305,47.8104856,1.32000000,2016,"Transit"
"Kepler-1152 b",290.4341483,44.1077802,0.87000000,2016,"Transit"
"Kepler-1186 b",288.4796333,47.1017438,2.23000000,2016,"Transit"
"Kepler-535 b",296.5666587,49.6961742,2.36000000,2016,"Transit"
"Kepler-1411 b",286.3615236,42.9638889,2.82000000,2016,"Transit"
"Kepler-1413 b",294.3416065,46.4987624,1.82000000,2016,"Transit"
"Kepler-1317 b",291.6118842,42.1159787,1.56000000,2016,"Transit"
"Kepler-1318 b",290.3763246,41.1507928,3.11000000,2016,"Transit"
"Kepler-1362 b",288.5385574,40.8771276,2.60000000,2016,"Transit"
"Kepler-536 b",297.7363605,49.6371010,3.10000000,2016,"Transit"
"Kepler-1415 b",285.1568015,47.8732512,1.29000000,2016,"Transit"
"Kepler-1320 b",288.4335977,40.3808519,1.70000000,2016,"Transit"
"Kepler-1321 b",294.5285970,46.6408737,4.92000000,2016,"Transit"
"Kepler-1366 b",285.0648845,41.5548464,1.43000000,2016,"Transit"
"Kepler-903 c",288.7710137,40.6641771,2.53000000,2016,"Transit"
"Kepler-758 e",293.0846115,41.1354049,1.53000000,2016,"Transit"
"Kepler-1417 b",290.9498966,40.6051970,1.00000000,2016,"Transit"
"Kepler-1322 b",293.2045009,45.4353919,1.61000000,2016,"Transit"
"Kepler-525 b",296.1834239,47.3587776,2.63000000,2016,"Transit"
"Kepler-722 c",290.2632874,44.5564051,2.82000000,2016,"Transit"
"Kepler-1422 b",293.8902214,48.3360926,2.02000000,2016,"Transit"
"Kepler-1327 b",289.0648073,50.4609183,1.80000000,2016,"Transit"
"Kepler-1368 b",294.7669795,41.6446434,1.65000000,2016,"Transit"
"Kepler-769 c",292.7130925,38.3581685,1.79000000,2016,"Transit"
"Kepler-770 c",286.4904589,38.3748720,1.20000000,2016,"Transit"
"Kepler-1430 b",289.6975391,43.3719581,1.18000000,2016,"Transit"
"Kepler-1431 b",292.6583919,49.8651522,1.47000000,2016,"Transit"
"Kepler-1328 b",284.6753857,44.4177225,0.98000000,2016,"Transit"
"Kepler-1329 b",281.6476437,48.2709523,2.17000000,2016,"Transit"
"Kepler-527 b",290.9579130,47.4062673,2.84000000,2016,"Transit"
"Kepler-1371 b",288.8314251,47.5519753,0.73000000,2016,"Transit"
"Kepler-770 d",286.4904589,38.3748720,1.40000000,2016,"Transit"
"Kepler-896 b",282.4391402,43.7344291,2.53000000,2016,"Transit"
"Kepler-1427 b",295.3496546,45.1145372,1.10000000,2016,"Transit"
"Kepler-1332 b",291.0286411,43.9137055,1.37000000,2016,"Transit"
"Kepler-1330 b",290.5767116,39.9568913,1.65000000,2016,"Transit"
"Kepler-1373 b",285.7520229,39.2491731,1.16000000,2016,"Transit"
"Kepler-1374 b",291.3499783,45.1722521,2.29000000,2016,"Transit"
"Kepler-1311 c",289.6512597,43.8244445,1.22000000,2016,"Transit"
"Kepler-1428 b",297.6422563,49.5949580,1.64000000,2016,"Transit"
"Kepler-1429 b",285.3662532,49.0448172,1.29000000,2016,"Transit"
"Kepler-1335 b",284.8384394,42.0703371,1.45000000,2016,"Transit"
"Kepler-528 b",295.6848595,47.7480914,2.08000000,2016,"Transit"
"Kepler-1321 c",294.5285970,46.6408737,2.40000000,2016,"Transit"
"Kepler-1433 b",287.3634559,49.4568649,1.56000000,2016,"Transit"
"Kepler-1337 b",287.0091176,46.7961229,2.41000000,2016,"Transit"
"Kepler-1339 b",283.7457695,48.3734690,0.71000000,2016,"Transit"
"Kepler-1377 b",289.1954229,46.6516055,1.25000000,2016,"Transit"
"Kepler-1378 b",297.3734030,40.3663986,2.20000000,2016,"Transit"
"Kepler-1370 c",284.5656897,41.7784781,1.27000000,2016,"Transit"
"Kepler-1295 b",291.3978451,45.5885530,1.55000000,2016,"Transit"
"Kepler-1296 b",292.1251038,41.4077928,0.91000000,2016,"Transit"
"Kepler-1341 b",280.5116813,44.1593503,2.99000000,2016,"Transit"
"Kepler-529 b",285.8884067,47.8803640,1.86000000,2016,"Transit"
"Kepler-1380 b",288.1160421,42.4403832,1.43000000,2016,"Transit"
"Kepler-1391 b",294.8309749,46.6595768,1.68000000,2016,"Transit"
"Kepler-1392 b",288.7669819,46.3944497,1.96000000,2016,"Transit"
"Kepler-1297 b",289.9564415,47.0203466,0.97000000,2016,"Transit"
"Kepler-1343 b",294.2944830,50.7253850,1.93000000,2016,"Transit"
"Kepler-1344 b",287.0862799,46.9457998,1.84000000,2016,"Transit"
"Kepler-1383 b",297.9447714,42.1918449,1.41000000,2016,"Transit"
"Kepler-1381 b",287.5357911,48.7277830,2.25000000,2016,"Transit"
"Kepler-1393 b",284.4594558,40.1424756,0.80000000,2016,"Transit"
"Kepler-1300 b",289.0330532,40.0869182,1.37000000,2016,"Transit"
"Kepler-616 c",294.9891370,46.8383058,3.41000000,2016,"Transit"
"Kepler-1347 b",299.6595903,40.8438526,1.03000000,2016,"Transit"
"Kepler-1345 b",292.4779428,46.0228210,2.36000000,2016,"Transit"
"Kepler-1385 b",282.6313559,46.4810220,0.85000000,2016,"Transit"
"Kepler-1384 b",296.2151275,39.5270248,1.94000000,2016,"Transit"
"Kepler-1397 b",299.6758812,47.0758234,1.72000000,2016,"Transit"
"Kepler-1398 b",294.8661073,48.6389923,0.90000000,2016,"Transit"
"Kepler-1396 b",294.3363936,44.9182296,2.07000000,2016,"Transit"
"Kepler-1302 b",290.9892462,50.3080640,1.43000000,2016,"Transit"
"Kepler-1304 b",285.2763652,39.4468274,2.29000000,2016,"Transit"
"Kepler-1350 b",288.2506110,46.6794847,2.52000000,2016,"Transit"
"Kepler-1348 b",292.0874126,49.7887090,1.94000000,2016,"Transit"
"Kepler-1387 b",292.4403029,43.2093456,0.93000000,2016,"Transit"
"Kepler-1398 c",294.8661073,48.6389923,1.03000000,2016,"Transit"
"Kepler-1400 b",286.2716827,45.4408055,1.62000000,2016,"Transit"
"Kepler-1307 b",292.8698348,46.7418679,2.47000000,2016,"Transit"
"Kepler-1351 b",293.6084289,42.1978746,0.65000000,2016,"Transit"
"Kepler-521 b",298.8163801,43.9980203,3.18000000,2016,"Transit"
"Kepler-1390 b",298.6624419,48.2488659,1.18000000,2016,"Transit"
"Kepler-531 b",286.5246582,48.6835481,2.78000000,2016,"Transit"
"Kepler-1389 b",285.7174414,44.7583487,1.77000000,2016,"Transit"
"Kepler-1401 b",287.4660334,40.7584200,1.68000000,2016,"Transit"
"Kepler-1402 b",291.8478341,48.9681664,0.76000000,2016,"Transit"
"Kepler-1308 b",285.9287514,38.5207097,0.52000000,2016,"Transit"
"Kepler-1309 b",298.7351131,40.7641262,2.37000000,2016,"Transit"
"Kepler-1352 b",290.6937988,48.7014417,0.89000000,2016,"Transit"
"Kepler-1353 b",295.7353911,42.5762317,1.80000000,2016,"Transit"
"Kepler-532 b",298.6609094,48.6063022,2.57000000,2016,"Transit"
"Kepler-1403 b",290.8676391,38.9600779,2.14000000,2016,"Transit"
"Kepler-1405 b",295.6848822,39.2561274,3.96000000,2016,"Transit"
"Kepler-1310 b",283.9200236,40.7400419,1.44000000,2016,"Transit"
"Kepler-1312 b",292.9712801,41.0357494,2.10000000,2016,"Transit"
"Kepler-517 b",293.6755138,41.2952061,2.67000000,2016,"Transit"
"Kepler-1356 b",290.9953825,43.2438792,1.53000000,2016,"Transit"
"Kepler-1354 b",291.2451266,37.7590079,2.97000000,2016,"Transit"
"Kepler-1050 c",282.9249847,48.6264015,1.48000000,2016,"Transit"
"Kepler-1407 b",283.9424274,41.4715535,2.25000000,2016,"Transit"
"Kepler-1313 b",292.3885820,42.2332767,1.76000000,2016,"Transit"
"Kepler-1359 b",289.5388180,41.8928154,2.83000000,2016,"Transit"
"Kepler-1360 b",300.3440482,45.6231826,3.40000000,2016,"Transit"
"Kepler-1611 b",296.5120204,49.7277506,0.81000000,2016,"Transit"
"Kepler-1463 b",294.4872785,42.0069064,1.86000000,2016,"Transit"
"Kepler-1543 b",297.1242915,47.0369876,2.71000000,2016,"Transit"
"Kepler-1578 b",288.3021104,47.7756227,1.04000000,2016,"Transit"
"Kepler-626 b",288.6986828,39.7082044,2.29000000,2016,"Transit"
"Kepler-1465 b",289.8194222,51.9048541,1.77000000,2016,"Transit"
"Kepler-1466 b",289.8312418,44.6098415,1.55000000,2016,"Transit"
"Kepler-1546 b",297.5839183,41.5411993,3.13000000,2016,"Transit"
"Kepler-1548 b",287.4711817,46.0805706,2.64000000,2016,"Transit"
"Kepler-1613 b",289.8750066,43.4209318,2.08000000,2016,"Transit"
"Kepler-1468 c",293.5198289,41.2773671,1.15000000,2016,"Transit"
"Kepler-1582 b",289.3765441,41.1580845,1.49000000,2016,"Transit"
"Kepler-1469 b",293.8213286,39.3913385,2.80000000,2016,"Transit"
"Kepler-633 b",295.2173259,40.5921599,1.63000000,2016,"Transit"
"Kepler-1550 b",287.7646113,38.2947076,3.02000000,2016,"Transit"
"Kepler-1552 b",291.6768669,38.8749152,2.47000000,2016,"Transit"
"Kepler-1584 b",287.7626791,43.2743929,1.61000000,2016,"Transit"
"Kepler-556 b",290.5294799,38.9427306,2.24000000,2016,"Transit"
"Kepler-629 b",289.4179128,39.9450757,1.38000000,2016,"Transit"
"Kepler-630 b",293.4270647,39.9423967,3.18000000,2016,"Transit"
"Kepler-1470 b",288.6949475,39.8830802,1.07000000,2016,"Transit"
"Kepler-1475 b",295.9482766,44.7530960,2.92000000,2016,"Transit"
"Kepler-1476 b",284.5320743,43.9898971,1.67000000,2016,"Transit"
"Kepler-154 f",289.7805393,49.8965624,1.50000000,2016,"Transit"
"Kepler-1165 b",286.9712284,44.7082669,1.55000000,2016,"Transit"
"Kepler-1587 b",292.6777294,49.6638666,1.33000000,2016,"Transit"
"Kepler-579 b",295.0020771,39.9528613,2.00000000,2016,"Transit"
"Kepler-1619 b",285.7035950,44.4221528,0.76000000,2016,"Transit"
"Kepler-132 e",283.2358100,41.3430370,1.18000000,2016,"Transit"
"Kepler-1471 b",289.6649171,50.0200612,1.41000000,2016,"Transit"
"Kepler-1554 b",286.5760160,41.7415762,2.90000000,2016,"Transit"
"Kepler-541 b",294.1496529,38.4582070,3.36000000,2016,"Transit"
"Kepler-1589 b",294.4418236,40.5716114,1.09000000,2016,"Transit"
"Kepler-686 b",285.2138190,39.0274660,12.15000000,2016,"Transit"
"Kepler-1473 b",290.6365144,48.9961494,1.19000000,2016,"Transit"
"Kepler-1472 b",294.8526163,49.0574468,1.90000000,2016,"Transit"
"Kepler-1474 b",294.6940261,45.8668090,2.16000000,2016,"Transit"
"Kepler-1556 b",288.3969751,40.2131892,1.96000000,2016,"Transit"
"Kepler-542 b",292.2149697,38.5485469,1.57000000,2016,"Transit"
"Kepler-1592 b",293.8506230,38.3977379,1.54000000,2016,"Transit"
"Kepler-1623 b",294.0826970,39.5560655,1.31000000,2016,"Transit"
"Kepler-1622 b",297.3288329,47.8154590,1.47000000,2016,"Transit"
"Kepler-631 b",296.8857240,40.2281717,2.90000000,2016,"Transit"
"Kepler-1477 b",281.2985305,42.6856727,1.18000000,2016,"Transit"
"Kepler-1478 b",293.1650085,41.7461840,1.73000000,2016,"Transit"
"Kepler-1558 b",286.8194349,46.9117837,0.68000000,2016,"Transit"
"Kepler-1557 b",293.8813592,46.8388172,1.53000000,2016,"Transit"
"Kepler-544 b",294.0290734,39.0517893,2.12000000,2016,"Transit"
"Kepler-1442 b",291.2556226,48.8469171,3.93000000,2016,"Transit"
"Kepler-1435 b",291.1732806,44.9210836,0.86000000,2016,"Transit"
"Kepler-1559 b",292.2866565,42.0725948,0.72000000,2016,"Transit"
"Kepler-1596 b",285.5575066,49.3300866,1.90000000,2016,"Transit"
"Kepler-403 d",289.9214256,46.7445267,1.42000000,2016,"Transit"
"Kepler-1443 b",283.4357392,47.0667983,0.97000000,2016,"Transit"
"Kepler-1438 b",289.2898190,40.6816262,0.94000000,2016,"Transit"
"Kepler-1562 b",294.4556567,46.7435353,3.55000000,2016,"Transit"
"Kepler-1561 b",296.9235822,43.5664628,1.09000000,2016,"Transit"
"Kepler-1598 b",288.4691070,46.7836464,0.95000000,2016,"Transit"
"Kepler-1445 b",280.2495197,43.9150665,0.96000000,2016,"Transit"
"Kepler-511 b",282.9455384,47.5749181,6.35000000,2016,"Transit"
"Kepler-1564 b",290.5861316,46.6427486,1.47000000,2016,"Transit"
"Kepler-1563 b",288.5735936,51.4727698,0.75000000,2016,"Transit"
"Kepler-1565 b",297.9529793,40.8067876,1.19000000,2016,"Transit"
