pl_name,ra,dec,pl_rade,disc_year,discoverymethod
"HD 2039 b",6.0851069,-56.6499880,12.70000000,2002,"Radial Velocity"
"KOI-142 b",291.1481028,40.6694130,3.43800000,2013,"Transit"
"HAT-P-8 b",343.0414932,35.4471778,15.69260000,2008,"Transit"
"K2-43 b",169.1170280,-3.9754405,4.51000000,2016,"Transit"
"Kepler-1753 b",288.2366640,46.6058744,2.22678077,2021,"Transit"
"Kepler-1176 b",297.9197240,45.2742038,2.45000000,2016,"Transit"
"K2-126 b",203.5467021,-13.5769705,1.97000000,2017,"Transit"
"Kepler-1263 b",286.4836260,46.7526182,1.14000000,2016,"Transit"
"Kepler-1416 b",298.6634624,43.8940593,0.88000000,2016,"Transit"
"Kepler-1542 c",285.7284757,42.6544651,0.65000000,2016,"Transit"
"K2-85 b",59.4648290,18.4649505,1.40000000,2016,"Transit"
"Kepler-368 c",291.8800180,45.3878419,3.88000000,2014,"Transit"
"K2-123 b",134.4441404,21.4532748,2.76000000,2017,"Transit"
"Kepler-770 b",286.4904589,38.3748720,2.30000000,2016,"Transit"
"Kepler-1399 b",293.3116962,46.0416516,1.25000000,2016,"Transit"
"Kepler-723 b",284.8304434,44.6580932,12.19000000,2016,"Transit"
"K2-107 b",284.9853550,-22.2934206,15.98000000,2017,"Transit"
"K2-45 b",169.6327547,-1.7740582,6.71000000,2016,"Transit"
"K2-365 b",238.8197061,-21.0269691,2.90600000,2022,"Transit"
"K2-127 b",207.0782895,-11.5889878,8.37000000,2017,"Transit"
"K2-195 b",199.8315191,-8.5095364,3.13000000,2018,"Transit"
"K2-80 c",59.0374860,13.5590288,1.47000000,2016,"Transit"
"K2-229 c",186.8729195,-6.7218474,2.03000000,2018,"Transit"
"HAT-P-3 b",206.0940142,48.0285650,10.53646000,2007,"Transit"
"WASP-32 b",3.9617073,1.2005122,10.76064000,2010,"Transit"
"WASP-24 b",227.2154975,2.3432860,15.46842000,2010,"Transit"
"Kepler-65 c",288.6887221,41.1511076,2.58000000,2012,"Transit"
"TrES-2 b",286.8085258,49.3164211,15.24424000,2006,"Transit"
"Kepler-939 b",293.8656181,47.0268148,1.75000000,2016,"Transit"
"Kepler-1028 b",289.5931004,49.7812447,1.33000000,2016,"Transit"
"HAT-P-67 b",256.6107279,44.7768849,23.98721870,2017,"Transit"
"Kepler-1101 b",294.5693544,45.6711623,2.47000000,2016,"Transit"
"Kepler-1388 b",283.3360156,47.1744499,2.59000000,2016,"Transit"
"Kepler-768 b",294.1156858,38.3934378,1.79000000,2016,"Transit"
"Kepler-796 b",287.3078999,39.1447097,1.30000000,2016,"Transit"
"Kepler-110 b",292.9291693,48.6028303,1.83000000,2014,"Transit"
"Kepler-1042 b",288.6689428,39.8239935,2.19000000,2016,"Transit"
"Kepler-334 c",287.1406177,47.1151153,1.43000000,2014,"Transit"
"Kepler-937 b",294.1688142,46.7146161,3.72000000,2016,"Transit"
"Kepler-1117 b",292.0847866,49.2374206,1.11000000,2016,"Transit"
"Kepler-1789 b",282.8631419,41.7966332,2.83137505,2021,"Transit"
"Kepler-1831 b",295.3024604,49.5890456,1.97019818,2021,"Transit"
"Kepler-1245 b",290.7443078,43.2607530,1.44000000,2016,"Transit"
"Kepler-114 b",294.1214820,48.3497977,1.26000000,2014,"Transit"
"Kepler-1105 b",281.1117588,42.4549698,2.01000000,2016,"Transit"
"Kepler-187 b",299.7964955,44.0892448,1.41000000,2014,"Transit"
"Kepler-1379 b",293.6704404,41.4102105,1.30000000,2016,"Transit"
"Kepler-304 c",294.4418031,40.5575408,2.17000000,2014,"Transit"
"Kepler-1291 b",289.3770051,40.0010791,1.66000000,2016,"Transit"
"Kepler-304 e",294.4418031,40.5575408,1.20000000,2016,"Transit"
"Kepler-461 b",292.2490563,46.1647909,2.58000000,2016,"Transit"
"Kepler-1894 b",295.5864604,49.6668523,1.20117759,2021,"Transit"
"Kepler-576 b",295.1828896,38.6542028,3.27000000,2016,"Transit"
"Kepler-1893 b",298.4012866,44.8381709,1.70557445,2021,"Transit"
"Kepler-1601 b",285.5129496,38.0798390,0.82000000,2016,"Transit"
"Kepler-1922 b",292.3303706,37.9970696,2.29064904,2021,"Transit"
"HD 80653 b",140.3390845,14.3678691,1.62100000,2020,"Transit"
"Kepler-1542 d",285.7284757,42.6544651,0.87000000,2016,"Transit"
"Kepler-666 b",298.4568899,48.7915925,2.40000000,2016,"Transit"
"Kepler-211 c",285.4391183,43.1685051,1.29000000,2014,"Transit"
"Kepler-203 c",297.0899590,41.3880686,2.47000000,2014,"Transit"
"GJ 674 b",262.1700476,-46.8989826,3.33000000,2007,"Radial Velocity"
"OGLE-TR-182 b",167.3279228,-61.0952624,12.66600000,2007,"Transit"
"HD 69830 c",124.6010091,-12.6364246,3.46000000,2006,"Radial Velocity"
"GJ 3021 b",4.0634323,-79.8514218,13.10000000,2000,"Radial Velocity"
"HD 221287 b",352.8362230,-58.2097540,13.10000000,2007,"Radial Velocity"
"HD 47536 b",99.4489580,-32.3394531,12.60000000,2002,"Radial Velocity"
"HD 107148 b",184.8059773,-3.3199927,9.60000000,2005,"Radial Velocity"
"HD 179949 b",288.8890182,-24.1797939,13.90000000,2000,"Radial Velocity"
"HD 188015 b",298.0191857,28.0999769,13.60000000,2004,"Radial Velocity"
"HD 27442 b",64.1205476,-59.3028771,13.50000000,2000,"Radial Velocity"
"HD 46375 b",98.3030763,5.4625071,10.00000000,2000,"Radial Velocity"
"HAT-P-2 b",245.1514324,41.0479601,10.65975900,2007,"Transit"
"HD 109749 b",189.3173489,-40.8121458,11.10000000,2005,"Radial Velocity"
"HD 149143 b",248.2126715,2.0844547,13.60000000,2005,"Radial Velocity"
"HD 224693 b",359.9749837,-22.4279999,14.00000000,2006,"Radial Velocity"
"HD 231701 b",293.0176220,16.4743566,13.70000000,2007,"Radial Velocity"
"HIP 14810 b",47.8092750,21.0971302,13.00000000,2005,"Radial Velocity"
"HIP 14810 d",47.8092750,21.0971302,14.10000000,2009,"Radial Velocity"
"HD 207832 b",328.1517893,-26.0271749,14.20000000,2012,"Radial Velocity"
"HD 37605 c",85.0074276,6.0595116,13.10000000,2012,"Radial Velocity"
"HD 1605 c",5.1317548,30.9750611,13.00000000,2015,"Radial Velocity"
"HD 55696 b",108.0622029,-38.1746390,12.90000000,2018,"Radial Velocity"
"HD 148164 c",246.4351678,11.9190729,12.80000000,2018,"Radial Velocity"
"HD 211810 b",334.5286724,61.1349912,14.00000000,2018,"Radial Velocity"
"HD 221416 b",353.0331863,-21.8012007,9.17000000,2019,"Transit"
"Kepler-595 c",294.5703593,50.6730147,1.00900000,2020,"Transit"
"Kepler-595 b",294.5703593,50.6730147,3.70800000,2016,"Transit"
"PSR B1257+12 b",195.0149029,12.6823534,0.33800000,1994,"Pulsar Timing"
"PSR B1257+12 c",195.0149029,12.6823534,1.91000000,1992,"Pulsar Timing"
"OGLE-TR-211 b",160.0598236,-62.4555353,15.24400000,2007,"Transit"
"Lupus-TR-3 b",232.5774696,-42.9799461,9.97600000,2007,"Transit"
"2MASS J04414489+2301513 b",70.4371079,23.0308544,12.60000000,2010,"Imaging"
"WASP-21 b",347.4928024,18.3961597,11.99000000,2010,"Transit"
"CoRoT-10 b",291.0636813,0.7460143,10.87000000,2010,"Transit"
"CoRoT-12 b",100.7656871,-1.2964437,16.14000000,2010,"Transit"
"CoRoT-11 b",280.6872998,5.9376586,16.03000000,2010,"Transit"
"CoRoT-13 b",102.7211432,-5.0864557,9.92000000,2010,"Transit"
"HD 285968 b",70.7353853,18.9533580,2.83000000,2008,"Radial Velocity"
"HD 205739 b",324.5351273,-31.7378373,13.60000000,2008,"Radial Velocity"
"CoRoT-3 b",292.0552827,0.1218359,11.32000000,2008,"Transit"
"HD 16417 b",39.2441029,-34.5790905,5.00000000,2008,"Radial Velocity"
"AB Pic b",94.8039208,-58.0541184,12.30000000,2005,"Imaging"
"CT Cha b",166.0375038,-76.4553693,24.66000000,2007,"Imaging"
"HD 9446 b",23.3350424,29.2649187,14.00000000,2009,"Radial Velocity"
"Kepler-4 b",285.6154492,50.1357712,4.00200000,2009,"Transit"
"GJ 876 c",343.3239737,-14.2665958,14.00000000,2000,"Radial Velocity"
"HIP 79431 b",243.1742467,-18.8764247,13.40000000,2009,"Radial Velocity"
"WASP-31 b",169.4388603,-19.0547781,17.36300000,2010,"Transit"
"24 Sex b",155.8684866,-0.9023998,13.40000000,2010,"Radial Velocity"
"WASP-37 b",221.9438866,1.0650227,13.00200000,2010,"Transit"
"Kepler-9 d",285.5739904,38.4008192,1.64000000,2010,"Transit"
"KOI-217 b",294.8654667,46.2858128,12.44200000,2010,"Transit"
"HD 90156 b",155.9801144,-29.6451030,4.43000000,2011,"Radial Velocity"
"HD 177830 c",286.3363574,25.9204327,7.87000000,2010,"Radial Velocity"
"ups And b",24.1983534,41.4038147,14.00000000,1996,"Radial Velocity"
"ups And d",24.1983534,41.4038147,12.50000000,1999,"Radial Velocity"
"OGLE-2017-BLG-0373L b",269.3294067,-31.9517231,14.00000000,2018,"Microlensing"
"Kepler-1737 b",297.0148111,47.4864170,5.39500000,2021,"Transit"
"K2-269 b",130.1551381,13.0146799,1.57000000,2018,"Transit"
"TOI-1249 b",200.5615762,66.3085331,3.27103010,2024,"Transit"
"Kepler-106 d",300.8640060,44.3375497,0.95000000,2014,"Transit"
"Kepler-1031 b",296.0898796,48.9554121,0.87000000,2016,"Transit"
"CD-35 2722 b",92.3300147,-35.8255375,17.37392009,2011,"Imaging"
"Kepler-948 b",293.3002774,41.5233244,1.85000000,2016,"Transit"
"OGLE-2014-BLG-0319L b",266.9611667,-33.9350444,14.10000000,2022,"Microlensing"
"OGLE-2018-BLG-1011L b",269.0140000,-29.0828889,13.50000000,2019,"Microlensing"
"WASP-61 b",75.2996637,-26.0541438,15.80469000,2012,"Transit"
"KMT-2022-BLG-0303L b",268.0331250,-22.6890806,14.20000000,2024,"Microlensing"
"OGLE-2019-BLG-0954L b",267.9132500,-29.6110000,12.30000000,2021,"Microlensing"
"WASP-123 b",289.4792124,-32.8601244,15.13212395,2016,"Transit"
"Kepler-1882 b",290.6640856,43.4997866,1.48674404,2021,"Transit"
"KOI-984 b",291.0489438,36.8400772,4.30000000,2022,"Transit"
"Kepler-1573 b",292.9883129,49.4849664,1.20000000,2016,"Transit"
"Kepler-802 b",286.0157998,45.0077413,3.54000000,2016,"Transit"
"KMT-2023-BLG-1454L b",267.6200833,-29.6227500,14.10000000,2024,"Microlensing"
"Kepler-1440 b",285.3469737,48.3122283,1.26000000,2016,"Transit"
"WASP-130 b",203.1060194,-42.4752733,9.97601000,2016,"Transit"
"OGLE-2017-BLG-1049L b",269.5335420,-27.1442222,12.80000000,2020,"Microlensing"
"Kepler-949 b",298.6079128,46.4536600,2.91000000,2016,"Transit"
"Kepler-1964 b",297.0588033,49.4784362,1.78105870,2021,"Transit"
"KMT-2023-BLG-1592L b",268.6786667,-29.0084194,14.10000000,2026,"Microlensing"
"OGLE-2019-BLG-0362L b",263.4652500,-24.8103611,13.10000000,2022,"Microlensing"
"KMT-2017-BLG-1057L b",265.4860000,-22.3351111,5.19000000,2024,"Microlensing"
"KMT-2025-BLG-1616L b",267.7788750,-30.1391111,7.34000000,2026,"Microlensing"
"Wolf 327 b",148.3783199,35.5705480,1.24000000,2024,"Transit"
"Kepler-62 f",283.2125621,45.3496992,1.41000000,2013,"Transit"
"WASP-53 c",31.9091639,-20.6618430,,2017,"Radial Velocity"
"KMT-2023-BLG-1743L b",269.1652500,-28.8549194,12.10000000,2024,"Microlensing"
"TOI-5789 c",302.7734475,16.1897138,2.86000000,2026,"Transit"
"MOA-2019-BLG-008L b",267.9828750,-29.9897306,12.20000000,2022,"Microlensing"
"OGLE-2016-BLG-1598L b",270.1907500,-29.1754389,13.60000000,2024,"Microlensing"
"OGLE-2017-BLG-1275L b",267.9154167,-29.4979694,12.80000000,2024,"Microlensing"
"HATS-44 b",84.3267559,-27.9725758,11.96000300,2018,"Transit"
"HD 160691 b",266.0361585,-51.8348751,,2000,"Radial Velocity"
"Kepler-132 b",283.2358100,41.3430370,1.21000000,2014,"Transit"
"KMT-2021-BLG-0192L b",268.1049583,-30.0086889,6.56000000,2022,"Microlensing"
"Kepler-49 b",292.2945208,40.5918123,2.57900000,2012,"Transit"
"KMT-2016-BLG-2364L b",265.7156670,-27.4355611,13.00000000,2020,"Microlensing"
"Kepler-218 c",295.4128785,46.2665801,3.14000000,2014,"Transit"
"GJ 328 c",133.7819507,1.5420011,4.91000000,2023,"Radial Velocity"
"K2-212 b",18.4241015,3.0970732,2.65000000,2018,"Transit"
"Kepler-138 d",290.3814122,43.2930645,1.51000000,2014,"Transit"
"KMT-2022-BLG-1818L c",270.7986250,-27.4811111,13.20000000,2026,"Microlensing"
"Qatar-8 b",157.4123405,70.5270835,14.40356500,2019,"Transit"
"KMT-2018-BLG-0885L b",268.9663333,-28.5133611,11.90000000,2023,"Microlensing"
"KMT-2016-BLG-2321L b",264.0579167,-25.5248806,13.80000000,2024,"Microlensing"
"Kepler-74 b",293.0925275,41.3555095,10.76000000,2013,"Transit"
"OGLE-2017-BLG-0482L b",269.0488890,-30.5283604,2.95000000,2018,"Microlensing"
"PSR B0329+54 b",53.2472749,54.5791636,1.22000000,2017,"Pulsar Timing"
"K2-140 b",188.1373172,-9.6076115,13.56286665,2017,"Transit"
"HD 184010 c",292.8401421,26.6172796,11.80000000,2022,"Radial Velocity"
"EPIC 201595106 b",183.7203635,1.9681688,1.56500000,2021,"Transit"
"TOI-1203 e",168.2267358,-34.4069371,7.31000000,2025,"Radial Velocity"
"Kepler-1503 b",293.7271604,42.8067119,2.27000000,2016,"Transit"
"Kepler-1781 b",291.7114906,42.3415097,2.38091029,2021,"Transit"
"Kepler-57 c",293.6413146,44.6570692,2.19600000,2012,"Transit"
"Kepler-1124 b",286.5942529,37.8912836,1.28000000,2016,"Transit"
"Kepler-1581 b",287.3713199,39.6036225,0.80000000,2016,"Transit"
"Kepler-464 b",294.8351052,48.9823204,3.30000000,2016,"Transit"
"Kepler-1580 b",285.9687099,41.3635264,2.11000000,2016,"Transit"
"Kepler-198 d",290.6731326,38.6910045,1.53000000,2016,"Transit"
"TOI-1422 b",354.2408290,39.6392793,3.83000000,2022,"Transit"
"HD 73267 c",129.0735123,-34.4594469,12.80000000,2022,"Radial Velocity"
"Kepler-580 b",283.4997537,40.5528053,2.57000000,2016,"Transit"
"KOI-12 b",297.4537402,41.0110188,13.78707000,2015,"Transit"
"Kepler-637 b",292.4172566,41.4168384,4.75000000,2016,"Transit"
"HD 29985 b",70.5216589,-33.9210696,12.80000000,2022,"Radial Velocity"
"HD 165155 b",271.4893395,-29.9172536,13.20000000,2016,"Radial Velocity"
"HD 22946 d",54.8195380,-42.7630276,2.60700000,2023,"Transit"
"Kepler-1697 b",287.6633310,43.4713782,1.25954761,2020,"Transit"
"Kepler-674 b",285.1761864,50.1496897,1.69000000,2016,"Transit"
"Kepler-873 b",296.4031319,51.2712773,3.75000000,2016,"Transit"
"Kepler-783 b",291.0628615,47.4847890,0.78000000,2016,"Transit"
"HD 31527 c",73.9096193,-23.2413163,3.85000000,2019,"Radial Velocity"
"Kepler-1955 b",299.5347603,40.4777528,1.16654878,2021,"Transit"
"Kepler-1684 b",294.0054181,46.3106625,2.87084792,2020,"Transit"
"Kepler-322 c",281.3487514,44.2952525,1.67000000,2014,"Transit"
"Qatar-5 b",7.0539375,42.0613451,12.40836300,2017,"Transit"
"Kepler-399 c",299.5017242,40.6707669,1.43000000,2014,"Transit"
"DMPP-2 c",27.4077310,-34.4590985,8.26000000,2026,"Radial Velocity"
"Kepler-682 b",289.1122204,51.7373589,7.37000000,2016,"Transit"
"TOI-220 b",91.7996988,-61.9972098,3.03000000,2021,"Transit"
"TOI-5624 f",180.8443476,49.2512257,3.66000000,2026,"Transit Timing Variations"
"Kepler-242 b",286.5656932,41.8084168,2.61000000,2014,"Transit"
"Kepler-258 b",294.0684116,46.5791357,4.06000000,2014,"Transit"
"TOI-4898 b",197.3416711,-32.8294537,3.71979540,2026,"Transit"
"Kepler-1292 b",284.9057222,43.9491434,1.82000000,2016,"Transit"
"HD 128717 b",219.0881687,57.5609512,12.10000000,2025,"Astrometry"
"Kepler-1058 b",294.5956256,45.8750556,2.72000000,2016,"Transit"
"Kepler-160 b",287.7735730,42.8692755,1.71500000,2014,"Transit"
"Kepler-1365 b",292.1996573,42.0459944,0.92000000,2016,"Transit"
"Kepler-346 c",288.0119248,46.1176003,3.07000000,2014,"Transit"
"Kepler-1489 b",281.2957984,44.4654063,1.77000000,2016,"Transit"
"Kepler-1126 b",285.6919550,45.6893993,1.73000000,2016,"Transit"
"Kepler-1914 b",291.4314024,38.6543635,2.94298030,2021,"Transit"
"HATS-43 b",80.5382418,-30.9708179,13.22662000,2018,"Transit"
"Kepler-685 b",293.8719143,38.4229184,10.58000000,2016,"Transit"
"Kepler-1303 b",284.2871470,42.3555784,1.42000000,2016,"Transit"
"Kepler-1016 b",294.6136890,45.9846265,2.18000000,2016,"Transit"
"HIP 54373 c",166.8643532,-19.2916857,3.57000000,2019,"Radial Velocity"
"L 363-38 b",10.8555443,-41.2952926,2.00000000,2023,"Radial Velocity"
"Kepler-417 c",293.8241813,42.7796480,2.69000000,2014,"Transit Timing Variations"
"K2-396 c",74.6928607,17.2690562,3.12400000,2022,"Transit"
"Kepler-1992 b",295.0902409,45.0811045,0.91000000,2023,"Transit"
"Kepler-134 b",284.7391156,49.5984448,2.00000000,2014,"Transit"
"Kepler-559 b",296.6368878,43.8027948,3.61000000,2016,"Transit"
"WASP-34 b",165.3993679,-23.8609457,11.20900000,2010,"Transit"
"Kepler-1426 b",292.5457096,49.4168981,1.56000000,2016,"Transit"
"Kepler-156 b",290.2964214,37.7494271,2.30000000,2014,"Transit"
"HATS-64 b",144.2876092,-29.8004440,18.81991100,2018,"Transit"
"Kepler-610 b",293.1713241,45.0655934,4.19000000,2016,"Transit"
"Kepler-524 c",296.8591787,49.1620125,0.96000000,2016,"Transit"
"Kepler-398 c",291.4688524,40.3437001,1.01000000,2014,"Transit"
"Kepler-1916 b",293.0705754,48.3876790,2.61757235,2021,"Transit"
"TIC 320419023 b",118.0726215,11.8241773,2.77280763,2026,"Transit"
"HD 108236 f",186.5740627,-51.3630519,2.01700000,2021,"Transit"
"Kepler-1617 b",287.9371747,46.4184781,1.20000000,2016,"Transit"
"HD 206893 c",326.3416874,-12.7833522,16.36511182,2022,"Imaging"
"TOI-4527.01",19.4722574,5.4711996,0.90866170,2024,"Transit"
"K2-255 b",189.9128532,-3.3705631,2.90000000,2018,"Transit"
"Kepler-1678 b",292.5916297,38.3995629,3.30422249,2020,"Transit"
"HD 224018 b",358.6390056,-4.7233362,0.91000000,2025,"Radial Velocity"
"Kepler-1334 b",289.3115320,51.3209059,2.29000000,2016,"Transit"
"Kepler-480 b",294.4639165,49.7650473,2.78000000,2016,"Transit"
"Kepler-1382 b",295.3774182,39.0480365,1.88000000,2016,"Transit"
"TOI-2068 b",186.2735600,60.4183455,1.82100000,2024,"Transit"
"Kepler-1030 b",293.6819098,45.8175241,2.48000000,2016,"Transit"
"HD 153950 b",256.1292826,-43.3103753,13.20000000,2008,"Radial Velocity"
"HAT-P-52 b",42.7217412,29.0222492,11.30988100,2015,"Transit"
"TOI-4747 b",86.4276650,-45.0292291,3.95803201,2026,"Transit"
"Kepler-891 b",291.0837644,40.3552252,6.41000000,2016,"Transit"
"Kepler-1159 b",294.2663250,45.2042317,2.37000000,2016,"Transit"
"HATS-18 b",173.9574203,-29.1560639,14.89676100,2016,"Transit"
"GJ 676 A e",262.5448903,-51.6377777,2.47000000,2012,"Radial Velocity"
"Kepler-48 c",299.1393094,40.9489390,2.71000000,2012,"Transit"
"Kepler-889 b",291.4674540,50.7595597,1.09000000,2016,"Transit"
"HR 2562 b",102.5042716,-60.2486775,12.44199000,2016,"Imaging"
"Kepler-1804 b",301.3428675,44.6721750,1.59615726,2021,"Transit"
"Kepler-1188 b",283.1038438,43.1480487,2.08000000,2016,"Transit"
"HD 21411 b",51.5474155,-30.6168403,9.52000000,2019,"Radial Velocity"
"Kepler-1281 b",295.3543571,48.5153932,1.64000000,2016,"Transit"
"Kepler-128 b",282.4922622,43.9802442,1.42100000,2013,"Transit"
"Kepler-1693 b",290.2015581,48.1857799,1.28938413,2020,"Transit"
"Kepler-104 b",287.6046621,42.1665104,3.10000000,2014,"Transit"
"Kepler-1849 b",285.2919300,41.2557275,2.38685349,2021,"Transit"
"Kepler-1036 b",295.1817093,49.9458172,3.01000000,2016,"Transit"
"Kepler-37 b",284.0592503,44.5183733,0.30980000,2013,"Transit"
"2MASS J22362452+4751425 b",339.1025931,47.8616830,12.30000000,2016,"Imaging"
"Kepler-1191 b",291.6577923,48.0092619,1.51000000,2016,"Transit"
"Kepler-511 c",282.9455384,47.5749181,4.20964327,2021,"Transit"
"XO-5 b",116.7163868,39.0944695,12.78000000,2008,"Transit"
"Kepler-1825 b",292.5140647,42.6517554,1.42200732,2021,"Transit"
"Kepler-1074 b",284.4766869,46.2526781,1.25000000,2016,"Transit"
"TIC 183374187 b",357.6160382,-41.4124228,14.03364384,2026,"Transit"
"GJ 1061 d",54.0032486,-44.5143104,1.16000000,2020,"Radial Velocity"
"Kepler-1987 d",295.8254663,42.9433716,2.66000000,2023,"Transit"
"Kepler-245 b",291.6389972,42.4363482,2.57000000,2014,"Transit"
"Kepler-131 c",288.5308924,40.9423730,0.84000000,2014,"Transit"
"Kepler-144 c",281.9156128,42.7755535,1.35000000,2014,"Transit"
"HD 93385 c",161.5627065,-41.4646040,2.56000000,2021,"Radial Velocity"
"Kepler-431 c",281.1123072,43.2277663,0.66800000,2015,"Transit"
"HD 106270 b",183.4049258,-9.5135645,12.40000000,2011,"Radial Velocity"
"TOI-5720 b",170.3135774,25.2732942,1.09000000,2024,"Transit"
"Kepler-203 d",297.0899590,41.3880686,1.44000000,2014,"Transit"
"Kepler-230 c",285.7185682,48.5058038,2.04000000,2014,"Transit"
"Kepler-1091 b",299.7854426,43.6707235,1.46000000,2016,"Transit"
"Kepler-1129 b",291.6044965,41.3093275,2.96000000,2016,"Transit"
"Kepler-472 b",296.5245187,39.2498503,3.22000000,2016,"Transit"
"Kepler-1275 b",293.5004955,44.9324455,1.48000000,2016,"Transit"
"Kepler-1690 b",288.1566649,41.8779417,2.81109223,2020,"Transit"
"HD 75898 c",133.4611999,33.0566885,12.60000000,2024,"Radial Velocity"
"K2-386 b",18.2999964,7.0130302,2.32000000,2022,"Transit"
"TOI-7510 c",273.7281880,-54.4340547,10.81000000,2025,"Transit"
"Kepler-718 b",299.5618676,43.5035173,16.56000000,2016,"Transit"
"Kepler-1342 b",297.0200549,43.4325382,1.66000000,2016,"Transit"
"WASP-174 b",195.7940145,-41.3848617,16.10730527,2018,"Transit"
"Kepler-1713 b",287.3456737,43.3783894,1.71673535,2021,"Transit"
"Kepler-1121 b",297.7865467,47.8861542,1.91000000,2016,"Transit"
"Kepler-197 c",295.2264739,50.5592348,1.23000000,2014,"Transit"
"TOI-1294 b",223.0926408,70.4765573,10.12369881,2024,"Transit"
"Kepler-1195 b",284.3510523,40.8529319,2.08000000,2016,"Transit"
"GJ 328 b",133.7819507,1.5420011,13.30000000,2013,"Radial Velocity"
"EPIC 212737443 c",204.2215065,-7.3180577,2.69000000,2019,"Transit"
"Kepler-1783 b",297.0210984,41.3771655,1.31946731,2021,"Transit"
"HD 50499 c",103.0080750,-33.9152670,13.20000000,2019,"Radial Velocity"
"Kepler-874 b",294.9568477,43.0142991,3.94000000,2016,"Transit"
"Kepler-235 b",286.0790779,39.2782370,2.23000000,2014,"Transit"
"HD 98219 b",169.4475218,-23.9754880,13.40000000,2011,"Radial Velocity"
"Kepler-625 b",292.1504723,39.6375254,1.99000000,2016,"Transit"
"Kepler-1178 b",288.4561183,45.8022258,1.07000000,2016,"Transit"
"K2-407 b",232.5552584,-23.0067371,1.28300000,2022,"Transit"
"KOI-351 b",284.4334642,49.3051239,1.31000000,2013,"Transit"
"WASP-151 b",349.0634651,0.3066895,13.30506009,2017,"Transit"
"K2-289 b",246.6429443,-15.7925384,9.10000000,2019,"Transit"
"GJ 1002 b",1.6764641,-7.5462123,1.03000000,2022,"Radial Velocity"
"Kepler-1143 c",287.3027720,39.2896399,3.60000000,2016,"Transit"
"TOI-261.02",15.2181412,-24.4239934,3.34822227,2021,"Transit"
"TOI-2587 A b",115.9317105,-1.0733330,12.07207221,2023,"Transit"
"Kepler-1154 b",297.4771158,39.8772345,2.34000000,2016,"Transit"
"Kepler-60 b",288.9612535,42.2650472,1.71000000,2012,"Transit"
"Kepler-85 c",290.9734395,45.2902761,1.97800000,2012,"Transit"
"HD 127195 b",217.8714193,-47.7292571,14.00000000,2026,"Radial Velocity"
"Kepler-1780 b",294.0839282,42.8095104,3.60600667,2021,"Transit"
"Kepler-1818 b",284.3284866,40.5688741,1.71360684,2021,"Transit"
"TOI-871 b",74.7376264,-50.6274153,1.66400000,2024,"Transit"
"GJ 251 c",103.7002499,33.2664632,1.80000000,2025,"Radial Velocity"
"Kepler-1518 c",300.3323404,44.9861065,2.90000000,2023,"Transit"
"Kepler-1718 b",292.2349191,42.9094618,2.56852070,2021,"Transit"
"TOI-4914 b",204.5426717,-28.1429206,12.87000000,2024,"Transit"
"USco1556 b",239.1037198,-25.6890476,12.30000000,2019,"Imaging"
"Kepler-109 c",290.3926795,40.2849074,2.65000000,2014,"Transit"
"Kepler-101 c",283.2555070,48.3552474,1.25000000,2014,"Transit"
"Kepler-1200 b",296.6034317,44.1292537,1.06000000,2016,"Transit"
"NY Vir b",204.7005847,-2.0303873,13.30000000,2011,"Eclipse Timing Variations"
"TOI-4137 b",77.6128790,70.3910790,13.57407563,2022,"Transit"
"Kepler-1630 b",297.5083004,43.7110543,2.19000000,2016,"Transit"
"Kepler-475 b",287.0516940,40.2114232,2.49000000,2016,"Transit"
"Kepler-1978 b",286.0067312,38.0095407,2.67000000,2023,"Transit"
"Kepler-1836 b",292.3150933,40.8387799,2.55303229,2021,"Transit"
"Kepler-887 c",290.0907893,39.8169085,1.13000000,2016,"Transit"
"Kepler-350 c",285.4195845,39.7061009,3.10000000,2013,"Transit"
"Kepler-816 b",293.3628165,39.2124394,10.24000000,2016,"Transit"
"HD 51608 b",103.7137102,-55.2600189,3.62000000,2019,"Radial Velocity"
"HD 125390 b",214.5387463,38.9669132,11.90000000,2019,"Radial Velocity"
"Kepler-1947 b",296.1040313,42.3425818,1.01016660,2021,"Transit"
"Kepler-81 d",293.6369437,42.8248275,1.21000000,2014,"Transit"
"Kepler-1827 b",292.2525301,40.7927895,1.85644292,2021,"Transit"
"TOI-1768.01",152.1027826,55.5399599,3.45300000,2024,"Transit"
"HIP 10090 c",32.4351198,-30.7470844,13.90000000,2026,"Radial Velocity"
"Kepler-855 b",295.0949565,43.5375650,8.35000000,2016,"Transit"
"TOI-205 b",7.9754636,-56.9650808,2.50121142,2026,"Transit"
"Kepler-1886 b",296.2645118,39.4059745,2.58158428,2021,"Transit"
"Kepler-279 c",287.3912950,42.1948220,4.30000000,2013,"Transit"
"K2-401 b",154.9876040,3.9548275,2.26200000,2022,"Transit"
"TOI-3807 b",139.1125648,69.0741284,18.49481816,2023,"Transit"
"Kepler-931 b",297.1326937,42.7682885,1.33000000,2016,"Transit"
"TOI-1759 b",326.8516615,62.7538164,3.14000000,2022,"Transit"
"Kepler-106 e",300.8640060,44.3375497,2.56000000,2014,"Transit"
"GSC 06214-00210 b",245.4776921,-20.7193398,20.17620000,2010,"Imaging"
"HD 89839 b",155.1688790,-53.6640291,12.80000000,2023,"Radial Velocity"
