trial_id,dataset,target_transition,comparison_transition,condition,condition_label,task,stimulus_path,candidate_cell_ids,target_cell_id,ground_truth,delta_color_limit,counterbalance_block
Hubei_M08_C4_integrated_deltaannulus_temporal_comparison,湖北,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/Hubei_M08_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,19.181641783146755,D
Hubei_M08_C4_integrated_deltaannulus_radial_center_periphery_pattern,湖北,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/Hubei_M08_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,19.181641783146755,D
Hubei_M10_C1_geographic_state_comparison_change_localization,湖北,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/Hubei_M10_C1_geographic_state_comparison.png,"[""CEG2000_f4_r0035_c0095"", ""CEG2000_f4_r0027_c0101"", ""CEG2000_f4_r0029_c0102"", ""CEG2000_f4_r0030_c0090""]",,CEG2000_f4_r0035_c0095,19.181641783146755,A
Hubei_M10_C1_geographic_state_comparison_increase_decrease,湖北,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/Hubei_M10_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",CEG2000_f4_r0028_c0087,increase,19.181641783146755,A
Hubei_M10_C1_geographic_state_comparison_magnitude_comparison,湖北,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/Hubei_M10_C1_geographic_state_comparison.png,"[""CEG2000_f4_r0034_c0096"", ""CEG2000_f4_r0035_c0095""]",,CEG2000_f4_r0035_c0095,19.181641783146755,A
Hubei_M10_C1_geographic_state_comparison_temporal_comparison,湖北,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/Hubei_M10_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,19.181641783146755,A
Hubei_M10_C1_geographic_state_comparison_radial_center_periphery_pattern,湖北,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/Hubei_M10_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,19.181641783146755,A
Hubei_M10_C2_geographic_direct_delta_change_localization,湖北,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/Hubei_M10_C2_geographic_direct_delta.png,"[""CEG2000_f4_r0035_c0095"", ""CEG2000_f4_r0027_c0101"", ""CEG2000_f4_r0029_c0102"", ""CEG2000_f4_r0030_c0090""]",,CEG2000_f4_r0035_c0095,19.181641783146755,B
Hubei_M10_C2_geographic_direct_delta_increase_decrease,湖北,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/Hubei_M10_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",CEG2000_f4_r0028_c0087,increase,19.181641783146755,B
Hubei_M10_C2_geographic_direct_delta_magnitude_comparison,湖北,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/Hubei_M10_C2_geographic_direct_delta.png,"[""CEG2000_f4_r0034_c0096"", ""CEG2000_f4_r0035_c0095""]",,CEG2000_f4_r0035_c0095,19.181641783146755,B
Hubei_M10_C2_geographic_direct_delta_temporal_comparison,湖北,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/Hubei_M10_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,19.181641783146755,B
Hubei_M10_C2_geographic_direct_delta_radial_center_periphery_pattern,湖北,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/Hubei_M10_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,19.181641783146755,B
Hubei_M10_C3_canonical_geoannulus_direct_delta_change_localization,湖北,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/Hubei_M10_C3_canonical_geoannulus_direct_delta.png,"[""CEG2000_f4_r0035_c0095"", ""CEG2000_f4_r0027_c0101"", ""CEG2000_f4_r0029_c0102"", ""CEG2000_f4_r0030_c0090""]",,CEG2000_f4_r0035_c0095,19.181641783146755,C
Hubei_M10_C3_canonical_geoannulus_direct_delta_increase_decrease,湖北,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/Hubei_M10_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",CEG2000_f4_r0028_c0087,increase,19.181641783146755,C
Hubei_M10_C3_canonical_geoannulus_direct_delta_magnitude_comparison,湖北,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/Hubei_M10_C3_canonical_geoannulus_direct_delta.png,"[""CEG2000_f4_r0034_c0096"", ""CEG2000_f4_r0035_c0095""]",,CEG2000_f4_r0035_c0095,19.181641783146755,C
Hubei_M10_C3_canonical_geoannulus_direct_delta_temporal_comparison,湖北,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/Hubei_M10_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,19.181641783146755,C
Hubei_M10_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,湖北,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/Hubei_M10_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,19.181641783146755,C
Hubei_M10_C4_integrated_deltaannulus_change_localization,湖北,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/Hubei_M10_C4_integrated_deltaannulus.png,"[""CEG2000_f4_r0035_c0095"", ""CEG2000_f4_r0027_c0101"", ""CEG2000_f4_r0029_c0102"", ""CEG2000_f4_r0030_c0090""]",,CEG2000_f4_r0035_c0095,19.181641783146755,D
Hubei_M10_C4_integrated_deltaannulus_increase_decrease,湖北,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/Hubei_M10_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",CEG2000_f4_r0028_c0087,increase,19.181641783146755,D
Hubei_M10_C4_integrated_deltaannulus_magnitude_comparison,湖北,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/Hubei_M10_C4_integrated_deltaannulus.png,"[""CEG2000_f4_r0034_c0096"", ""CEG2000_f4_r0035_c0095""]",,CEG2000_f4_r0035_c0095,19.181641783146755,D
Hubei_M10_C4_integrated_deltaannulus_temporal_comparison,湖北,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/Hubei_M10_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,19.181641783146755,D
Hubei_M10_C4_integrated_deltaannulus_radial_center_periphery_pattern,湖北,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/Hubei_M10_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,19.181641783146755,D
Hubei_M12_C1_geographic_state_comparison_change_localization,湖北,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/Hubei_M12_C1_geographic_state_comparison.png,"[""CEG2000_f4_r0034_c0093"", ""CEG2000_f4_r0031_c0092"", ""CEG2000_f4_r0035_c0094"", ""CEG2000_f4_r0030_c0102""]",,CEG2000_f4_r0030_c0102,19.181641783146755,A
Hubei_M12_C1_geographic_state_comparison_increase_decrease,湖北,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/Hubei_M12_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",CEG2000_f4_r0033_c0097,increase,19.181641783146755,A
Hubei_M12_C1_geographic_state_comparison_magnitude_comparison,湖北,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/Hubei_M12_C1_geographic_state_comparison.png,"[""CEG2000_f4_r0030_c0102"", ""CEG2000_f4_r0034_c0096""]",,CEG2000_f4_r0030_c0102,19.181641783146755,A
Hubei_M12_C1_geographic_state_comparison_temporal_comparison,湖北,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/Hubei_M12_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,target_transition,19.181641783146755,A
Hubei_M12_C1_geographic_state_comparison_radial_center_periphery_pattern,湖北,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/Hubei_M12_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,19.181641783146755,A
Hubei_M12_C2_geographic_direct_delta_change_localization,湖北,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/Hubei_M12_C2_geographic_direct_delta.png,"[""CEG2000_f4_r0034_c0093"", ""CEG2000_f4_r0031_c0092"", ""CEG2000_f4_r0035_c0094"", ""CEG2000_f4_r0030_c0102""]",,CEG2000_f4_r0030_c0102,19.181641783146755,B
Hubei_M12_C2_geographic_direct_delta_increase_decrease,湖北,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/Hubei_M12_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",CEG2000_f4_r0033_c0097,increase,19.181641783146755,B
Hubei_M12_C2_geographic_direct_delta_magnitude_comparison,湖北,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/Hubei_M12_C2_geographic_direct_delta.png,"[""CEG2000_f4_r0030_c0102"", ""CEG2000_f4_r0034_c0096""]",,CEG2000_f4_r0030_c0102,19.181641783146755,B
Hubei_M12_C2_geographic_direct_delta_temporal_comparison,湖北,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/Hubei_M12_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,19.181641783146755,B
Hubei_M12_C2_geographic_direct_delta_radial_center_periphery_pattern,湖北,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/Hubei_M12_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,19.181641783146755,B
Hubei_M12_C3_canonical_geoannulus_direct_delta_change_localization,湖北,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/Hubei_M12_C3_canonical_geoannulus_direct_delta.png,"[""CEG2000_f4_r0034_c0093"", ""CEG2000_f4_r0031_c0092"", ""CEG2000_f4_r0035_c0094"", ""CEG2000_f4_r0030_c0102""]",,CEG2000_f4_r0030_c0102,19.181641783146755,C
Hubei_M12_C3_canonical_geoannulus_direct_delta_increase_decrease,湖北,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/Hubei_M12_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",CEG2000_f4_r0033_c0097,increase,19.181641783146755,C
Hubei_M12_C3_canonical_geoannulus_direct_delta_magnitude_comparison,湖北,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/Hubei_M12_C3_canonical_geoannulus_direct_delta.png,"[""CEG2000_f4_r0030_c0102"", ""CEG2000_f4_r0034_c0096""]",,CEG2000_f4_r0030_c0102,19.181641783146755,C
Hubei_M12_C3_canonical_geoannulus_direct_delta_temporal_comparison,湖北,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/Hubei_M12_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,19.181641783146755,C
Hubei_M12_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,湖北,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/Hubei_M12_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,19.181641783146755,C
Hubei_M12_C4_integrated_deltaannulus_change_localization,湖北,M11-M12,M10-M11,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/Hubei_M12_C4_integrated_deltaannulus.png,"[""CEG2000_f4_r0034_c0093"", ""CEG2000_f4_r0031_c0092"", ""CEG2000_f4_r0035_c0094"", ""CEG2000_f4_r0030_c0102""]",,CEG2000_f4_r0030_c0102,19.181641783146755,D
Hubei_M12_C4_integrated_deltaannulus_increase_decrease,湖北,M11-M12,M10-M11,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/Hubei_M12_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",CEG2000_f4_r0033_c0097,increase,19.181641783146755,D
Hubei_M12_C4_integrated_deltaannulus_magnitude_comparison,湖北,M11-M12,M10-M11,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/Hubei_M12_C4_integrated_deltaannulus.png,"[""CEG2000_f4_r0030_c0102"", ""CEG2000_f4_r0034_c0096""]",,CEG2000_f4_r0030_c0102,19.181641783146755,D
Hubei_M12_C4_integrated_deltaannulus_temporal_comparison,湖北,M11-M12,M10-M11,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/Hubei_M12_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,target_transition,19.181641783146755,D
Hubei_M12_C4_integrated_deltaannulus_radial_center_periphery_pattern,湖北,M11-M12,M10-M11,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/Hubei_M12_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,19.181641783146755,D
NCEP_M02_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M02_C1_geographic_state_comparison.png,"[""NCEP2000_r008_c015"", ""NCEP2000_r007_c021"", ""NCEP2000_r015_c023"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,A
NCEP_M02_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M02_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r024_c005,increase,5.943693161010742,A
NCEP_M02_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M02_C1_geographic_state_comparison.png,"[""NCEP2000_r027_c005"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,A
NCEP_M02_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M02_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,A
NCEP_M02_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M02_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,A
NCEP_M02_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M02_C2_geographic_direct_delta.png,"[""NCEP2000_r008_c015"", ""NCEP2000_r007_c021"", ""NCEP2000_r015_c023"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,B
NCEP_M02_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M02_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r024_c005,increase,5.943693161010742,B
NCEP_M02_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M02_C2_geographic_direct_delta.png,"[""NCEP2000_r027_c005"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,B
NCEP_M02_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M02_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,B
NCEP_M02_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M02_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,B
NCEP_M02_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M02_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r008_c015"", ""NCEP2000_r007_c021"", ""NCEP2000_r015_c023"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,C
NCEP_M02_C3_canonical_geoannulus_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/NCEP_M02_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r024_c005,increase,5.943693161010742,C
NCEP_M02_C3_canonical_geoannulus_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/NCEP_M02_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r027_c005"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,C
NCEP_M02_C3_canonical_geoannulus_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/NCEP_M02_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,C
NCEP_M02_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M02_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,C
NCEP_M02_C4_integrated_deltaannulus_change_localization,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/NCEP_M02_C4_integrated_deltaannulus.png,"[""NCEP2000_r008_c015"", ""NCEP2000_r007_c021"", ""NCEP2000_r015_c023"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,D
NCEP_M02_C4_integrated_deltaannulus_increase_decrease,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/NCEP_M02_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",NCEP2000_r024_c005,increase,5.943693161010742,D
NCEP_M02_C4_integrated_deltaannulus_magnitude_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/NCEP_M02_C4_integrated_deltaannulus.png,"[""NCEP2000_r027_c005"", ""NCEP2000_r028_c006""]",,NCEP2000_r028_c006,5.943693161010742,D
NCEP_M02_C4_integrated_deltaannulus_temporal_comparison,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/NCEP_M02_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,D
NCEP_M02_C4_integrated_deltaannulus_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M01-M02,M01-M02,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/NCEP_M02_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,D
NCEP_M04_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M04_C1_geographic_state_comparison.png,"[""NCEP2000_r026_c020"", ""NCEP2000_r021_c009"", ""NCEP2000_r014_c016"", ""NCEP2000_r020_c026""]",,NCEP2000_r026_c020,5.943693161010742,A
NCEP_M04_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M04_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r005_c016,decrease,5.943693161010742,A
NCEP_M04_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M04_C1_geographic_state_comparison.png,"[""NCEP2000_r026_c015"", ""NCEP2000_r026_c020""]",,NCEP2000_r026_c020,5.943693161010742,A
NCEP_M04_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M04_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,A
NCEP_M04_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M04_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,A
NCEP_M04_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M04_C2_geographic_direct_delta.png,"[""NCEP2000_r026_c020"", ""NCEP2000_r021_c009"", ""NCEP2000_r014_c016"", ""NCEP2000_r020_c026""]",,NCEP2000_r026_c020,5.943693161010742,B
NCEP_M04_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M04_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r005_c016,decrease,5.943693161010742,B
NCEP_M04_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M04_C2_geographic_direct_delta.png,"[""NCEP2000_r026_c015"", ""NCEP2000_r026_c020""]",,NCEP2000_r026_c020,5.943693161010742,B
NCEP_M04_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M04_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,B
NCEP_M04_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M04_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,B
NCEP_M04_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M04_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r026_c020"", ""NCEP2000_r021_c009"", ""NCEP2000_r014_c016"", ""NCEP2000_r020_c026""]",,NCEP2000_r026_c020,5.943693161010742,C
NCEP_M04_C3_canonical_geoannulus_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/NCEP_M04_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r005_c016,decrease,5.943693161010742,C
NCEP_M04_C3_canonical_geoannulus_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/NCEP_M04_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r026_c015"", ""NCEP2000_r026_c020""]",,NCEP2000_r026_c020,5.943693161010742,C
NCEP_M04_C3_canonical_geoannulus_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/NCEP_M04_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,C
NCEP_M04_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M04_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,C
