trial_id,dataset,target_transition,comparison_transition,condition,condition_label,task,stimulus_path,candidate_cell_ids,target_cell_id,ground_truth,delta_color_limit,counterbalance_block
NCEP_M04_C4_integrated_deltaannulus_change_localization,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/NCEP_M04_C4_integrated_deltaannulus.png,"[""NCEP2000_r026_c020"", ""NCEP2000_r021_c009"", ""NCEP2000_r014_c016"", ""NCEP2000_r020_c026""]",,NCEP2000_r026_c020,5.943693161010742,D
NCEP_M04_C4_integrated_deltaannulus_increase_decrease,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/NCEP_M04_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",NCEP2000_r005_c016,decrease,5.943693161010742,D
NCEP_M04_C4_integrated_deltaannulus_magnitude_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/NCEP_M04_C4_integrated_deltaannulus.png,"[""NCEP2000_r026_c015"", ""NCEP2000_r026_c020""]",,NCEP2000_r026_c020,5.943693161010742,D
NCEP_M04_C4_integrated_deltaannulus_temporal_comparison,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/NCEP_M04_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,D
NCEP_M04_C4_integrated_deltaannulus_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M03-M04,M02-M03,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/NCEP_M04_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,D
NCEP_M06_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M06_C1_geographic_state_comparison.png,"[""NCEP2000_r022_c015"", ""NCEP2000_r024_c018"", ""NCEP2000_r027_c005"", ""NCEP2000_r024_c007""]",,NCEP2000_r027_c005,5.943693161010742,A
NCEP_M06_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M06_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r019_c012,decrease,5.943693161010742,A
NCEP_M06_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M06_C1_geographic_state_comparison.png,"[""NCEP2000_r028_c005"", ""NCEP2000_r027_c005""]",,NCEP2000_r027_c005,5.943693161010742,A
NCEP_M06_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M06_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,A
NCEP_M06_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M06_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,A
NCEP_M06_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M06_C2_geographic_direct_delta.png,"[""NCEP2000_r022_c015"", ""NCEP2000_r024_c018"", ""NCEP2000_r027_c005"", ""NCEP2000_r024_c007""]",,NCEP2000_r027_c005,5.943693161010742,B
NCEP_M06_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M06_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r019_c012,decrease,5.943693161010742,B
NCEP_M06_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M06_C2_geographic_direct_delta.png,"[""NCEP2000_r028_c005"", ""NCEP2000_r027_c005""]",,NCEP2000_r027_c005,5.943693161010742,B
NCEP_M06_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M06_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,B
NCEP_M06_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M06_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,B
NCEP_M06_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M06_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r022_c015"", ""NCEP2000_r024_c018"", ""NCEP2000_r027_c005"", ""NCEP2000_r024_c007""]",,NCEP2000_r027_c005,5.943693161010742,C
NCEP_M06_C3_canonical_geoannulus_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/NCEP_M06_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r019_c012,decrease,5.943693161010742,C
NCEP_M06_C3_canonical_geoannulus_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/NCEP_M06_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r028_c005"", ""NCEP2000_r027_c005""]",,NCEP2000_r027_c005,5.943693161010742,C
NCEP_M06_C3_canonical_geoannulus_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/NCEP_M06_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,C
NCEP_M06_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M06_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,C
NCEP_M06_C4_integrated_deltaannulus_change_localization,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/NCEP_M06_C4_integrated_deltaannulus.png,"[""NCEP2000_r022_c015"", ""NCEP2000_r024_c018"", ""NCEP2000_r027_c005"", ""NCEP2000_r024_c007""]",,NCEP2000_r027_c005,5.943693161010742,D
NCEP_M06_C4_integrated_deltaannulus_increase_decrease,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/NCEP_M06_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",NCEP2000_r019_c012,decrease,5.943693161010742,D
NCEP_M06_C4_integrated_deltaannulus_magnitude_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/NCEP_M06_C4_integrated_deltaannulus.png,"[""NCEP2000_r028_c005"", ""NCEP2000_r027_c005""]",,NCEP2000_r027_c005,5.943693161010742,D
NCEP_M06_C4_integrated_deltaannulus_temporal_comparison,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/NCEP_M06_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,D
NCEP_M06_C4_integrated_deltaannulus_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M05-M06,M04-M05,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/NCEP_M06_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,D
NCEP_M08_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M08_C1_geographic_state_comparison.png,"[""NCEP2000_r005_c018"", ""NCEP2000_r025_c006"", ""NCEP2000_r023_c009"", ""NCEP2000_r010_c024""]",,NCEP2000_r005_c018,5.943693161010742,A
NCEP_M08_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M08_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r022_c003,decrease,5.943693161010742,A
NCEP_M08_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M08_C1_geographic_state_comparison.png,"[""NCEP2000_r004_c018"", ""NCEP2000_r005_c018""]",,NCEP2000_r005_c018,5.943693161010742,A
NCEP_M08_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M08_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,A
NCEP_M08_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M08_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,5.943693161010742,A
NCEP_M08_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M08_C2_geographic_direct_delta.png,"[""NCEP2000_r005_c018"", ""NCEP2000_r025_c006"", ""NCEP2000_r023_c009"", ""NCEP2000_r010_c024""]",,NCEP2000_r005_c018,5.943693161010742,B
NCEP_M08_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M08_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r022_c003,decrease,5.943693161010742,B
NCEP_M08_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M08_C2_geographic_direct_delta.png,"[""NCEP2000_r004_c018"", ""NCEP2000_r005_c018""]",,NCEP2000_r005_c018,5.943693161010742,B
NCEP_M08_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M08_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,B
NCEP_M08_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M08_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,5.943693161010742,B
NCEP_M08_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M08_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r005_c018"", ""NCEP2000_r025_c006"", ""NCEP2000_r023_c009"", ""NCEP2000_r010_c024""]",,NCEP2000_r005_c018,5.943693161010742,C
NCEP_M08_C3_canonical_geoannulus_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/NCEP_M08_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r022_c003,decrease,5.943693161010742,C
NCEP_M08_C3_canonical_geoannulus_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/NCEP_M08_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r004_c018"", ""NCEP2000_r005_c018""]",,NCEP2000_r005_c018,5.943693161010742,C
NCEP_M08_C3_canonical_geoannulus_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/NCEP_M08_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,C
NCEP_M08_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M08_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,5.943693161010742,C
NCEP_M08_C4_integrated_deltaannulus_change_localization,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/NCEP_M08_C4_integrated_deltaannulus.png,"[""NCEP2000_r005_c018"", ""NCEP2000_r025_c006"", ""NCEP2000_r023_c009"", ""NCEP2000_r010_c024""]",,NCEP2000_r005_c018,5.943693161010742,D
NCEP_M08_C4_integrated_deltaannulus_increase_decrease,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/NCEP_M08_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",NCEP2000_r022_c003,decrease,5.943693161010742,D
NCEP_M08_C4_integrated_deltaannulus_magnitude_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/NCEP_M08_C4_integrated_deltaannulus.png,"[""NCEP2000_r004_c018"", ""NCEP2000_r005_c018""]",,NCEP2000_r005_c018,5.943693161010742,D
NCEP_M08_C4_integrated_deltaannulus_temporal_comparison,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/NCEP_M08_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,D
NCEP_M08_C4_integrated_deltaannulus_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M07-M08,M06-M07,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/NCEP_M08_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,inner_dominant,5.943693161010742,D
NCEP_M10_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M10_C1_geographic_state_comparison.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r021_c013"", ""NCEP2000_r023_c005"", ""NCEP2000_r019_c020""]",,NCEP2000_r027_c008,5.943693161010742,A
NCEP_M10_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M10_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r022_c015,decrease,5.943693161010742,A
NCEP_M10_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M10_C1_geographic_state_comparison.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r027_c009""]",,NCEP2000_r027_c008,5.943693161010742,A
NCEP_M10_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M10_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,A
NCEP_M10_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M10_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,A
NCEP_M10_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M10_C2_geographic_direct_delta.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r021_c013"", ""NCEP2000_r023_c005"", ""NCEP2000_r019_c020""]",,NCEP2000_r027_c008,5.943693161010742,B
NCEP_M10_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M10_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r022_c015,decrease,5.943693161010742,B
NCEP_M10_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M10_C2_geographic_direct_delta.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r027_c009""]",,NCEP2000_r027_c008,5.943693161010742,B
NCEP_M10_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M10_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,B
NCEP_M10_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M10_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,B
NCEP_M10_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M10_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r021_c013"", ""NCEP2000_r023_c005"", ""NCEP2000_r019_c020""]",,NCEP2000_r027_c008,5.943693161010742,C
NCEP_M10_C3_canonical_geoannulus_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,increase_decrease,stimuli/NCEP_M10_C3_canonical_geoannulus_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r022_c015,decrease,5.943693161010742,C
NCEP_M10_C3_canonical_geoannulus_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,magnitude_comparison,stimuli/NCEP_M10_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r027_c009""]",,NCEP2000_r027_c008,5.943693161010742,C
NCEP_M10_C3_canonical_geoannulus_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,temporal_comparison,stimuli/NCEP_M10_C3_canonical_geoannulus_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,C
NCEP_M10_C3_canonical_geoannulus_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M10_C3_canonical_geoannulus_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,C
NCEP_M10_C4_integrated_deltaannulus_change_localization,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,change_localization,stimuli/NCEP_M10_C4_integrated_deltaannulus.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r021_c013"", ""NCEP2000_r023_c005"", ""NCEP2000_r019_c020""]",,NCEP2000_r027_c008,5.943693161010742,D
NCEP_M10_C4_integrated_deltaannulus_increase_decrease,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,increase_decrease,stimuli/NCEP_M10_C4_integrated_deltaannulus.png,"[""increase"", ""decrease""]",NCEP2000_r022_c015,decrease,5.943693161010742,D
NCEP_M10_C4_integrated_deltaannulus_magnitude_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,magnitude_comparison,stimuli/NCEP_M10_C4_integrated_deltaannulus.png,"[""NCEP2000_r027_c008"", ""NCEP2000_r027_c009""]",,NCEP2000_r027_c008,5.943693161010742,D
NCEP_M10_C4_integrated_deltaannulus_temporal_comparison,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,temporal_comparison,stimuli/NCEP_M10_C4_integrated_deltaannulus.png,"[""comparison_transition"", ""target_transition""]",,target_transition,5.943693161010742,D
NCEP_M10_C4_integrated_deltaannulus_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M09-M10,M08-M09,C4_integrated_deltaannulus,Integrated DeltaAnnulus,radial_center_periphery_pattern,stimuli/NCEP_M10_C4_integrated_deltaannulus.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,D
NCEP_M12_C1_geographic_state_comparison_change_localization,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,change_localization,stimuli/NCEP_M12_C1_geographic_state_comparison.png,"[""NCEP2000_r011_c020"", ""NCEP2000_r009_c016"", ""NCEP2000_r027_c015"", ""NCEP2000_r018_c011""]",,NCEP2000_r009_c016,5.943693161010742,A
NCEP_M12_C1_geographic_state_comparison_increase_decrease,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,increase_decrease,stimuli/NCEP_M12_C1_geographic_state_comparison.png,"[""increase"", ""decrease""]",NCEP2000_r027_c015,decrease,5.943693161010742,A
NCEP_M12_C1_geographic_state_comparison_magnitude_comparison,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,magnitude_comparison,stimuli/NCEP_M12_C1_geographic_state_comparison.png,"[""NCEP2000_r009_c016"", ""NCEP2000_r022_c020""]",,NCEP2000_r009_c016,5.943693161010742,A
NCEP_M12_C1_geographic_state_comparison_temporal_comparison,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,temporal_comparison,stimuli/NCEP_M12_C1_geographic_state_comparison.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,A
NCEP_M12_C1_geographic_state_comparison_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C1_geographic_state_comparison,Geographic State Comparison,radial_center_periphery_pattern,stimuli/NCEP_M12_C1_geographic_state_comparison.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,A
NCEP_M12_C2_geographic_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,change_localization,stimuli/NCEP_M12_C2_geographic_direct_delta.png,"[""NCEP2000_r011_c020"", ""NCEP2000_r009_c016"", ""NCEP2000_r027_c015"", ""NCEP2000_r018_c011""]",,NCEP2000_r009_c016,5.943693161010742,B
NCEP_M12_C2_geographic_direct_delta_increase_decrease,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,increase_decrease,stimuli/NCEP_M12_C2_geographic_direct_delta.png,"[""increase"", ""decrease""]",NCEP2000_r027_c015,decrease,5.943693161010742,B
NCEP_M12_C2_geographic_direct_delta_magnitude_comparison,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,magnitude_comparison,stimuli/NCEP_M12_C2_geographic_direct_delta.png,"[""NCEP2000_r009_c016"", ""NCEP2000_r022_c020""]",,NCEP2000_r009_c016,5.943693161010742,B
NCEP_M12_C2_geographic_direct_delta_temporal_comparison,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,temporal_comparison,stimuli/NCEP_M12_C2_geographic_direct_delta.png,"[""comparison_transition"", ""target_transition""]",,comparison_transition,5.943693161010742,B
NCEP_M12_C2_geographic_direct_delta_radial_center_periphery_pattern,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C2_geographic_direct_delta,Geographic Direct Delta,radial_center_periphery_pattern,stimuli/NCEP_M12_C2_geographic_direct_delta.png,"[""inner_dominant"", ""outer_dominant"", ""balanced""]",,outer_dominant,5.943693161010742,B
NCEP_M12_C3_canonical_geoannulus_direct_delta_change_localization,NCEP-AirTemp-Africa-2000,M11-M12,M10-M11,C3_canonical_geoannulus_direct_delta,Canonical GeoAnnulus Direct Delta,change_localization,stimuli/NCEP_M12_C3_canonical_geoannulus_direct_delta.png,"[""NCEP2000_r011_c020"", ""NCEP2000_r009_c016"", ""NCEP2000_r027_c015"", ""NCEP2000_r018_c011""]",,NCEP2000_r009_c016,5.943693161010742,C
