cell_id,region_id,block_row,block_col,longitude,latitude,theta,rho,original_area_km2,annual_mean_pm25,fine_point_count,month_01_pm25,month_02_pm25,month_03_pm25,month_04_pm25,month_05_pm25,month_06_pm25,month_07_pm25,month_08_pm25,month_09_pm25,month_10_pm25,month_11_pm25,month_12_pm25,reference_degree,is_topological_boundary,is_geographic_boundary,polygon_wkt
CEG2000_f4_r0027_c0088,湖北,27,88,109.06999760000001,29.410000000000004,-2.6485420725885374,0.9707946439664888,1725.1725524529875,36.75643969747215,5,54.18718672665075,43.33070530127822,48.455008919349176,37.76233244985767,35.92621301803976,26.330869445751034,25.94944739524736,24.19778284603599,29.26620519771078,28.807947057120444,35.904962255882864,50.80981387825552,2,True,True,"POLYGON ((108.8 29.100002, 109.199994 29.100002, 109.199994 29.5, 108.8 29.5, 108.8 29.100002))"
CEG2000_f4_r0027_c0089,湖北,27,89,109.28333533333334,29.33333366666666,-2.6059693292941857,0.9635533921762136,1725.1984304293785,38.74349790263759,6,56.21546472331705,44.237765593006955,50.98988316428412,38.913674256742986,37.79475807620803,26.96100104350489,26.361260662056022,25.17610798541318,30.70083044277931,32.14531534049259,38.28934584583865,56.84235464507358,2,True,True,"POLYGON ((109.2 29.100002, 109.6 29.100002, 109.6 29.5, 109.2 29.5, 109.2 29.100002))"
CEG2000_f4_r0027_c0100,湖北,27,100,113.850002,29.3000005,-1.169735684656772,0.8993981436475194,1725.224308405831,39.18111597371276,12,48.21627421017851,41.099195419980546,51.71955827678229,43.35352357835798,44.66081170727485,29.18981158121113,28.934934411273115,27.918229526254756,33.67217244541398,32.38985831382327,35.57311250957557,53.08785535320907,2,True,True,"POLYGON ((113.59999400000001 29.100002, 114 29.100002, 114 29.5, 113.59999400000001 29.5, 113.59999400000001 29.100002))"
CEG2000_f4_r0027_c0101,湖北,27,101,114.16249925,29.387500000000003,-1.0348203913336926,0.9614779465161989,1725.224308405831,37.56113242397917,8,47.54139322619012,40.27765831812694,51.52610226027411,40.36368505168719,42.60703931527959,27.654597294779066,27.170685650109444,26.676469627530096,32.54279181504838,31.39714785601484,32.839445916562035,49.76847734229197,3,True,True,"POLYGON ((114 29.100002, 114.40000599999999 29.100002, 114.40000599999999 29.5, 114 29.5, 114 29.100002))"
CEG2000_f4_r0027_c0102,湖北,27,102,114.5999985,29.45,-0.8769035145757559,0.963485433121635,1725.1984304293785,35.719948891987606,4,46.35693710198357,39.26872556467354,49.921686355484255,38.587834717475,39.77289927160176,26.480804933069976,25.780004633881912,26.393917093825657,30.801785573272912,29.557304490152102,29.93296710456746,45.46262148017946,2,True,True,"POLYGON ((114.4 29.100002, 114.8 29.100002, 114.8 29.5, 114.4 29.5, 114.4 29.100002))"
CEG2000_f4_r0028_c0087,湖北,28,87,108.67500000000001,29.825000000000003,-2.7845818235576774,0.9936413949800194,1718.406186522337,36.47785050005993,4,57.23027681703387,45.23126514333808,49.73172239102852,36.92137707356254,35.69781521030923,26.077536858862516,25.401946260746428,21.58118200963382,26.27940714908776,27.967593696089,35.654231640618264,49.847851105520384,2,True,True,"POLYGON ((108.4 29.5, 108.8 29.5, 108.8 29.900000000000002, 108.4 29.900000000000002, 108.4 29.5))"
CEG2000_f4_r0028_c0088,湖北,28,88,108.9999985,29.7000005,-2.726069270400376,0.9469818161908722,1718.3804104296044,37.07306157039988,16,56.85549316556471,43.96630770759725,51.42854689089599,37.23868094664953,36.226540403164975,26.939521242231578,25.748493822112422,23.1812377227345,27.759222322158838,29.16521182044762,35.87786618280553,50.273795221230486,4,False,True,"POLYGON ((108.8 29.5, 109.199994 29.5, 109.199994 29.900000000000002, 108.8 29.900000000000002, 108.8 29.5))"
CEG2000_f4_r0028_c0089,湖北,28,89,109.39000159999999,29.71000053333334,-2.688668118106409,0.8703947763861216,1718.406186522337,36.69909445610294,15,53.58495992252483,43.56775201619225,53.21554349000489,37.04486829603224,36.42184793916357,26.383275272375336,25.155048932346144,24.090355741649173,27.88009438522251,28.288383924861364,35.629866121371315,48.92968715312925,4,False,True,"POLYGON ((109.2 29.5, 109.6 29.5, 109.6 29.900000000000002, 109.2 29.900000000000002, 109.2 29.5))"
CEG2000_f4_r0028_c0090,湖北,28,90,109.78333266666668,29.783333555555558,-2.6617722306623435,0.7850131758645893,1718.431962615131,34.03352620924406,9,48.48233030277012,42.43784506838113,48.76512306501872,35.328165874987455,33.933711027551425,26.756460824618557,24.510717231503723,23.785319493872613,26.764023610811257,25.097746657982363,31.857193777473704,40.728205865286306,3,True,True,"POLYGON ((109.59999400000001 29.5, 110 29.5, 110 29.900000000000002, 109.59999400000001 29.900000000000002, 109.59999400000001 29.5))"
CEG2000_f4_r0028_c0091,湖北,28,91,110.2,29.8,-2.6063555683438255,0.7204016902844429,1718.431962615131,34.35733452777713,8,47.77839923614453,42.799483916920636,47.19324508256498,35.958814029633636,35.43992916814325,27.28990209968001,24.585225499551804,24.670214275810203,27.393478788388503,25.48078764572567,32.99750360572548,40.80085870086282,3,True,True,"POLYGON ((110 29.5, 110.40000599999999 29.5, 110.40000599999999 29.900000000000002, 110 29.900000000000002, 110 29.5))"
