cell_id,region_id,block_row,block_col,longitude,latitude,theta,rho,original_area_km2,annual_mean_pm25,fine_point_count,month_01_pm25,month_02_pm25,month_03_pm25,month_04_pm25,month_05_pm25,month_06_pm25,month_07_pm25,month_08_pm25,month_09_pm25,month_10_pm25,month_11_pm25,month_12_pm25,polygon_wkt
CEG2000_f4_r0022_c0115,浙江,22,115,119.8700024,27.410000000000004,-1.7175235985550035,0.9431637083166222,1757.9613229280003,26.269466093180053,5,34.49906046290326,33.45163186006287,33.37551795372181,29.868027790333702,30.818856841744,18.56515249875264,19.373849873125284,17.41675893882054,22.008421176471376,24.530752467667117,24.858036356822495,26.61546576816865,"POLYGON ((119.59999400000001 27.100002, 120 27.100002, 120 27.5, 119.59999400000001 27.5, 119.59999400000001 27.100002))"
CEG2000_f4_r0022_c0116,浙江,22,116,120.250002,27.399999999999995,-1.5240425645133664,0.9990473059401506,1757.9613229280003,28.210203169948315,6,35.65066536744061,33.66035030211779,36.03304304870627,33.62480660771014,32.076243191262904,20.556217949051682,21.232340080243716,18.587557550323464,23.956240469001276,26.25225872238331,26.76937941177544,30.219016823946497,"POLYGON ((120 27.100002, 120.40000599999999 27.100002, 120.40000599999999 27.5, 120 27.5, 120 27.100002))"
CEG2000_f4_r0023_c0113,浙江,23,113,119.02142771428574,27.71428614285715,-2.187969531198636,0.8960228127818458,1751.5139788721547,27.399156907275277,14,34.80807080409713,40.05861477425098,34.24440677725221,28.70914346558536,30.641653057974136,18.8011382112084,21.264961068891147,19.38154795290957,24.38438486805454,24.74748127900018,25.00188363562045,27.153656291985666,"POLYGON ((118.800006 27.5, 119.199994 27.5, 119.199994 27.900000000000002, 118.800006 27.900000000000002, 118.800006 27.5))"
CEG2000_f4_r0023_c0114,浙江,23,114,119.38571599999999,27.72142914285715,-2.022141198529685,0.8257020249259662,1751.5665258678603,26.186210144889593,14,34.317129772394075,36.886428154293434,32.78335283231846,28.767953566813745,29.291951066509757,18.29740043679829,19.295582494280254,18.59439518804456,22.325707962681733,23.76870597259888,24.04466307300489,26.186777685987018,"POLYGON ((119.2 27.5, 119.6 27.5, 119.6 27.900000000000002, 119.2 27.900000000000002, 119.2 27.5))"
CEG2000_f4_r0023_c0115,浙江,23,115,119.8100004,27.71000053333334,-1.7842112646426138,0.8281169452320889,1751.5927993657442,26.639111473692765,15,34.66381481797161,36.40792156856273,33.09715139828714,29.768508421364157,30.63917401462949,18.45508270098919,19.549413471858266,18.133888453608087,22.55259469660792,24.724953462667735,25.0211382872726,26.938873758275047,"POLYGON ((119.59999400000001 27.5, 120 27.5, 120 27.900000000000002, 119.59999400000001 27.900000000000002, 119.59999400000001 27.5))"
CEG2000_f4_r0023_c0116,浙江,23,116,120.2,27.7000005,-1.544984728026419,0.8317991964609662,1751.5927993657442,28.31611182815323,16,36.203656800051846,34.86683092402289,35.070304345787335,33.06844386220177,32.09665039538586,20.186008815199628,21.18941230432874,19.106645025230584,23.86521834833365,26.639800934474742,27.198773335961004,30.435643144951772,"POLYGON ((120 27.5, 120.40000599999999 27.5, 120.40000599999999 27.900000000000002, 120 27.900000000000002, 120 27.5))"
CEG2000_f4_r0023_c0117,浙江,23,117,120.5,27.7000005,-1.3626533375872407,0.6907919436684312,1751.5665258678603,32.55571840099031,8,40.0002820985321,36.685617075174314,41.3055120451078,40.875347198248654,35.05160495596421,24.210312821474403,24.21243981852609,21.210929286138956,27.153205138177515,29.218074896874,31.91191297377099,38.90395353215531,"POLYGON ((120.4 27.5, 120.8 27.5, 120.8 27.900000000000002, 120.4 27.900000000000002, 120.4 27.5))"
CEG2000_f4_r0024_c0113,浙江,24,113,119.0,28.1000005,-2.355249645461009,0.8404224769444602,1745.0515703138701,27.22430247530734,16,35.33051723648981,34.06866604449513,32.63148287668576,28.55594403181016,31.670145869256398,19.7014960375835,21.706927294249013,20.206795358263907,24.985046423322487,24.512762481270652,25.01014451084743,28.40989986975932,"POLYGON ((118.800006 27.9, 119.199994 27.9, 119.199994 28.3, 118.800006 28.3, 118.800006 27.9))"
CEG2000_f4_r0024_c0114,浙江,24,114,119.4000015,28.1000005,-2.1495618737293425,0.614757090677548,1745.1039234315028,27.587386626075546,16,35.26003899735246,35.384847925825106,33.31491379092673,30.483024408502168,32.13869479592717,19.90256698925879,21.22777934041334,20.24302393837127,24.67606479925441,24.693846923152073,25.134553444322346,28.764819183359872,"POLYGON ((119.2 27.9, 119.6 27.9, 119.6 28.3, 119.2 28.3, 119.2 27.9))"
CEG2000_f4_r0024_c0115,浙江,24,115,119.8,28.1000005,-1.8702169672033924,0.6889732716100043,1745.1300999903503,28.068620359047166,16,35.57631965981332,35.89431839706973,33.988149315978674,31.880901032296794,32.64484713769298,19.869912067026103,20.960259720809677,20.102977672019843,24.46686574019723,25.84172399042713,25.851083278637407,29.921753288791113,"POLYGON ((119.59999400000001 27.9, 120 27.9, 120 28.3, 119.59999400000001 28.3, 119.59999400000001 27.9))"
