region,variant,view,cell_count,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2,np3,local_direction_error_deg,angular_error_deg,radial_spearman,area_cv,overlap_ratio,gap_ratio,invalid_polygon_count
广西,Full,disk,142,0.5440414507772021,0.8467741935483871,0.662460567823344,248.0,386.0,210.0,38.0,176.0,0.5296883184476392,0.5451308041700504,26.698625194845885,1.7527720541753555,0.9827364723978449,0.48848962292275366,1.4135956276327557e-16,3.8308441508847684e-14,0.0
广西,Full,annulus,142,0.5300859598853869,0.7459677419354839,0.6197654941373534,248.0,349.0,185.0,63.0,164.0,0.5274108739606056,0.5789016793502716,26.641620661714306,1.6460146099000885,0.9794086644551134,0.5045428057691891,9.183963277239842e-16,6.182473660615289e-08,0.0
广西,No topology optimization,disk,142,0.5466321243523317,0.8508064516129032,0.6656151419558362,248.0,386.0,211.0,37.0,175.0,0.5321081179080422,0.5509400424720332,26.10449039403023,1.9244614220839071,0.9817431594476845,0.4522992312250353,0.0,5.0748083032015935e-14,0.0
广西,No topology optimization,annulus,142,0.52,0.7338709677419355,0.6086956521739131,248.0,350.0,182.0,66.0,168.0,0.5310958970527414,0.5794885371630669,25.888950520613033,1.5391543911274204,0.9757413698078968,0.41980710000210786,5.510377966343905e-16,5.654915125297326e-08,0.0
广西,No angular constraint,disk,142,0.5440414507772021,0.8467741935483871,0.662460567823344,248.0,386.0,210.0,38.0,176.0,0.5296883184476392,0.5451308041700504,26.698625194845885,1.7527720541753555,0.9827364723978449,0.48848962292275366,1.4135956276327557e-16,3.8308441508847684e-14,0.0
广西,No angular constraint,annulus,142,0.5300859598853869,0.7459677419354839,0.6197654941373534,248.0,349.0,185.0,63.0,164.0,0.5274108739606056,0.5789016793502716,26.641620661714306,1.6460146099000885,0.9794086644551134,0.5045428057691891,9.183963277239842e-16,6.182473660615289e-08,0.0
广西,No radial constraint,disk,142,0.23857868020304568,0.3790322580645161,0.29283489096573206,248.0,394.0,94.0,154.0,300.0,0.30206983488859684,0.3910202762999393,67.37813126049625,2.6316511754534746,0.13536089322724024,0.33723657620824476,0.0,3.7884362820557856e-14,0.0
广西,No radial constraint,annulus,142,0.29775280898876405,0.4274193548387097,0.35099337748344367,248.0,356.0,106.0,142.0,250.0,0.33617536371019163,0.4577429331440632,59.18247333898611,1.9627112056380436,0.10049435131844482,0.42705099891592335,1.8367926554479685e-16,6.282732287627713e-08,0.0
广西,No area balancing,disk,142,0.5440414507772021,0.8467741935483871,0.662460567823344,248.0,386.0,210.0,38.0,176.0,0.5296883184476392,0.5451308041700504,26.698625194845885,1.7527720541753555,0.9827364723978449,0.48848962292275366,1.4135956276327557e-16,3.8308441508847684e-14,0.0
广西,No area balancing,annulus,142,0.5057142857142857,0.7137096774193549,0.5919732441471572,248.0,350.0,177.0,71.0,173.0,0.5075139564945526,0.5654743317208663,26.529603251787535,1.4932705820428953,0.9794966795266468,0.5582403259662515,1.4694341243583748e-15,6.753026938383577e-08,0.0
广西,No warp,disk,142,0.5440414507772021,0.8467741935483871,0.662460567823344,248.0,386.0,210.0,38.0,176.0,0.5296883184476392,0.5451308041700504,26.87146285398309,1.7661418007572078,0.9824640447954803,0.4862546214589488,0.0,1.1308765021062046e-15,0.0
