source,target,status
CEG2000_f4_r0014_c0099,CEG2000_f4_r0015_c0098,new
CEG2000_f4_r0014_c0099,CEG2000_f4_r0015_c0099,preserved
CEG2000_f4_r0014_c0099,CEG2000_f4_r0015_c0100,new
CEG2000_f4_r0014_c0100,CEG2000_f4_r0014_c0101,preserved
CEG2000_f4_r0014_c0100,CEG2000_f4_r0015_c0100,preserved
CEG2000_f4_r0014_c0101,CEG2000_f4_r0014_c0102,preserved
CEG2000_f4_r0014_c0101,CEG2000_f4_r0015_c0101,preserved
CEG2000_f4_r0014_c0101,CEG2000_f4_r0015_c0102,new
CEG2000_f4_r0014_c0102,CEG2000_f4_r0014_c0103,preserved
CEG2000_f4_r0014_c0102,CEG2000_f4_r0015_c0101,new
CEG2000_f4_r0014_c0102,CEG2000_f4_r0015_c0102,preserved
CEG2000_f4_r0014_c0103,CEG2000_f4_r0014_c0104,preserved
CEG2000_f4_r0014_c0103,CEG2000_f4_r0015_c0103,preserved
CEG2000_f4_r0014_c0103,CEG2000_f4_r0015_c0104,new
CEG2000_f4_r0014_c0104,CEG2000_f4_r0014_c0105,preserved
CEG2000_f4_r0014_c0104,CEG2000_f4_r0015_c0104,preserved
CEG2000_f4_r0014_c0104,CEG2000_f4_r0015_c0105,new
CEG2000_f4_r0014_c0105,CEG2000_f4_r0014_c0106,preserved
CEG2000_f4_r0014_c0105,CEG2000_f4_r0015_c0105,preserved
CEG2000_f4_r0014_c0106,CEG2000_f4_r0014_c0107,preserved
CEG2000_f4_r0014_c0106,CEG2000_f4_r0015_c0106,preserved
CEG2000_f4_r0014_c0107,CEG2000_f4_r0014_c0108,preserved
CEG2000_f4_r0014_c0107,CEG2000_f4_r0015_c0107,preserved
CEG2000_f4_r0015_c0096,CEG2000_f4_r0015_c0097,preserved
CEG2000_f4_r0015_c0096,CEG2000_f4_r0016_c0096,preserved
CEG2000_f4_r0015_c0097,CEG2000_f4_r0015_c0098,preserved
CEG2000_f4_r0015_c0097,CEG2000_f4_r0016_c0096,new
CEG2000_f4_r0015_c0097,CEG2000_f4_r0016_c0097,preserved
CEG2000_f4_r0015_c0098,CEG2000_f4_r0015_c0099,preserved
CEG2000_f4_r0015_c0098,CEG2000_f4_r0016_c0098,preserved
CEG2000_f4_r0015_c0099,CEG2000_f4_r0015_c0100,preserved
CEG2000_f4_r0015_c0099,CEG2000_f4_r0016_c0098,new
CEG2000_f4_r0015_c0099,CEG2000_f4_r0016_c0099,preserved
CEG2000_f4_r0015_c0100,CEG2000_f4_r0015_c0101,preserved
CEG2000_f4_r0015_c0100,CEG2000_f4_r0016_c0099,new
CEG2000_f4_r0015_c0100,CEG2000_f4_r0016_c0100,preserved
CEG2000_f4_r0015_c0101,CEG2000_f4_r0015_c0102,preserved
CEG2000_f4_r0015_c0101,CEG2000_f4_r0016_c0101,preserved
CEG2000_f4_r0015_c0102,CEG2000_f4_r0015_c0103,preserved
CEG2000_f4_r0015_c0102,CEG2000_f4_r0016_c0101,new
CEG2000_f4_r0015_c0103,CEG2000_f4_r0015_c0104,preserved
CEG2000_f4_r0015_c0104,CEG2000_f4_r0015_c0105,preserved
CEG2000_f4_r0015_c0104,CEG2000_f4_r0016_c0105,new
CEG2000_f4_r0015_c0105,CEG2000_f4_r0015_c0106,preserved
CEG2000_f4_r0015_c0105,CEG2000_f4_r0016_c0105,preserved
CEG2000_f4_r0015_c0105,CEG2000_f4_r0016_c0106,new
CEG2000_f4_r0015_c0106,CEG2000_f4_r0015_c0107,preserved
CEG2000_f4_r0015_c0106,CEG2000_f4_r0016_c0106,preserved
CEG2000_f4_r0016_c0096,CEG2000_f4_r0016_c0097,preserved
