dataset,method,view,node_group,node_count,mean_reference_degree,mean_display_degree,degree_absolute_error,node_adj_precision,node_adj_recall,node_adj_f1,node_neighbor_jaccard,node_angular_error_deg,node_radial_rank_error,node_direction_error_deg,node_neighbor_order_accuracy
湖北,Harmonic,annulus,interior,83,4.0,5.578313253012048,1.7469879518072289,0.561512717536814,0.7650602409638554,0.6368631368631368,0.4889088822823763,1.5806801285315795,0.08760623890912488,21.134063356293584,0.8914285714285715
湖北,Harmonic,annulus,all,130,3.4615384615384617,4.861538461538461,1.5076923076923077,0.5427350427350426,0.7551282051282051,0.6206236071620687,0.47971361971361964,1.2931410608813152,0.10840787119856887,23.921601916058478,0.9035598705501617
湖北,Area-balanced,disk,boundary,47,2.5106382978723403,4.148936170212766,1.6382978723404256,0.5350050658561296,0.8581560283687941,0.6464876730834178,0.5042046605876392,2.382154272019912,0.03496618835559955,23.74238849441892,0.8617886178861788
湖北,Area-balanced,disk,interior,83,4.0,6.0120481927710845,2.0120481927710845,0.5928858290304074,0.8734939759036144,0.7017089336366444,0.5571858864027537,3.8833418922224903,0.01643784440085925,19.92348588469789,0.9069958847736626
湖北,Area-balanced,disk,all,130,3.4615384615384617,5.338461538461538,1.876923076923077,0.5719597069597068,0.8679487179487179,0.6817443240520162,0.5380311355311355,3.340604829533866,0.023136553369111506,21.304166058981647,0.8918032786885245
湖北,Area-balanced,annulus,boundary,47,2.5106382978723403,4.127659574468085,1.6170212765957446,0.5290273556231003,0.854609929078014,0.6435663627152991,0.498176291793313,1.5261888606829108,0.05294408708560121,25.082725153359018,0.9416666666666667
湖北,Area-balanced,annulus,interior,83,4.0,5.590361445783133,1.6144578313253013,0.49208261617900173,0.677710843373494,0.566651019663068,0.4143574297188755,1.8099132993112952,0.02661810030820959,22.093645972105033,0.8482142857142857
湖北,Area-balanced,annulus,all,130,3.4615384615384617,5.061538461538461,1.6153846153846154,0.5054395604395604,0.7416666666666666,0.5944588744588744,0.4446611721611721,1.7073360022687256,0.03613595706618963,23.174313060712247,0.8871527777777778
湖北,Regular Topology,disk,boundary,47,2.5106382978723403,4.74468085106383,2.234042553191489,0.4316531577169874,0.7836879432624112,0.5474716772589113,0.4059354947652819,3.5754458830433578,0.06267524327890485,38.93056956296618,0.8009259259259259
湖北,Regular Topology,disk,interior,83,4.0,7.891566265060241,3.9156626506024095,0.4054295436825558,0.7018072289156626,0.49656720522194797,0.3465496869624215,2.8004085952382765,0.07210236294013263,34.82148514766799,0.7383333333333333
湖北,Regular Topology,disk,all,130,3.4615384615384617,6.753846153846154,3.3076923076923075,0.41491038875654257,0.7314102564102564,0.5149711297276193,0.36801994055268644,3.0806143839062674,0.06869409660107334,36.307077205506566,0.7595911949685534
湖北,Regular Topology,annulus,boundary,47,2.5106382978723403,4.74468085106383,2.234042553191489,0.4316531577169874,0.7836879432624112,0.5474716772589113,0.4059354947652819,3.57544588304336,0.06267524327890485,37.61751054335867,0.8009259259259259
湖北,Regular Topology,annulus,interior,83,4.0,5.36144578313253,1.5783132530120483,0.46640371007840886,0.5993975903614458,0.5129012219373665,0.36354639336567046,2.800408595238276,0.07210236294013263,31.723940176817443,0.781761006289308
湖北,Regular Topology,annulus,all,130,3.4615384615384617,5.138461538461539,1.8153846153846154,0.4538400488400488,0.666025641025641,0.525399771169002,0.3788716838716839,3.0806143839062683,0.06869409660107334,33.854692540105425,0.7895131086142322
湖北,GeoDisk,disk,boundary,47,2.5106382978723403,4.595744680851064,2.0851063829787235,0.46362715298885504,0.8368794326241134,0.5850388382303278,0.43858493752110767,1.7231374180965908,0.06119082962229921,32.418893885393814,0.8333333333333334
湖北,GeoDisk,disk,interior,83,4.0,5.951807228915663,2.0,0.4955601627288374,0.7078313253012049,0.5738577353035184,0.4215163685043202,3.1921677842125193,0.034837022508639216,29.402833673499764,0.8641414141414142
湖北,GeoDisk,disk,all,130,3.4615384615384617,5.461538461538462,2.0307692307692307,0.4840151515151515,0.7544871794871795,0.5779001340539801,0.4276873126873127,2.661056805693684,0.0443649373881932,30.493255442415304,0.8528846153846152
湖北,GeoAnnulus,annulus,boundary,47,2.5106382978723403,4.25531914893617,1.7446808510638299,0.5264944275582574,0.8687943262411346,0.6452380952380953,0.4970618034447821,1.5993446683418766,0.05855187201055584,26.819991796299856,0.888888888888889
