dataset,method,view,cell_id,is_boundary,reference_degree,display_degree,degree_absolute_error,node_adj_precision,node_adj_recall,node_adj_f1,node_neighbor_jaccard,node_angular_error_deg,node_radial_rank_error,node_direction_error_deg,node_neighbor_order_accuracy,failure_category,failure_rank
NE-Admin0-Africa,GeoAnnulus-Final,annulus,GMB,True,1,6,5,0.1666666666666666,1.0,0.2857142857142857,0.1666666666666666,2.482246507470424,0.1224489795918366,35.561871960787926,,over_connected,1
NE-Admin0-Africa,GeoAnnulus-Final,annulus,GNB,True,2,3,1,0.3333333333333333,0.5,0.4,0.25,0.9643379723092452,0.1428571428571429,25.86921070772444,,mixed_lost_and_new,2
NE-Admin0-Africa,GeoAnnulus-Final,annulus,COD,True,9,5,4,0.6,0.3333333333333333,0.4285714285714285,0.2727272727272727,5.412166800119173,0.0204081632653061,15.91418467415528,0.6666666666666666,mixed_lost_and_new,3
NE-Admin0-Africa,GeoAnnulus-Final,annulus,SEN,True,5,4,1,0.5,0.4,0.4444444444444445,0.2857142857142857,3.4626715099453955,0.0204081632653061,30.72742740008868,1.0,mixed_lost_and_new,4
NE-Admin0-Africa,GeoAnnulus-Final,annulus,GNQ,True,2,6,4,0.3333333333333333,1.0,0.5,0.3333333333333333,3.47115482891869,0.0204081632653061,18.869208563479784,1.0,over_connected,5
NE-Admin0-Africa,GeoAnnulus-Final,annulus,GHA,True,3,5,2,0.4,0.6666666666666666,0.5,0.3333333333333333,0.136346598452325,0.3061224489795918,24.722616082553447,1.0,mixed_lost_and_new,6
NE-Admin0-Africa,GeoAnnulus-Final,annulus,SLE,True,2,2,0,0.5,0.5,0.5,0.3333333333333333,4.501714039241235,0.1020408163265306,59.29833095678892,,mixed_lost_and_new,7
NE-Admin0-Africa,GeoAnnulus-Final,annulus,MRT,True,4,4,0,0.5,0.5,0.5,0.3333333333333333,2.662278844425627,0.1020408163265306,52.42046803239646,1.0,mixed_lost_and_new,8
NE-Admin0-Africa,GeoAnnulus-Final,annulus,NAM,True,4,4,0,0.5,0.5,0.5,0.3333333333333333,0.9784264787371416,0.0612244897959183,27.2591240875759,1.0,mixed_lost_and_new,9
NE-Admin0-Africa,GeoAnnulus-Final,annulus,NGA,True,3,8,5,0.375,1.0,0.5454545454545454,0.375,0.2884510912135649,0.1224489795918367,24.226905294217165,1.0,over_connected,10
NE-Admin0-Africa,GeoDisk-Final,disk,LSO,False,1,3,2,0.3333333333333333,1.0,0.5,0.3333333333333333,9.310282435999357,0.3265306122448979,101.3095397375547,,over_connected,1
NE-Admin0-Africa,GeoDisk-Final,disk,MLI,False,7,4,3,0.75,0.4285714285714285,0.5454545454545454,0.375,4.4900196191761355,0.1020408163265306,33.358974284647715,0.6666666666666666,mixed_lost_and_new,2
NE-Admin0-Africa,GeoDisk-Final,disk,MWI,False,3,4,1,0.5,0.6666666666666666,0.5714285714285715,0.4,18.85044676355191,0.0612244897959183,18.41699404577827,0.0,mixed_lost_and_new,3
NE-Admin0-Africa,GeoDisk-Final,disk,UGA,False,5,4,1,0.75,0.6,0.6666666666666665,0.5,3.0579647208744207,0.0,11.999916899875888,1.0,mixed_lost_and_new,4
NE-Admin0-Africa,GeoDisk-Final,disk,ZMB,False,8,6,2,0.8333333333333334,0.625,0.7142857142857143,0.5555555555555556,2.2112247264289646,0.0,15.609070461952324,0.9,mixed_lost_and_new,5
NE-Admin0-Africa,GeoDisk-Final,disk,BFA,False,6,7,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.625,3.486766285799247,0.1224489795918367,21.124041932148945,0.7,mixed_lost_and_new,6
NE-Admin0-Africa,GeoDisk-Final,disk,NER,False,8,10,2,0.7,0.875,0.7777777777777777,0.6363636363636364,0.661525268344502,0.0816326530612244,8.850044762239703,0.9523809523809524,mixed_lost_and_new,7
NE-Admin0-Africa,GeoDisk-Final,disk,ZWE,False,4,6,2,0.6666666666666666,1.0,0.8,0.6666666666666666,7.050543150090189,0.0,20.164082262480225,1.0,over_connected,8
NE-Admin0-Africa,GeoDisk-Final,disk,RWA,False,4,6,2,0.6666666666666666,1.0,0.8,0.6666666666666666,24.208980327705337,0.0,12.195922573426945,1.0,over_connected,9
NE-Admin0-Africa,GeoDisk-Final,disk,SWZ,False,2,3,1,0.6666666666666666,1.0,0.8,0.6666666666666666,6.847200803420533,0.2040816326530612,42.251632968131965,1.0,over_connected,10
NE-Admin0-Africa,GeoDisk-Final,disk,SLE,True,2,3,1,0.3333333333333333,0.5,0.4,0.25,8.24527946727341,0.0408163265306121,62.19035381262829,,mixed_lost_and_new,1
NE-Admin0-Africa,GeoDisk-Final,disk,SEN,True,5,5,0,0.4,0.4,0.4000000000000001,0.25,0.8198604888013895,0.0,48.615512568964945,1.0,mixed_lost_and_new,2
NE-Admin0-Africa,GeoDisk-Final,disk,GNQ,True,2,7,5,0.2857142857142857,1.0,0.4444444444444445,0.2857142857142857,6.292671394563513,0.1224489795918367,22.18172359317069,1.0,over_connected,3
NE-Admin0-Africa,GeoDisk-Final,disk,GMB,True,1,3,2,0.3333333333333333,1.0,0.5,0.3333333333333333,5.4481057583564,0.1428571428571428,130.85362511019693,,over_connected,4
NE-Admin0-Africa,GeoDisk-Final,disk,GNB,True,2,5,3,0.4,1.0,0.5714285714285715,0.4,1.827836549111297,0.1428571428571429,13.111541721083588,1.0,over_connected,5
NE-Admin0-Africa,GeoDisk-Final,disk,MRT,True,4,3,1,0.6666666666666666,0.5,0.5714285714285715,0.4,2.22965329422715,0.0408163265306122,45.37406206791205,1.0,mixed_lost_and_new,6
NE-Admin0-Africa,GeoDisk-Final,disk,LBR,True,3,7,4,0.4285714285714285,1.0,0.6,0.4285714285714285,1.0176827904551968,0.0612244897959184,65.80936758147992,1.0,over_connected,7
NE-Admin0-Africa,GeoDisk-Final,disk,CIV,True,5,5,0,0.6,0.6,0.6,0.4285714285714285,3.4662745657862133,0.0816326530612245,39.60933564302053,0.6666666666666666,mixed_lost_and_new,8
NE-Admin0-Africa,GeoDisk-Final,disk,GIN,True,6,3,3,1.0,0.5,0.6666666666666666,0.5,1.069109012606572,0.0816326530612244,38.13532068624182,0.6666666666666666,under_connected,9
