dataset,method,view,tolerance,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2
广东,Regular Topology,disk,5e-06,0.4114285714285714,0.7955801104972375,0.5423728813559322,181,350,144,37,206,0.4286038456387487
广东,Regular Topology,disk,2e-05,0.4114285714285714,0.7955801104972375,0.5423728813559322,181,350,144,37,206,0.4286038456387487
广东,Regular Topology,disk,0.0001,0.4114285714285714,0.7955801104972375,0.5423728813559322,181,350,144,37,206,0.4286038456387487
广东,Regular Topology,disk,0.0005,0.4114285714285714,0.7955801104972375,0.5423728813559322,181,350,144,37,206,0.4286038456387487
广东,Regular Topology,annulus,1e-06,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,Regular Topology,annulus,5e-06,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,Regular Topology,annulus,2e-05,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,Regular Topology,annulus,0.0001,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,Regular Topology,annulus,0.0005,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,GeoDisk,disk,1e-06,0.49491525423728816,0.8066298342541437,0.6134453781512604,181,295,146,35,149,0.49245797901512667
广东,GeoDisk,disk,5e-06,0.49491525423728816,0.8066298342541437,0.6134453781512604,181,295,146,35,149,0.49245797901512667
广东,GeoDisk,disk,2e-05,0.49491525423728816,0.8066298342541437,0.6134453781512604,181,295,146,35,149,0.49245797901512667
广东,GeoDisk,disk,0.0001,0.49491525423728816,0.8066298342541437,0.6134453781512604,181,295,146,35,149,0.49245797901512667
广东,GeoDisk,disk,0.0005,0.49324324324324326,0.8066298342541437,0.6121593291404612,181,296,146,35,150,0.4914401388306198
广东,GeoAnnulus,annulus,1e-06,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoAnnulus,annulus,5e-06,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoAnnulus,annulus,2e-05,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoAnnulus,annulus,0.0001,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoAnnulus,annulus,0.0005,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoDisk-Final,disk,1e-06,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoDisk-Final,disk,5e-06,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoDisk-Final,disk,2e-05,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoDisk-Final,disk,0.0001,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoDisk-Final,disk,0.0005,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoAnnulus-Final,annulus,1e-06,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841
广东,GeoAnnulus-Final,annulus,5e-06,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841
广东,GeoAnnulus-Final,annulus,2e-05,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841
广东,GeoAnnulus-Final,annulus,0.0001,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841
广东,GeoAnnulus-Final,annulus,0.0005,0.5669014084507042,0.8895027624309392,0.6924731182795698,181,284,161,20,123,0.5716865808594824
福建,Direct Polar,disk,1e-06,0.7,0.784,0.7396226415094339,125,140,98,27,42,0.5378513996161056
福建,Direct Polar,disk,5e-06,0.7352941176470589,1.0,0.8474576271186441,125,170,125,0,45,0.7545612920999918
福建,Direct Polar,disk,2e-05,0.7716049382716049,1.0,0.8710801393728224,125,162,125,0,37,0.7753229435311478
福建,Direct Polar,disk,0.0001,0.7911392405063291,1.0,0.8833922261484098,125,158,125,0,33,0.8052821813851226
福建,Direct Polar,disk,0.0005,0.7861635220125787,1.0,0.8802816901408451,125,159,125,0,34,0.7941798739592857
福建,Direct Polar,annulus,1e-06,0.6821192052980133,0.824,0.7463768115942029,125,151,103,22,48,0.5908906927869776
福建,Direct Polar,annulus,5e-06,0.6906077348066298,1.0,0.8169934640522877,125,181,125,0,56,0.7113173354751966
福建,Direct Polar,annulus,2e-05,0.6906077348066298,1.0,0.8169934640522877,125,181,125,0,56,0.7178546179219217
福建,Direct Polar,annulus,0.0001,0.702247191011236,1.0,0.8250825082508251,125,178,125,0,53,0.7302259265688059
福建,Direct Polar,annulus,0.0005,0.702247191011236,1.0,0.8250825082508251,125,178,125,0,53,0.7302259265688059
福建,Harmonic,disk,1e-06,0.6329787234042553,0.952,0.7603833865814698,125,188,119,6,69,0.6493921591638311
福建,Harmonic,disk,5e-06,0.6329787234042553,0.952,0.7603833865814698,125,188,119,6,69,0.6493921591638311
福建,Harmonic,disk,2e-05,0.6329787234042553,0.952,0.7603833865814698,125,188,119,6,69,0.6493921591638311
福建,Harmonic,disk,0.0001,0.6329787234042553,0.952,0.7603833865814698,125,188,119,6,69,0.6493921591638311
福建,Harmonic,disk,0.0005,0.6363636363636364,0.952,0.7628205128205129,125,187,119,6,68,0.652444346948991
福建,Harmonic,annulus,1e-06,0.615819209039548,0.872,0.7218543046357616,125,177,109,16,68,0.626546128635912
福建,Harmonic,annulus,5e-06,0.615819209039548,0.872,0.7218543046357616,125,177,109,16,68,0.626546128635912
福建,Harmonic,annulus,2e-05,0.615819209039548,0.872,0.7218543046357616,125,177,109,16,68,0.626546128635912
福建,Harmonic,annulus,0.0001,0.615819209039548,0.872,0.7218543046357616,125,177,109,16,68,0.626546128635912
福建,Harmonic,annulus,0.0005,0.615819209039548,0.872,0.7218543046357616,125,177,109,16,68,0.626546128635912
福建,Area-balanced,disk,1e-06,0.6335078534031413,0.968,0.7658227848101266,125,191,121,4,70,0.6319253104276324
福建,Area-balanced,disk,5e-06,0.6335078534031413,0.968,0.7658227848101266,125,191,121,4,70,0.6319253104276324
福建,Area-balanced,disk,2e-05,0.6335078534031413,0.968,0.7658227848101266,125,191,121,4,70,0.6319253104276324
福建,Area-balanced,disk,0.0001,0.6335078534031413,0.968,0.7658227848101266,125,191,121,4,70,0.6319253104276324
福建,Area-balanced,disk,0.0005,0.6368421052631579,0.968,0.7682539682539683,125,190,121,4,69,0.6353058311262645
福建,Area-balanced,annulus,1e-06,0.5625,0.792,0.6578073089700996,125,176,99,26,77,0.5901363042423414
福建,Area-balanced,annulus,5e-06,0.5625,0.792,0.6578073089700996,125,176,99,26,77,0.5901363042423414
福建,Area-balanced,annulus,2e-05,0.5625,0.792,0.6578073089700996,125,176,99,26,77,0.5901363042423414
福建,Area-balanced,annulus,0.0001,0.5625,0.792,0.6578073089700996,125,176,99,26,77,0.5901363042423414
福建,Area-balanced,annulus,0.0005,0.5625,0.792,0.6578073089700996,125,176,99,26,77,0.5901363042423414
福建,Regular Topology,disk,1e-06,0.48372093023255813,0.832,0.6117647058823529,125,215,104,21,111,0.46804228788328267
福建,Regular Topology,disk,5e-06,0.48372093023255813,0.832,0.6117647058823529,125,215,104,21,111,0.46804228788328267
福建,Regular Topology,disk,2e-05,0.48372093023255813,0.832,0.6117647058823529,125,215,104,21,111,0.46804228788328267
福建,Regular Topology,disk,0.0001,0.48372093023255813,0.832,0.6117647058823529,125,215,104,21,111,0.46804228788328267
福建,Regular Topology,disk,0.0005,0.48372093023255813,0.832,0.6117647058823529,125,215,104,21,111,0.46804228788328267
福建,Regular Topology,annulus,1e-06,0.526595744680851,0.792,0.6325878594249202,125,188,99,26,89,0.5016924128673692
福建,Regular Topology,annulus,5e-06,0.526595744680851,0.792,0.6325878594249202,125,188,99,26,89,0.5016924128673692
福建,Regular Topology,annulus,2e-05,0.526595744680851,0.792,0.6325878594249202,125,188,99,26,89,0.5016924128673692
福建,Regular Topology,annulus,0.0001,0.526595744680851,0.792,0.6325878594249202,125,188,99,26,89,0.5016924128673692
福建,Regular Topology,annulus,0.0005,0.526595744680851,0.792,0.6325878594249202,125,188,99,26,89,0.5016924128673692
福建,GeoDisk,disk,1e-06,0.5968586387434555,0.912,0.7215189873417721,125,191,114,11,77,0.5967289643261198
福建,GeoDisk,disk,5e-06,0.5968586387434555,0.912,0.7215189873417721,125,191,114,11,77,0.5967289643261198
福建,GeoDisk,disk,2e-05,0.5968586387434555,0.912,0.7215189873417721,125,191,114,11,77,0.5967289643261198
福建,GeoDisk,disk,0.0001,0.5968586387434555,0.912,0.7215189873417721,125,191,114,11,77,0.5967289643261198
福建,GeoDisk,disk,0.0005,0.5968586387434555,0.912,0.7215189873417721,125,191,114,11,77,0.5967289643261198
福建,GeoAnnulus,annulus,1e-06,0.5689655172413793,0.792,0.6622073578595318,125,174,99,26,75,0.6128595258626218
福建,GeoAnnulus,annulus,5e-06,0.5689655172413793,0.792,0.6622073578595318,125,174,99,26,75,0.6128595258626218
福建,GeoAnnulus,annulus,2e-05,0.5689655172413793,0.792,0.6622073578595318,125,174,99,26,75,0.6128595258626218
福建,GeoAnnulus,annulus,0.0001,0.5689655172413793,0.792,0.6622073578595318,125,174,99,26,75,0.6128595258626218
福建,GeoAnnulus,annulus,0.0005,0.5689655172413793,0.792,0.6622073578595318,125,174,99,26,75,0.6128595258626218
福建,GeoDisk-Final,disk,1e-06,0.6578947368421053,1.0,0.7936507936507937,125,190,125,0,65,0.6628024091259387
福建,GeoDisk-Final,disk,5e-06,0.6578947368421053,1.0,0.7936507936507937,125,190,125,0,65,0.6628024091259387
福建,GeoDisk-Final,disk,2e-05,0.6578947368421053,1.0,0.7936507936507937,125,190,125,0,65,0.6628024091259387
福建,GeoDisk-Final,disk,0.0001,0.6578947368421053,1.0,0.7936507936507937,125,190,125,0,65,0.6628024091259387
福建,GeoDisk-Final,disk,0.0005,0.6578947368421053,1.0,0.7936507936507937,125,190,125,0,65,0.6628024091259387
福建,GeoAnnulus-Final,annulus,1e-06,0.6647398843930635,0.92,0.7718120805369127,125,173,115,10,58,0.6841557268027857
福建,GeoAnnulus-Final,annulus,5e-06,0.6647398843930635,0.92,0.7718120805369127,125,173,115,10,58,0.6841557268027857
福建,GeoAnnulus-Final,annulus,2e-05,0.6647398843930635,0.92,0.7718120805369127,125,173,115,10,58,0.6841557268027857
福建,GeoAnnulus-Final,annulus,0.0001,0.6647398843930635,0.92,0.7718120805369127,125,173,115,10,58,0.6841557268027857
福建,GeoAnnulus-Final,annulus,0.0005,0.6647398843930635,0.92,0.7718120805369127,125,173,115,10,58,0.6841557268027857
广西,Direct Polar,disk,1e-06,0.7106109324758842,0.8911290322580645,0.7906976744186046,248,311,221,27,90,0.6438062033050695
广西,Direct Polar,disk,5e-06,0.7492447129909365,1.0,0.8566493955094991,248,331,248,0,83,0.7531260669143306
广西,Direct Polar,disk,2e-05,0.775,1.0,0.8732394366197184,248,320,248,0,72,0.7765893787252202
广西,Direct Polar,disk,0.0001,0.7848101265822784,1.0,0.8794326241134751,248,316,248,0,68,0.7904427932155443
广西,Direct Polar,disk,0.0005,0.7823343848580442,1.0,0.8778761061946903,248,317,248,0,69,0.788039279855113
广西,Direct Polar,annulus,1e-06,0.6686217008797654,0.9193548387096774,0.7741935483870968,248,341,228,20,113,0.6383401577733981
广西,Direct Polar,annulus,5e-06,0.6918767507002801,0.9959677419354839,0.8165289256198348,248,357,247,1,110,0.7009596069831321
广西,Direct Polar,annulus,2e-05,0.6938202247191011,0.9959677419354839,0.8178807947019868,248,356,247,1,109,0.7082875980011113
广西,Direct Polar,annulus,0.0001,0.6880222841225627,0.9959677419354839,0.813838550247117,248,359,247,1,112,0.7028547190647112
广西,Direct Polar,annulus,0.0005,0.6880222841225627,0.9959677419354839,0.813838550247117,248,359,247,1,112,0.7028547190647112
广西,Harmonic,disk,1e-06,0.6370967741935484,0.9556451612903226,0.7645161290322581,248,372,237,11,135,0.6393408410716984
广西,Harmonic,disk,5e-06,0.6370967741935484,0.9556451612903226,0.7645161290322581,248,372,237,11,135,0.6393408410716984
广西,Harmonic,disk,2e-05,0.6370967741935484,0.9556451612903226,0.7645161290322581,248,372,237,11,135,0.6393408410716984
广西,Harmonic,disk,0.0001,0.6370967741935484,0.9556451612903226,0.7645161290322581,248,372,237,11,135,0.6393408410716984
广西,Harmonic,disk,0.0005,0.6370967741935484,0.9556451612903226,0.7645161290322581,248,372,237,11,135,0.6393408410716984
广西,Harmonic,annulus,1e-06,0.6096866096866097,0.8629032258064516,0.7145242070116861,248,351,214,34,137,0.6020327614450451
广西,Harmonic,annulus,5e-06,0.6096866096866097,0.8629032258064516,0.7145242070116861,248,351,214,34,137,0.6020327614450451
广西,Harmonic,annulus,2e-05,0.6096866096866097,0.8629032258064516,0.7145242070116861,248,351,214,34,137,0.6020327614450451
广西,Harmonic,annulus,0.0001,0.6096866096866097,0.8629032258064516,0.7145242070116861,248,351,214,34,137,0.6020327614450451
广西,Harmonic,annulus,0.0005,0.6096866096866097,0.8629032258064516,0.7145242070116861,248,351,214,34,137,0.6020327614450451
广西,Area-balanced,disk,1e-06,0.59375,0.9193548387096774,0.7215189873417721,248,384,228,20,156,0.5915697875985784
广西,Area-balanced,disk,5e-06,0.59375,0.9193548387096774,0.7215189873417721,248,384,228,20,156,0.5915697875985784
广西,Area-balanced,disk,2e-05,0.59375,0.9193548387096774,0.7215189873417721,248,384,228,20,156,0.5915697875985784
广西,Area-balanced,disk,0.0001,0.59375,0.9193548387096774,0.7215189873417721,248,384,228,20,156,0.5915697875985784
广西,Area-balanced,disk,0.0005,0.59375,0.9193548387096774,0.7215189873417721,248,384,228,20,156,0.5915697875985784
广西,Area-balanced,annulus,1e-06,0.5482093663911846,0.8024193548387096,0.6513911620294599,248,363,199,49,164,0.5663697309330785
广西,Area-balanced,annulus,5e-06,0.5482093663911846,0.8024193548387096,0.6513911620294599,248,363,199,49,164,0.5663697309330785
广西,Area-balanced,annulus,2e-05,0.5482093663911846,0.8024193548387096,0.6513911620294599,248,363,199,49,164,0.5663697309330785
广西,Area-balanced,annulus,0.0001,0.5482093663911846,0.8024193548387096,0.6513911620294599,248,363,199,49,164,0.5663697309330785
广西,Area-balanced,annulus,0.0005,0.5482093663911846,0.8024193548387096,0.6513911620294599,248,363,199,49,164,0.5663697309330785
广西,Regular Topology,disk,1e-06,0.4121338912133891,0.7943548387096774,0.5426997245179064,248,478,197,51,281,0.4235666641855429
广西,Regular Topology,disk,5e-06,0.4121338912133891,0.7943548387096774,0.5426997245179064,248,478,197,51,281,0.4235666641855429
广西,Regular Topology,disk,2e-05,0.4121338912133891,0.7943548387096774,0.5426997245179064,248,478,197,51,281,0.4235666641855429
广西,Regular Topology,disk,0.0001,0.4121338912133891,0.7943548387096774,0.5426997245179064,248,478,197,51,281,0.4235666641855429
广西,Regular Topology,disk,0.0005,0.4121338912133891,0.7943548387096774,0.5426997245179064,248,478,197,51,281,0.4235666641855429
广西,Regular Topology,annulus,1e-06,0.489010989010989,0.717741935483871,0.5816993464052287,248,364,178,70,186,0.4576170203182659
广西,Regular Topology,annulus,5e-06,0.489010989010989,0.717741935483871,0.5816993464052287,248,364,178,70,186,0.4576170203182659
广西,Regular Topology,annulus,2e-05,0.489010989010989,0.717741935483871,0.5816993464052287,248,364,178,70,186,0.4576170203182659
广西,Regular Topology,annulus,0.0001,0.489010989010989,0.717741935483871,0.5816993464052287,248,364,178,70,186,0.4576170203182659
广西,Regular Topology,annulus,0.0005,0.489010989010989,0.717741935483871,0.5816993464052287,248,364,178,70,186,0.4576170203182659
广西,GeoDisk,disk,1e-06,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoDisk,disk,5e-06,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoDisk,disk,2e-05,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoDisk,disk,0.0001,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoDisk,disk,0.0005,0.5440414507772021,0.8467741935483871,0.662460567823344,248,386,210,38,176,0.5296883184476392
广西,GeoAnnulus,annulus,1e-06,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoAnnulus,annulus,5e-06,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoAnnulus,annulus,2e-05,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoAnnulus,annulus,0.0001,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoAnnulus,annulus,0.0005,0.5300859598853869,0.7459677419354839,0.6197654941373534,248,349,185,63,164,0.5274108739606056
广西,GeoDisk-Final,disk,1e-06,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoDisk-Final,disk,5e-06,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoDisk-Final,disk,2e-05,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoDisk-Final,disk,0.0001,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoDisk-Final,disk,0.0005,0.6447368421052632,0.9879032258064516,0.7802547770700636,248,380,245,3,135,0.6412952409611155
广西,GeoAnnulus-Final,annulus,1e-06,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
广西,GeoAnnulus-Final,annulus,5e-06,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
广西,GeoAnnulus-Final,annulus,2e-05,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
广西,GeoAnnulus-Final,annulus,0.0001,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
广西,GeoAnnulus-Final,annulus,0.0005,0.637883008356546,0.9233870967741935,0.7545304777594728,248,359,229,19,130,0.6436849409785506
安徽,Direct Polar,disk,1e-06,0.6616915422885572,0.83125,0.736842105263158,160,201,133,27,68,0.5535729598435191
安徽,Direct Polar,disk,5e-06,0.6751054852320675,1.0,0.8060453400503779,160,237,160,0,77,0.6698252728559425
安徽,Direct Polar,disk,2e-05,0.7079646017699115,1.0,0.8290155440414507,160,226,160,0,66,0.7035835532340466
安徽,Direct Polar,disk,0.0001,0.7272727272727273,1.0,0.8421052631578948,160,220,160,0,60,0.7224695077866032
安徽,Direct Polar,disk,0.0005,0.7339449541284404,1.0,0.8465608465608466,160,218,160,0,58,0.7311966321181685
安徽,Direct Polar,annulus,1e-06,0.6388888888888888,0.8625,0.7340425531914894,160,216,138,22,78,0.577894064329297
安徽,Direct Polar,annulus,5e-06,0.6385542168674698,0.99375,0.7775061124694377,160,249,159,1,90,0.6461055342755225
安徽,Direct Polar,annulus,2e-05,0.6896551724137931,1.0,0.8163265306122449,160,232,160,0,72,0.7050289900086728
安徽,Direct Polar,annulus,0.0001,0.6896551724137931,1.0,0.8163265306122449,160,232,160,0,72,0.7050289900086728
安徽,Direct Polar,annulus,0.0005,0.6837606837606838,1.0,0.8121827411167513,160,234,160,0,74,0.6973667819860738
安徽,Harmonic,disk,1e-06,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,disk,5e-06,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,disk,2e-05,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,disk,0.0001,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,disk,0.0005,0.6255144032921811,0.95,0.7543424317617866,160,243,152,8,91,0.6378051807243467
安徽,Harmonic,annulus,1e-06,0.5956521739130435,0.85625,0.7025641025641024,160,230,137,23,93,0.6094189470749553
安徽,Harmonic,annulus,5e-06,0.5956521739130435,0.85625,0.7025641025641024,160,230,137,23,93,0.6094189470749553
安徽,Harmonic,annulus,2e-05,0.5956521739130435,0.85625,0.7025641025641024,160,230,137,23,93,0.6094189470749553
安徽,Harmonic,annulus,0.0001,0.5956521739130435,0.85625,0.7025641025641024,160,230,137,23,93,0.6094189470749553
安徽,Harmonic,annulus,0.0005,0.5982532751091703,0.85625,0.7043701799485861,160,229,137,23,92,0.6122797197463413
安徽,Area-balanced,disk,1e-06,0.5928853754940712,0.9375,0.7263922518159807,160,253,150,10,103,0.6055695523617897
安徽,Area-balanced,disk,5e-06,0.5928853754940712,0.9375,0.7263922518159807,160,253,150,10,103,0.6055695523617897
安徽,Area-balanced,disk,2e-05,0.5928853754940712,0.9375,0.7263922518159807,160,253,150,10,103,0.6055695523617897
安徽,Area-balanced,disk,0.0001,0.5928853754940712,0.9375,0.7263922518159807,160,253,150,10,103,0.6055695523617897
安徽,Area-balanced,disk,0.0005,0.5928853754940712,0.9375,0.7263922518159807,160,253,150,10,103,0.6055695523617897
安徽,Area-balanced,annulus,1e-06,0.5508474576271186,0.8125,0.6565656565656567,160,236,130,30,106,0.5795873222924307
安徽,Area-balanced,annulus,5e-06,0.5508474576271186,0.8125,0.6565656565656567,160,236,130,30,106,0.5795873222924307
安徽,Area-balanced,annulus,2e-05,0.5508474576271186,0.8125,0.6565656565656567,160,236,130,30,106,0.5795873222924307
安徽,Area-balanced,annulus,0.0001,0.5508474576271186,0.8125,0.6565656565656567,160,236,130,30,106,0.5795873222924307
安徽,Area-balanced,annulus,0.0005,0.5508474576271186,0.8125,0.6565656565656567,160,236,130,30,106,0.5795873222924307
安徽,Regular Topology,disk,1e-06,0.41694915254237286,0.76875,0.5406593406593405,160,295,123,37,172,0.44026925659626376
安徽,Regular Topology,disk,5e-06,0.41694915254237286,0.76875,0.5406593406593405,160,295,123,37,172,0.44026925659626376
安徽,Regular Topology,disk,2e-05,0.41694915254237286,0.76875,0.5406593406593405,160,295,123,37,172,0.44026925659626376
安徽,Regular Topology,disk,0.0001,0.41694915254237286,0.76875,0.5406593406593405,160,295,123,37,172,0.44026925659626376
安徽,Regular Topology,disk,0.0005,0.41694915254237286,0.76875,0.5406593406593405,160,295,123,37,172,0.44026925659626376
安徽,Regular Topology,annulus,1e-06,0.45714285714285713,0.7,0.5530864197530864,160,245,112,48,133,0.466373072405355
安徽,Regular Topology,annulus,5e-06,0.45714285714285713,0.7,0.5530864197530864,160,245,112,48,133,0.466373072405355
安徽,Regular Topology,annulus,2e-05,0.45714285714285713,0.7,0.5530864197530864,160,245,112,48,133,0.466373072405355
安徽,Regular Topology,annulus,0.0001,0.45714285714285713,0.7,0.5530864197530864,160,245,112,48,133,0.466373072405355
安徽,Regular Topology,annulus,0.0005,0.45714285714285713,0.7,0.5530864197530864,160,245,112,48,133,0.466373072405355
安徽,GeoDisk,disk,1e-06,0.5097276264591439,0.81875,0.6282973621103116,160,257,131,29,126,0.5248159348478892
安徽,GeoDisk,disk,5e-06,0.5097276264591439,0.81875,0.6282973621103116,160,257,131,29,126,0.5248159348478892
安徽,GeoDisk,disk,2e-05,0.5097276264591439,0.81875,0.6282973621103116,160,257,131,29,126,0.5248159348478892
安徽,GeoDisk,disk,0.0001,0.5097276264591439,0.81875,0.6282973621103116,160,257,131,29,126,0.5248159348478892
安徽,GeoDisk,disk,0.0005,0.5097276264591439,0.81875,0.6282973621103116,160,257,131,29,126,0.5248159348478892
安徽,GeoAnnulus,annulus,1e-06,0.521551724137931,0.75625,0.6173469387755102,160,232,121,39,111,0.5389379511670533
安徽,GeoAnnulus,annulus,5e-06,0.521551724137931,0.75625,0.6173469387755102,160,232,121,39,111,0.5389379511670533
安徽,GeoAnnulus,annulus,2e-05,0.521551724137931,0.75625,0.6173469387755102,160,232,121,39,111,0.5389379511670533
安徽,GeoAnnulus,annulus,0.0001,0.521551724137931,0.75625,0.6173469387755102,160,232,121,39,111,0.5389379511670533
安徽,GeoAnnulus,annulus,0.0005,0.521551724137931,0.75625,0.6173469387755102,160,232,121,39,111,0.5389379511670533
安徽,GeoDisk-Final,disk,1e-06,0.6334661354581673,0.99375,0.7737226277372263,160,251,159,1,92,0.6292073427679562
安徽,GeoDisk-Final,disk,5e-06,0.6334661354581673,0.99375,0.7737226277372263,160,251,159,1,92,0.6292073427679562
安徽,GeoDisk-Final,disk,2e-05,0.6334661354581673,0.99375,0.7737226277372263,160,251,159,1,92,0.6292073427679562
安徽,GeoDisk-Final,disk,0.0001,0.6334661354581673,0.99375,0.7737226277372263,160,251,159,1,92,0.6292073427679562
安徽,GeoDisk-Final,disk,0.0005,0.6334661354581673,0.99375,0.7737226277372263,160,251,159,1,92,0.6292073427679562
安徽,GeoAnnulus-Final,annulus,1e-06,0.6536796536796536,0.94375,0.772378516624041,160,231,151,9,80,0.6515721851695634
安徽,GeoAnnulus-Final,annulus,5e-06,0.6536796536796536,0.94375,0.772378516624041,160,231,151,9,80,0.6515721851695634
安徽,GeoAnnulus-Final,annulus,2e-05,0.6536796536796536,0.94375,0.772378516624041,160,231,151,9,80,0.6515721851695634
安徽,GeoAnnulus-Final,annulus,0.0001,0.6536796536796536,0.94375,0.772378516624041,160,231,151,9,80,0.6515721851695634
安徽,GeoAnnulus-Final,annulus,0.0005,0.6536796536796536,0.94375,0.772378516624041,160,231,151,9,80,0.6515721851695634
浙江,Direct Polar,disk,1e-06,0.7207207207207207,0.7272727272727273,0.7239819004524887,110,111,80,30,31,0.5032715411787809
浙江,Direct Polar,disk,5e-06,0.7142857142857143,1.0,0.8333333333333333,110,154,110,0,44,0.7414120160488344
浙江,Direct Polar,disk,2e-05,0.8088235294117647,1.0,0.8943089430894309,110,136,110,0,26,0.8078246991821653
浙江,Direct Polar,disk,0.0001,0.8661417322834646,1.0,0.9282700421940928,110,127,110,0,17,0.8839362146149476
浙江,Direct Polar,disk,0.0005,0.88,1.0,0.9361702127659575,110,125,110,0,15,0.8993825832287372
浙江,Direct Polar,annulus,1e-06,0.6611570247933884,0.7272727272727273,0.6926406926406927,110,121,80,30,41,0.5230308919336069
浙江,Direct Polar,annulus,5e-06,0.6987179487179487,0.990909090909091,0.8195488721804511,110,156,109,1,47,0.7217307198636087
浙江,Direct Polar,annulus,2e-05,0.7692307692307693,1.0,0.8695652173913044,110,143,110,0,33,0.8117054564339632
浙江,Direct Polar,annulus,0.0001,0.7586206896551724,1.0,0.8627450980392156,110,145,110,0,35,0.8033917626392025
浙江,Direct Polar,annulus,0.0005,0.7586206896551724,1.0,0.8627450980392156,110,145,110,0,35,0.8033917626392025
浙江,Harmonic,disk,1e-06,0.6547619047619048,1.0,0.7913669064748202,110,168,110,0,58,0.6597329422317516
浙江,Harmonic,disk,5e-06,0.6547619047619048,1.0,0.7913669064748202,110,168,110,0,58,0.6597329422317516
浙江,Harmonic,disk,2e-05,0.6547619047619048,1.0,0.7913669064748202,110,168,110,0,58,0.6597329422317516
浙江,Harmonic,disk,0.0001,0.6547619047619048,1.0,0.7913669064748202,110,168,110,0,58,0.6597329422317516
