dataset,method,view,tolerance,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2
江西,Area-balanced,disk,1e-06,0.6293706293706294,0.9574468085106383,0.759493670886076,188,286,180,8,106,0.6314568654256799
江西,Area-balanced,disk,5e-06,0.6293706293706294,0.9574468085106383,0.759493670886076,188,286,180,8,106,0.6314568654256799
江西,Area-balanced,disk,2e-05,0.6293706293706294,0.9574468085106383,0.759493670886076,188,286,180,8,106,0.6314568654256799
江西,Area-balanced,disk,0.0001,0.6293706293706294,0.9574468085106383,0.759493670886076,188,286,180,8,106,0.6314568654256799
江西,Area-balanced,disk,0.0005,0.6293706293706294,0.9574468085106383,0.759493670886076,188,286,180,8,106,0.6314568654256799
江西,Area-balanced,annulus,1e-06,0.5767790262172284,0.8191489361702128,0.676923076923077,188,267,154,34,113,0.6067188713893092
江西,Area-balanced,annulus,5e-06,0.5767790262172284,0.8191489361702128,0.676923076923077,188,267,154,34,113,0.6067188713893092
江西,Area-balanced,annulus,2e-05,0.5767790262172284,0.8191489361702128,0.676923076923077,188,267,154,34,113,0.6067188713893092
江西,Area-balanced,annulus,0.0001,0.5767790262172284,0.8191489361702128,0.676923076923077,188,267,154,34,113,0.6067188713893092
江西,Area-balanced,annulus,0.0005,0.5789473684210527,0.8191489361702128,0.6784140969162997,188,266,154,34,112,0.6102526680855578
江西,Regular Topology,disk,1e-06,0.4051724137931034,0.75,0.5261194029850746,188,348,141,47,207,0.4349673420192829
江西,Regular Topology,disk,5e-06,0.4051724137931034,0.75,0.5261194029850746,188,348,141,47,207,0.4349673420192829
江西,Regular Topology,disk,2e-05,0.4051724137931034,0.75,0.5261194029850746,188,348,141,47,207,0.4349673420192829
江西,Regular Topology,disk,0.0001,0.4051724137931034,0.75,0.5261194029850746,188,348,141,47,207,0.4349673420192829
江西,Regular Topology,disk,0.0005,0.4051724137931034,0.75,0.5261194029850746,188,348,141,47,207,0.4349673420192829
江西,Regular Topology,annulus,1e-06,0.46886446886446886,0.6808510638297872,0.5553145336225597,188,273,128,60,145,0.4621996563350855
江西,Regular Topology,annulus,5e-06,0.46886446886446886,0.6808510638297872,0.5553145336225597,188,273,128,60,145,0.4621996563350855
江西,Regular Topology,annulus,2e-05,0.46886446886446886,0.6808510638297872,0.5553145336225597,188,273,128,60,145,0.4621996563350855
江西,Regular Topology,annulus,0.0001,0.46886446886446886,0.6808510638297872,0.5553145336225597,188,273,128,60,145,0.4621996563350855
江西,Regular Topology,annulus,0.0005,0.46886446886446886,0.6808510638297872,0.5553145336225597,188,273,128,60,145,0.4621996563350855
江西,GeoDisk,disk,1e-06,0.5454545454545454,0.8297872340425532,0.6582278481012658,188,286,156,32,130,0.5674903102222536
江西,GeoDisk,disk,5e-06,0.5454545454545454,0.8297872340425532,0.6582278481012658,188,286,156,32,130,0.5674903102222536
江西,GeoDisk,disk,2e-05,0.5454545454545454,0.8297872340425532,0.6582278481012658,188,286,156,32,130,0.5674903102222536
江西,GeoDisk,disk,0.0001,0.5454545454545454,0.8297872340425532,0.6582278481012658,188,286,156,32,130,0.5674903102222536
江西,GeoDisk,disk,0.0005,0.5454545454545454,0.8297872340425532,0.6582278481012658,188,286,156,32,130,0.5674903102222536
江西,GeoAnnulus,annulus,1e-06,0.55,0.7606382978723404,0.6383928571428571,188,260,143,45,117,0.5661421930273286
江西,GeoAnnulus,annulus,5e-06,0.55,0.7606382978723404,0.6383928571428571,188,260,143,45,117,0.5661421930273286
江西,GeoAnnulus,annulus,2e-05,0.55,0.7606382978723404,0.6383928571428571,188,260,143,45,117,0.5661421930273286
江西,GeoAnnulus,annulus,0.0001,0.55,0.7606382978723404,0.6383928571428571,188,260,143,45,117,0.5661421930273286
江西,GeoAnnulus,annulus,0.0005,0.55,0.7606382978723404,0.6383928571428571,188,260,143,45,117,0.5661421930273286
江西,GeoDisk-Final,disk,1e-06,0.6619718309859155,1.0,0.7966101694915254,188,284,188,0,96,0.6708418718003222
