dataset,method,view,neighbor_model,cell_count,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2
广东,Regular Topology,annulus,4-neighbor,108,0.47101449275362317,0.7182320441988951,0.5689277899343546,181,276,130,51,146,0.4519382114432854
广东,Regular Topology,annulus,8-neighbor,108,0.7210144927536232,0.5702005730659025,0.6368,349,276,199,150,77,0.5373884683962218
广东,GeoDisk,disk,4-neighbor,108,0.49491525423728816,0.8066298342541437,0.6134453781512604,181,295,146,35,149,0.49245797901512667
广东,GeoDisk,disk,8-neighbor,108,0.7593220338983051,0.6418338108882522,0.6956521739130436,349,295,224,125,71,0.6161558273754763
广东,GeoAnnulus,annulus,4-neighbor,108,0.49814126394052044,0.7403314917127072,0.5955555555555555,181,269,134,47,135,0.48907359097272685
广东,GeoAnnulus,annulus,8-neighbor,108,0.7472118959107806,0.5759312320916905,0.6504854368932038,349,269,201,148,68,0.5416065411034202
广东,GeoDisk-Final,disk,4-neighbor,108,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943
广东,GeoDisk-Final,disk,8-neighbor,108,0.9275862068965517,0.7707736389684814,0.8419405320813772,349,290,269,80,21,0.750695012264565
广东,GeoAnnulus-Final,annulus,4-neighbor,108,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841
广东,GeoAnnulus-Final,annulus,8-neighbor,108,0.8798586572438163,0.7134670487106017,0.7879746835443038,349,283,249,100,34,0.666503891978711
福建,Direct Polar,disk,4-neighbor,74,0.7716049382716049,1.0,0.8710801393728224,125,162,125,0,37,0.7753229435311478
福建,Direct Polar,disk,8-neighbor,74,1.0,0.6721991701244814,0.8039702233250621,241,162,162,79,0,0.7193229947680412
福建,Direct Polar,annulus,4-neighbor,74,0.6906077348066298,1.0,0.8169934640522877,125,181,125,0,56,0.7178546179219217
福建,Direct Polar,annulus,8-neighbor,74,1.0,0.7510373443983402,0.8578199052132701,241,181,181,60,0,0.7758871613571101
福建,Harmonic,disk,4-neighbor,74,0.6329787234042553,0.952,0.7603833865814698,125,188,119,6,69,0.6493921591638311
