region,variant,removed_objective_term,view,seed,cell_count,selected_candidate,adj_precision,adj_recall,adj_f1,original_edge_count,display_edge_count,preserved_edge_count,lost_edge_count,new_edge_count,np2,np3,local_direction_error_deg,angular_error_deg,radial_spearman,area_cv,overlap_ratio,gap_ratio,invalid_polygon_count
湖北,Full objective,none,disk,20260827,130,force_4,0.6257142857142857,0.9733333333333334,0.7617391304347825,225,350,219,6,131,0.6296832361758535,0.6360492194729143,16.787816515354045,2.969198895418601,0.9607696404429937,0.6957682015187513,0.0,5.654382510531023e-16,0
湖北,Full objective,none,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
湖北,No NP@2,neighborhood,disk,20260827,130,force_4,0.6131805157593123,0.9511111111111111,0.7456445993031359,225,349,214,11,135,0.6109305577207743,0.616385865283587,17.256661259106938,2.8898208023506142,0.9642109000532575,0.6955068136249324,8.481573765796535e-16,8.481573765796535e-16,0
湖北,No NP@2,neighborhood,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
湖北,No local direction,local_direction,disk,20260827,130,force_4,0.6257142857142857,0.9733333333333334,0.7617391304347825,225,350,219,6,131,0.6296832361758535,0.6360492194729143,16.787816515354045,2.969198895418601,0.9607696404429937,0.6957682015187513,0.0,5.654382510531023e-16,0
湖北,No local direction,local_direction,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
湖北,No angular,angular,disk,20260827,130,force_4,0.6257142857142857,0.9733333333333334,0.7617391304347825,225,350,219,6,131,0.6296832361758535,0.6360492194729143,16.787816515354045,2.969198895418601,0.9607696404429937,0.6957682015187513,0.0,5.654382510531023e-16,0
湖北,No angular,angular,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
湖北,No radial,radial,disk,20260827,130,force_4,0.6257142857142857,0.9733333333333334,0.7617391304347825,225,350,219,6,131,0.6296832361758535,0.6360492194729143,16.787816515354045,2.969198895418601,0.9607696404429937,0.6957682015187513,0.0,5.654382510531023e-16,0
湖北,No radial,radial,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
湖北,No area CV,area_cv,disk,20260827,130,force_4,0.6257142857142857,0.9733333333333334,0.7617391304347825,225,350,219,6,131,0.6296832361758535,0.6360492194729143,16.787816515354045,2.969198895418601,0.9607696404429937,0.6957682015187513,0.0,5.654382510531023e-16,0
湖北,No area CV,area_cv,annulus,20260827,130,force_4,0.5975609756097561,0.8711111111111111,0.7088607594936708,225,328,196,29,132,0.5965785802050131,0.6245062530729456,21.086496670801594,1.262302969434641,0.9529913012604296,0.9267175071141432,3.673585310895937e-16,0.0,0
广东,Full objective,none,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,Full objective,none,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
广东,No NP@2,neighborhood,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,No NP@2,neighborhood,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
广东,No local direction,local_direction,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,No local direction,local_direction,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
广东,No angular,angular,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,No angular,angular,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
广东,No radial,radial,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,No radial,radial,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
广东,No area CV,area_cv,disk,20260827,108,force_4,0.6137931034482759,0.9834254143646409,0.7558386411889597,181,290,178,3,112,0.6015622665612943,0.5918158613891107,16.97012706306605,6.139732532883929,0.9849190698028905,1.3675138725216789,8.481573765796535e-16,1.8376743159225824e-15,0
广东,No area CV,area_cv,annulus,20260827,108,force_4,0.568904593639576,0.8895027624309392,0.6939655172413793,181,283,161,20,122,0.5705548936166841,0.58964956874877,20.596558807796548,2.505372510800638,0.9772785732658835,1.97006766822545,0.0,0.0,0
