dataset,transition,bin_count,encoding_mode,cell_count,cell_identity_accuracy,geometry_centroid_drift,temporal_adjacency_jaccard,delta_sign_accuracy,delta_mae,normalized_delta_mae,delta_bias,magnitude_spearman,top10_change_jaccard,high_change_event_f1
湖南,M05-M06,9,direct_diverging_delta,137,1.0,0.0,1.0,1.0,1.0406016466627581,0.06933672791003756,0.4071698089992485,0.9248156772101723,0.0,0.8045977011494253
湖南,M06-M07,9,derived_from_value_bins,137,1.0,0.0,1.0,0.40145985401459855,1.9287632141157038,0.1285161623652236,-0.5145564497949457,0.32742717694885776,0.037037037037037035,0.488888888888889
湖南,M06-M07,9,direct_diverging_delta,137,1.0,0.0,1.0,0.708029197080292,0.7124745480778737,0.04747316520335321,0.07283421528888571,0.774972738888164,0.16666666666666666,0.5303030303030303
湖南,M07-M08,9,derived_from_value_bins,137,1.0,0.0,1.0,0.291970802919708,1.5387321417175843,0.10252785220825061,0.03892703798752716,0.48172325601257615,0.12,0.5066666666666667
湖南,M07-M08,9,direct_diverging_delta,137,1.0,0.0,1.0,0.44525547445255476,0.781277174640567,0.05205757943407511,0.02043780658412205,0.8304328612942865,0.16666666666666666,0.7291666666666666
湖南,M08-M09,9,derived_from_value_bins,137,1.0,0.0,1.0,0.9781021897810219,1.6285957025178224,0.10851558563555753,-0.14072973953051254,0.687224321129101,0.4,0.39999999999999997
湖南,M08-M09,9,direct_diverging_delta,137,1.0,0.0,1.0,1.0,0.8445038621269704,0.056270461127042946,-0.06592251762470806,0.9151274391473226,0.16666666666666666,0.7446808510638298
湖南,M09-M10,9,derived_from_value_bins,137,1.0,0.0,1.0,0.7737226277372263,1.6283481568886125,0.10849909132768007,-0.07246072725241902,0.8037173979755906,0.5555555555555556,0.8311688311688312
湖南,M09-M10,9,direct_diverging_delta,137,1.0,0.0,1.0,0.8394160583941606,0.8043780547163641,0.05359682304514836,0.04962132151606084,0.9621442336327969,0.4,0.955223880597015
湖南,M10-M11,9,derived_from_value_bins,137,1.0,0.0,1.0,0.8540145985401459,1.6211818240156297,0.10802158865014704,0.0243547432413679,0.8685207218669737,0.5555555555555556,0.8135593220338984
湖南,M10-M11,9,direct_diverging_delta,137,1.0,0.0,1.0,0.9124087591240876,1.4012302108665,0.09336590825294164,-0.8241879739072664,0.9651450467361751,0.4,0.945945945945946
湖南,M11-M12,9,derived_from_value_bins,137,1.0,0.0,1.0,0.9343065693430657,2.9449920367388978,0.1962288952775114,-1.9007105023699398,0.38198775336658625,0.12,0.5
湖南,M11-M12,9,direct_diverging_delta,137,1.0,0.0,1.0,1.0,1.8802152070627247,0.12528134146483164,-1.3437440062148855,0.7209764009380464,0.037037037037037035,0.0
湖南,M01-M02,13,derived_from_value_bins,137,1.0,0.0,1.0,0.8540145985401459,1.083414031461835,0.07218937636154962,-0.14432700884177255,0.87041966660251,0.5555555555555556,0.6274509803921569
湖南,M01-M02,13,direct_diverging_delta,137,1.0,0.0,1.0,0.948905109489051,0.6021920853948729,0.040124892083833304,-0.021355840832531548,0.9648716791185464,0.8666666666666667,0.7954545454545454
湖南,M02-M03,13,derived_from_value_bins,137,1.0,0.0,1.0,0.8394160583941606,1.1980379817585116,0.07982692880938852,0.0533601227260303,0.917280574156545,0.5555555555555556,0.7216494845360826
湖南,M02-M03,13,direct_diverging_delta,137,1.0,0.0,1.0,0.948905109489051,0.5168338474776264,0.034437354555587926,0.011589977740405192,0.9871569878697202,0.75,0.9393939393939393
湖南,M03-M04,13,derived_from_value_bins,137,1.0,0.0,1.0,1.0,1.08619959604508,0.07237498238495321,-0.1242206519639899,0.900876642544828,0.16666666666666666,0.8947368421052632
湖南,M03-M04,13,direct_diverging_delta,137,1.0,0.0,1.0,1.0,0.5637165025707698,0.03756121075004858,-0.04379839858043317,0.9800869385690525,0.3333333333333333,0.870967741935484
湖南,M04-M05,13,derived_from_value_bins,137,1.0,0.0,1.0,0.5182481751824818,1.019952743941425,0.06796086294362942,0.18259626883601124,0.693864202432033,0.3333333333333333,0.660377358490566
湖南,M04-M05,13,direct_diverging_delta,137,1.0,0.0,1.0,0.8029197080291971,0.5752994117692422,0.03833299602069157,-0.032938250105462225,0.8644916904616449,0.3333333333333333,0.7719298245614035
湖南,M05-M06,13,derived_from_value_bins,137,1.0,0.0,1.0,1.0,1.3262711441680546,0.08837128189546013,0.5745713744622082,0.9061509056985739,0.75,0.7142857142857143
湖南,M05-M06,13,direct_diverging_delta,137,1.0,0.0,1.0,1.0,0.7781129134370455,0.051846740330746294,0.35099184604359845,0.9646245839955624,0.07692307692307693,1.0
湖南,M06-M07,13,derived_from_value_bins,137,1.0,0.0,1.0,0.5693430656934306,1.2422516692440029,0.08277294799829958,-0.5301742709311357,0.44073423978024906,0.12,0.15789473684210528
湖南,M06-M07,13,direct_diverging_delta,137,1.0,0.0,1.0,0.8978102189781022,0.583339237747071,0.038868700752715146,0.0035480609769175473,0.8392985593154508,0.47368421052631576,0.90625
湖南,M07-M08,13,derived_from_value_bins,137,1.0,0.0,1.0,0.44525547445255476,1.0536397637994448,0.07020547569961184,0.1820903984025999,0.5558494431516392,0.21739130434782608,0.6875
湖南,M07-M08,13,direct_diverging_delta,137,1.0,0.0,1.0,0.7518248175182481,0.541502433810128,0.036081056604251184,-0.04323055143228089,0.8534160630111175,0.4,0.33333333333333337
湖南,M08-M09,13,derived_from_value_bins,137,1.0,0.0,1.0,0.9927007299270073,1.2924211988369734,0.08611581318971873,-0.19539211350717914,0.7599846481778867,0.4,0.6666666666666667
湖南,M08-M09,13,direct_diverging_delta,137,1.0,0.0,1.0,1.0,0.566571698715999,0.037751456420797275,-0.05281432626838852,0.9519805239947015,0.8666666666666667,0.6
湖南,M09-M10,13,derived_from_value_bins,137,1.0,0.0,1.0,0.8248175182481752,1.0973748313530662,0.07311960378005235,-0.10369636952479683,0.92466780355113,0.2727272727272727,0.888888888888889
湖南,M09-M10,13,direct_diverging_delta,137,1.0,0.0,1.0,0.8905109489051095,0.5772884783768062,0.03846553028162216,-0.0009388451440239923,0.9830645402923813,1.0,0.9705882352941176
湖南,M10-M11,13,derived_from_value_bins,137,1.0,0.0,1.0,0.9124087591240876,1.0119888857906236,0.06743022005306017,-0.10579376622688026,0.925268838459815,0.8666666666666667,0.8750000000000001
湖南,M10-M11,13,direct_diverging_delta,137,1.0,0.0,1.0,0.9927007299270073,1.2116575446816367,0.0807344191364343,-0.7623922146560502,0.9847260646333882,0.5555555555555556,0.8524590163934427
湖南,M11-M12,13,derived_from_value_bins,137,1.0,0.0,1.0,0.9562043795620438,2.4235694659365454,0.16148578773600294,-1.5987659604036062,0.5590143050072514,0.3333333333333333,0.3720930232558139
湖南,M11-M12,13,direct_diverging_delta,137,1.0,0.0,1.0,1.0,1.5177345551796928,0.10112875395656672,-1.2388784753643374,0.8516794954235631,0.07692307692307693,0.0
江西,M01-M02,5,derived_from_value_bins,107,1.0,0.0,1.0,0.7289719626168224,2.319122883060952,0.1637016321507192,0.14366570314977772,0.5618278520235789,0.1,0.5
江西,M01-M02,5,direct_diverging_delta,107,1.0,0.0,1.0,0.8598130841121495,1.6635269413939169,0.11742459936984752,-0.28812167172871056,0.8055529375397875,0.5714285714285714,0.7727272727272727
江西,M02-M03,5,derived_from_value_bins,107,1.0,0.0,1.0,0.6635514018691588,2.274446076244002,0.16054799753797977,-0.6295214636556278,0.5512057783669887,0.0,0.16216216216216217
江西,M02-M03,5,direct_diverging_delta,107,1.0,0.0,1.0,0.7289719626168224,1.4462828419211315,0.10208983038517466,0.24175301372067656,0.9147979687597494,0.2222222222222222,0.9473684210526316
江西,M03-M04,5,derived_from_value_bins,107,1.0,0.0,1.0,0.794392523364486,2.270333879339288,0.1602577268714516,0.45683722842599517,0.4422785791032968,0.15789473684210525,0.4117647058823529
江西,M03-M04,5,direct_diverging_delta,107,1.0,0.0,1.0,0.9813084112149533,1.2335594932899994,0.08707417096417815,-0.339938619559283,0.5848229378954367,0.8333333333333334,0.6153846153846153
江西,M04-M05,5,derived_from_value_bins,107,1.0,0.0,1.0,0.2336448598130841,1.6187485704624776,0.11426379557628058,0.022078709447517393,0.5338852491519038,0.2222222222222222,0.6153846153846153
江西,M04-M05,5,direct_diverging_delta,107,1.0,0.0,1.0,0.12149532710280374,1.1517712188187885,0.0813009218968167,-0.14687834574663303,0.5651589413193508,0.6923076923076923,0.65
江西,M05-M06,5,derived_from_value_bins,107,1.0,0.0,1.0,1.0,2.2471919943786767,0.15862419362197752,0.7034928912498717,0.9128800211156752,0.375,0.7307692307692308
江西,M05-M06,5,direct_diverging_delta,107,1.0,0.0,1.0,1.0,2.6270660506090846,0.18543864294281479,1.8897402977070004,0.42829680729170555,0.0,0.0
江西,M06-M07,5,derived_from_value_bins,107,1.0,0.0,1.0,0.3364485981308411,2.689241258755007,0.18982745007638258,-0.7324906266071728,0.2510333691960953,0.0,0.4126984126984127
江西,M06-M07,5,direct_diverging_delta,107,1.0,0.0,1.0,0.6355140186915887,1.8597996491186315,0.13127904530535958,0.873302612045916,0.8336477394314217,0.1,0.5684210526315789
江西,M07-M08,5,derived_from_value_bins,107,1.0,0.0,1.0,0.2897196261682243,2.670392170818825,0.18849693564687858,0.9631509583565704,0.2848170898122874,0.2222222222222222,0.3793103448275862
江西,M07-M08,5,direct_diverging_delta,107,1.0,0.0,1.0,0.5607476635514018,1.9297971478862752,0.1362200102186147,-0.39503488819009197,0.8596474339470942,0.1,0.6206896551724138
江西,M08-M09,5,derived_from_value_bins,107,1.0,0.0,1.0,0.9719626168224299,2.341072994908966,0.16525104083520775,-1.0127352634148963,0.37635022899660525,0.047619047619047616,0.3111111111111111
江西,M08-M09,5,direct_diverging_delta,107,1.0,0.0,1.0,1.0,1.4821888383256534,0.10462435335433275,0.35355894440328656,0.8660254037844386,0.047619047619047616,0.6666666666666666
江西,M09-M10,5,derived_from_value_bins,107,1.0,0.0,1.0,0.3644859813084112,2.188129321363585,0.15445509329427376,0.3239329820398692,0.48382451864968606,0.15789473684210525,0.5151515151515151
江西,M09-M10,5,direct_diverging_delta,107,1.0,0.0,1.0,0.4485981308411215,1.4212388376031944,0.10032203083803518,0.07078997990510992,0.8614745293854451,0.2222222222222222,0.72
江西,M10-M11,5,derived_from_value_bins,107,1.0,0.0,1.0,0.2336448598130841,1.7119006703023794,0.1208391913405325,-0.2760238280053203,0.47876649387476666,0.4666666666666667,0.5384615384615384
江西,M10-M11,5,direct_diverging_delta,107,1.0,0.0,1.0,0.09345794392523364,1.164644799063195,0.0822096387712115,-0.03987776349751381,0.5041754378362758,0.8333333333333334,0.5405405405405406
江西,M11-M12,5,derived_from_value_bins,107,1.0,0.0,1.0,0.9345794392523364,2.8192832711277145,0.19900682122099334,-0.7788914370815756,0.7052938149438965,0.0,0.13333333333333333
江西,M11-M12,5,direct_diverging_delta,107,1.0,0.0,1.0,0.9439252336448598,2.074975973369001,0.14646785472001453,-1.0859695847720956,0.8857908796517304,0.15789473684210525,0.0
江西,M01-M02,7,derived_from_value_bins,107,1.0,0.0,1.0,0.8598130841121495,1.3791462760944457,0.097350812249009,0.11851261436398484,0.689650004683918,0.2222222222222222,0.7096774193548386
江西,M01-M02,7,direct_diverging_delta,107,1.0,0.0,1.0,0.9345794392523364,0.899473581981082,0.06349180309600995,0.15068873522136578,0.8808389582226109,0.15789473684210525,0.7941176470588235
江西,M02-M03,7,derived_from_value_bins,107,1.0,0.0,1.0,0.7476635514018691,1.464817758191511,0.10339816814830055,-0.3612218499405138,0.7545624008203073,0.0,0.6865671641791045
江西,M02-M03,7,direct_diverging_delta,107,1.0,0.0,1.0,0.7757009345794392,0.9633440643315488,0.0680002757963547,-0.08357194315610372,0.9407714192782145,0.6923076923076923,0.5
江西,M03-M04,7,derived_from_value_bins,107,1.0,0.0,1.0,0.9252336448598131,1.5655753255740361,0.1105104166421299,0.28076560692545194,0.5647639521198251,0.1,0.6666666666666666
江西,M03-M04,7,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.9725208798830772,0.06864804642321709,0.18209445077787667,0.8483078263368192,0.15789473684210525,0.782608695652174
江西,M04-M05,7,derived_from_value_bins,107,1.0,0.0,1.0,0.3364485981308411,1.365511786682851,0.09638838451974878,-0.03661183105266358,0.5110726361421675,0.1,0.6031746031746033
江西,M04-M05,7,direct_diverging_delta,107,1.0,0.0,1.0,0.2523364485981308,0.8827997160014955,0.06231483265815285,-0.05608998568799677,0.7446094372923604,0.15789473684210525,1.0
江西,M05-M06,7,derived_from_value_bins,107,1.0,0.0,1.0,1.0,1.4569053205374998,0.10283964709376169,0.4435776404633519,0.8794038746096933,0.15789473684210525,0.8846153846153846
江西,M05-M06,7,direct_diverging_delta,107,1.0,0.0,1.0,1.0,2.120178944289813,0.14965863006523109,1.4660612841000298,0.6752590930652438,0.0,0.0
江西,M06-M07,7,derived_from_value_bins,107,1.0,0.0,1.0,0.514018691588785,1.669782134559353,0.11786613928913303,-0.506112827535045,0.43026128794757795,0.1,0.5609756097560975
江西,M06-M07,7,direct_diverging_delta,107,1.0,0.0,1.0,0.7663551401869159,0.813115810391828,0.05739600357571849,0.37396663172341515,0.7329472969060795,0.047619047619047616,0.4954128440366972
江西,M07-M08,7,derived_from_value_bins,107,1.0,0.0,1.0,0.45794392523364486,2.009210593188179,0.1418256254732385,0.7283887963558455,0.17791655045160173,0.047619047619047616,0.42105263157894735
江西,M07-M08,7,direct_diverging_delta,107,1.0,0.0,1.0,0.7570093457943925,0.9318430259423192,0.06577668883749849,-0.28154943811679606,0.7428908348154729,0.0,0.5
江西,M08-M09,7,derived_from_value_bins,107,1.0,0.0,1.0,1.0,1.6362517571331894,0.11549930588354486,-0.627054568699418,0.5564135074176628,0.047619047619047616,0.19999999999999998
江西,M08-M09,7,direct_diverging_delta,107,1.0,0.0,1.0,1.0,1.090140003837439,0.07695051400874378,-0.26682818266406183,0.8548047941568649,0.6923076923076923,0.7727272727272727
江西,M09-M10,7,derived_from_value_bins,107,1.0,0.0,1.0,0.5887850467289719,1.4930958313578848,0.10539425329118998,-0.15397570489017762,0.5705292185291103,0.15789473684210525,0.6
江西,M09-M10,7,direct_diverging_delta,107,1.0,0.0,1.0,0.5887850467289719,1.0272019586340926,0.07250785993490497,0.11618415993442842,0.868439965629352,0.375,0.6
江西,M10-M11,7,derived_from_value_bins,107,1.0,0.0,1.0,0.308411214953271,1.2010563620285004,0.08477984853892846,0.3108815769964898,0.6580172727094736,0.4666666666666667,0.7333333333333333
江西,M10-M11,7,direct_diverging_delta,107,1.0,0.0,1.0,0.2616822429906542,0.8903490713546867,0.06284772455535667,-0.03987776349751397,0.7497321732152276,0.2222222222222222,0.9818181818181818
江西,M11-M12,7,derived_from_value_bins,107,1.0,0.0,1.0,0.9345794392523364,1.9179002950498345,0.1353802383199339,-1.0471910507966868,0.826034949399201,0.2222222222222222,0.7142857142857143
江西,M11-M12,7,direct_diverging_delta,107,1.0,0.0,1.0,0.9626168224299065,1.6015110267291468,0.11304703640235911,-0.8741300779686106,0.9395433087146172,0.047619047619047616,0.0
江西,M01-M02,9,derived_from_value_bins,107,1.0,0.0,1.0,0.9158878504672897,1.2170185197106271,0.08590658109988807,0.4305972344839968,0.7732179730046013,0.4666666666666667,0.39999999999999997
江西,M01-M02,9,direct_diverging_delta,107,1.0,0.0,1.0,0.9719626168224299,0.7875578625422732,0.05559192591862044,0.01198429624289367,0.9403223890041363,0.29411764705882354,0.9411764705882353
江西,M02-M03,9,derived_from_value_bins,107,1.0,0.0,1.0,0.8037383177570093,1.315916783262597,0.09288758554712157,-0.5056192114885791,0.823287954183237,0.15789473684210525,0.4878048780487805
江西,M02-M03,9,direct_diverging_delta,107,1.0,0.0,1.0,0.9532710280373832,0.7714010419579262,0.05445145254425012,-0.05835295425092549,0.9696699065260808,0.4666666666666667,0.8571428571428571
江西,M03-M04,9,derived_from_value_bins,107,1.0,0.0,1.0,0.9719626168224299,1.5239187191957584,0.10756997113844725,0.37858317442575407,0.6800567034031771,0.29411764705882354,0.625
江西,M03-M04,9,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.8591437758277276,0.060645013415373296,-0.08690809754400868,0.889306363689917,0.375,0.7727272727272727
江西,M04-M05,9,derived_from_value_bins,107,1.0,0.0,1.0,0.3177570093457944,0.9643589960969727,0.06807191753113945,-0.03661183105266335,0.613046330200364,0.29411764705882354,0.6885245901639345
江西,M04-M05,9,direct_diverging_delta,107,1.0,0.0,1.0,0.719626168224299,0.678981933765306,0.04792779700035879,0.1414587607358889,0.8208131096150385,0.15789473684210525,0.8181818181818181
江西,M05-M06,9,derived_from_value_bins,107,1.0,0.0,1.0,1.0,1.1261494777818986,0.07949234122309838,0.46220955808245906,0.8967816412631758,0.375,0.7916666666666667
江西,M05-M06,9,direct_diverging_delta,107,1.0,0.0,1.0,1.0,1.79883955373363,0.12697601022969474,1.4072169766546183,0.8237353580160605,0.2222222222222222,0.0
江西,M06-M07,9,derived_from_value_bins,107,1.0,0.0,1.0,0.6355140186915887,1.1173140757915403,0.07886867020631279,-0.4129532394395201,0.5992757776909031,0.15789473684210525,0.19999999999999998
江西,M06-M07,9,direct_diverging_delta,107,1.0,0.0,1.0,0.9439252336448598,0.6033633582987048,0.042590053013090476,-0.16824162973788412,0.7008376533884728,0.1,0.07142857142857142
江西,M07-M08,9,derived_from_value_bins,107,1.0,0.0,1.0,0.6728971962616822,1.286427665389246,0.09080601550104407,0.271906814687771,0.39616624939931355,0.375,0.3125
江西,M07-M08,9,direct_diverging_delta,107,1.0,0.0,1.0,0.8411214953271028,0.6519321493533025,0.04601841397890995,0.07571957137320855,0.6631268805760704,0.1,0.13793103448275862
江西,M08-M09,9,derived_from_value_bins,107,1.0,0.0,1.0,1.0,1.3029694795255717,0.09197366469834588,-0.21715238107910703,0.5516873621185633,0.29411764705882354,0.5846153846153846
江西,M08-M09,9,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.7733866431564707,0.054591611636024134,0.03579968419806124,0.860962650794794,0.1,0.13793103448275862
江西,M09-M10,9,derived_from_value_bins,107,1.0,0.0,1.0,0.7102803738317757,1.2656187570605224,0.08933716178847553,-0.1912395401283873,0.6854667955887032,0.2222222222222222,0.6341463414634146
江西,M09-M10,9,direct_diverging_delta,107,1.0,0.0,1.0,0.719626168224299,0.7955719968982498,0.05615762551303647,0.08255884139419319,0.909309187426656,0.5714285714285714,0.7441860465116279
江西,M10-M11,9,derived_from_value_bins,107,1.0,0.0,1.0,0.40186915887850466,1.174303430402709,0.08289141968336981,0.11524644199588621,0.48454792552859616,0.2222222222222222,0.6285714285714286
江西,M10-M11,9,direct_diverging_delta,107,1.0,0.0,1.0,0.7102803738317757,0.7025877614256826,0.04959407891430887,-0.039877763497513014,0.810408860228862,0.15789473684210525,0.8571428571428571
江西,M11-M12,9,derived_from_value_bins,107,1.0,0.0,1.0,0.9532710280373832,1.7570099644289356,0.12402335425299428,-0.8701878334151899,0.8381462246979711,0.1,0.6530612244897959
江西,M11-M12,9,direct_diverging_delta,107,1.0,0.0,1.0,1.0,1.3332194703104001,0.09410894304008026,-0.727019309355078,0.9542319384976127,0.1,0.0
江西,M01-M02,13,derived_from_value_bins,107,1.0,0.0,1.0,0.9626168224299065,0.8568469465063058,0.06048288543525,-0.0008033196198972604,0.9030201527746929,0.29411764705882354,0.6341463414634146
江西,M01-M02,13,direct_diverging_delta,107,1.0,0.0,1.0,0.9906542056074766,0.5717234950643288,0.04035666672281482,-0.03554379823224755,0.9687433735613578,0.15789473684210525,0.9473684210526316
江西,M02-M03,13,derived_from_value_bins,107,1.0,0.0,1.0,0.8504672897196262,0.9822456695043901,0.0693344972986576,-0.2999515054623041,0.9329277078941559,0.2222222222222222,0.72
江西,M02-M03,13,direct_diverging_delta,107,1.0,0.0,1.0,0.8691588785046729,0.5468028314752079,0.03859757351839023,0.00954432357070278,0.9826294428830719,0.5714285714285714,0.8181818181818181
江西,M03-M04,13,derived_from_value_bins,107,1.0,0.0,1.0,1.0,0.82952965678505,0.058554619819845735,0.21304575250216712,0.7732721358403924,0.5714285714285714,0.7692307692307692
江西,M03-M04,13,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.5457424743336424,0.038522725309179405,0.1326264340792604,0.9334210772334932,0.5714285714285714,0.8
江西,M04-M05,13,derived_from_value_bins,107,1.0,0.0,1.0,0.4953271028037383,0.7508057798997242,0.05299767963806866,0.031108023370622313,0.6694216640745657,0.29411764705882354,0.6749999999999999
江西,M04-M05,13,direct_diverging_delta,107,1.0,0.0,1.0,0.6915887850467289,0.49417840771858185,0.03488293462500807,-0.07354928569927355,0.8418767981502292,0.375,0.6923076923076924
江西,M05-M06,13,derived_from_value_bins,107,1.0,0.0,1.0,1.0,0.9279132260602186,0.06549929316371837,0.23396856724842005,0.9262290973828744,0.375,0.8571428571428572
江西,M05-M06,13,direct_diverging_delta,107,1.0,0.0,1.0,1.0,1.43754153594886,0.10147280139320465,1.0586776171702508,0.8855834891992989,0.2222222222222222,0.0
江西,M06-M07,13,derived_from_value_bins,107,1.0,0.0,1.0,0.8411214953271028,0.8847646684753739,0.062453534203216275,-0.06432139629741813,0.5993042715036162,0.1,0.6666666666666667
江西,M06-M07,13,direct_diverging_delta,107,1.0,0.0,1.0,0.8878504672897196,0.5808415290766084,0.041000288093945375,-0.14108271860923344,0.90625563394339,0.2222222222222222,0.8181818181818181
江西,M07-M08,13,derived_from_value_bins,107,1.0,0.0,1.0,0.8598130841121495,0.975350430664365,0.06884777800472724,-0.016529602300298894,0.5198661367900729,0.2222222222222222,0.5423728813559322
江西,M07-M08,13,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.6105773254144657,0.04309927061417464,-0.06912795464626867,0.897672078743317,0.047619047619047616,0.7714285714285715
江西,M08-M09,13,derived_from_value_bins,107,1.0,0.0,1.0,1.0,1.0179828086662859,0.07185710101747311,-0.20461166729701427,0.7490722179587829,0.29411764705882354,0.5915492957746479
江西,M08-M09,13,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.5495055274876414,0.03878835070905752,-0.025307865841407255,0.9455922343594573,0.375,0.8979591836734693
江西,M09-M10,13,derived_from_value_bins,107,1.0,0.0,1.0,0.7102803738317757,0.8583394975900583,0.06058824123604143,0.15237601750087645,0.8171132572073082,0.375,0.7999999999999999
江西,M09-M10,13,direct_diverging_delta,107,1.0,0.0,1.0,0.9439252336448598,0.5813101717625807,0.04103336851980358,-0.014760590150143534,0.9412333892026493,0.5714285714285714,0.8181818181818181
江西,M10-M11,13,derived_from_value_bins,107,1.0,0.0,1.0,0.48598130841121495,0.7498403355129944,0.052929531105270856,-0.005144410312177647,0.6614932030189674,0.2222222222222222,0.6582278481012659
江西,M10-M11,13,direct_diverging_delta,107,1.0,0.0,1.0,0.6822429906542056,0.5189808213130531,0.0366336808301135,-0.019508580151025585,0.8563120294411101,0.5714285714285714,0.7397260273972603
江西,M11-M12,13,derived_from_value_bins,107,1.0,0.0,1.0,0.9719626168224299,1.3681740638103617,0.09657630863286684,-0.7247155535429464,0.8906779804155891,0.1,0.6666666666666667
江西,M11-M12,13,direct_diverging_delta,107,1.0,0.0,1.0,1.0,0.9763326954112842,0.06891711384865741,-0.6500690611572325,0.9704508834661161,0.15789473684210525,0.0
广东,M01-M02,5,derived_from_value_bins,108,1.0,0.0,1.0,0.39814814814814814,2.3151382014282853,0.24692452953956012,0.30190922881758314,0.2994206412349231,0.0,0.4285714285714286
广东,M01-M02,5,direct_diverging_delta,108,1.0,0.0,1.0,0.8703703703703703,1.0175995195431187,0.10853359962176341,-0.03858823995951829,0.900245654921586,0.6923076923076923,0.627906976744186
广东,M02-M03,5,derived_from_value_bins,108,1.0,0.0,1.0,0.3333333333333333,2.1074538351679957,0.22477364265086125,0.1103690368354833,0.30997958277275967,0.15789473684210525,0.4126984126984127
广东,M02-M03,5,direct_diverging_delta,108,1.0,0.0,1.0,0.6388888888888888,1.0138204512316973,0.10813053743553198,-0.14579847947747665,0.834107466013921,0.047619047619047616,0.7297297297297298
广东,M03-M04,5,derived_from_value_bins,108,1.0,0.0,1.0,1.0,2.173354439775515,0.23180237025729322,0.12138050127758185,0.3402828508853672,0.047619047619047616,0.3823529411764706
广东,M03-M04,5,direct_diverging_delta,108,1.0,0.0,1.0,1.0,0.9826051693611297,0.10480122483312258,0.47614084124729184,0.5443543892594803,0.15789473684210525,0.0
广东,M04-M05,5,derived_from_value_bins,108,1.0,0.0,1.0,0.5833333333333334,1.8734277781203603,0.19981324331019334,0.23925009084520554,0.6623327167811918,0.2222222222222222,0.3636363636363636
广东,M04-M05,5,direct_diverging_delta,108,1.0,0.0,1.0,0.9907407407407407,1.0378227918382636,0.11069054299306988,-0.03158284134544361,0.9341168222537998,0.047619047619047616,0.9473684210526316
广东,M05-M06,5,derived_from_value_bins,108,1.0,0.0,1.0,0.8055555555555556,2.2158447505245222,0.23633423793811484,-0.1338265746892322,0.6705518345011189,0.1,0.5797101449275363
广东,M05-M06,5,direct_diverging_delta,108,1.0,0.0,1.0,0.9814814814814815,0.8633015597887341,0.09207671981313677,0.47256046152170206,0.7575126126666121,0.15789473684210525,0.0
广东,M06-M07,5,derived_from_value_bins,108,1.0,0.0,1.0,0.37962962962962965,2.114057533695471,0.22547796999992054,1.1197330907262293,0.4825672594491157,0.1,0.5
广东,M06-M07,5,direct_diverging_delta,108,1.0,0.0,1.0,0.7685185185185185,1.0234377184779306,0.1091562814661766,0.21876606630349096,0.7622841078923142,0.047619047619047616,0.5744680851063829
广东,M07-M08,5,derived_from_value_bins,108,1.0,0.0,1.0,0.32407407407407407,1.880498348372574,0.20056736556174065,-1.2090798352379442,0.44185902493517987,0.0,0.5161290322580645
广东,M07-M08,5,direct_diverging_delta,108,1.0,0.0,1.0,0.7314814814814815,0.8846418020091975,0.09435279528340342,-0.09121164770430408,0.8157438981245949,0.0,0.7012987012987013
广东,M08-M09,5,derived_from_value_bins,108,1.0,0.0,1.0,0.9629629629629629,2.131247182299408,0.22731135769654226,-0.08207790894555739,0.5392799654746439,0.0,0.5128205128205128
广东,M08-M09,5,direct_diverging_delta,108,1.0,0.0,1.0,1.0,1.134847133387217,0.1210388193404951,-0.8405625972413786,0.5990217524707445,0.0,0.0
广东,M09-M10,5,derived_from_value_bins,108,1.0,0.0,1.0,0.28703703703703703,1.4425034560102614,0.15385236484576958,0.03246587574850403,0.5125207424182939,0.29411764705882354,0.7241379310344828
广东,M09-M10,5,direct_diverging_delta,108,1.0,0.0,1.0,0.6388888888888888,0.7671379978879593,0.08182025120726778,0.05864344454987479,0.7232813026018424,0.375,0.9411764705882353
广东,M10-M11,5,derived_from_value_bins,108,1.0,0.0,1.0,0.5370370370370371,1.4326729028668606,0.15280387248857452,0.048100907188169825,0.8509565218835117,0.4666666666666667,0.6352941176470588
广东,M10-M11,5,direct_diverging_delta,108,1.0,0.0,1.0,0.6851851851851852,1.1420182514761263,0.12180366567203771,-0.5535318386252305,0.919779730858663,0.1,0.9811320754716981
广东,M11-M12,5,derived_from_value_bins,108,1.0,0.0,1.0,0.7314814814814815,2.08182260577049,0.2220399055216501,-0.8398597414023335,0.6181744003958035,0.15789473684210525,0.0625
广东,M11-M12,5,direct_diverging_delta,108,1.0,0.0,1.0,0.8703703703703703,1.1099157570303961,0.11837972608468698,-0.20667912137914132,0.9122288838240623,0.29411764705882354,0.7499999999999999
广东,M01-M02,7,derived_from_value_bins,108,1.0,0.0,1.0,0.4444444444444444,1.5727388034632472,0.16774281072904781,0.6513816025752499,0.5010699121036655,0.29411764705882354,0.5066666666666667
广东,M01-M02,7,direct_diverging_delta,108,1.0,0.0,1.0,0.6944444444444444,0.7123842853837168,0.0759804120597329,-0.08323535398422156,0.903461513468315,0.375,0.7727272727272727
