dataset,transition,bin_count,encoding_mode,cell_count,cell_identity_accuracy,geometry_centroid_drift,temporal_adjacency_jaccard,delta_sign_accuracy,delta_mae,normalized_delta_mae,delta_bias,magnitude_spearman,top10_change_jaccard,high_change_event_f1
湖北,M03-M04,7,direct_diverging_delta,130,1.0,0.0,1.0,1.0,1.5366272814999853,0.08010926795901727,-0.132216863456954,0.7572885276104772,0.18181818181818182,0.9354838709677419
湖北,M04-M05,7,derived_from_value_bins,130,1.0,0.0,1.0,0.46153846153846156,2.5914788835126252,0.1351020372922162,0.9706814299043709,0.6349154369577906,0.23809523809523808,0.5591397849462365
湖北,M04-M05,7,direct_diverging_delta,130,1.0,0.0,1.0,0.8615384615384616,1.266616783175645,0.06603276181961187,0.28283340228973686,0.8035151201734997,0.08333333333333333,0.1142857142857143
湖北,M05-M06,7,derived_from_value_bins,130,1.0,0.0,1.0,1.0,2.6675921275678887,0.13907006280930917,0.04166844225132654,0.8149596933717498,0.23809523809523808,0.5098039215686274
湖北,M05-M06,7,direct_diverging_delta,130,1.0,0.0,1.0,1.0,1.6219867305518572,0.08455932755333571,0.5965050626201914,0.8731177436165969,0.18181818181818182,0.0
湖北,M06-M07,7,derived_from_value_bins,130,1.0,0.0,1.0,0.35384615384615387,3.2660699943475673,0.1702706176703383,0.8859120272938834,0.313447623713012,0.08333333333333333,0.4556962025316456
湖北,M06-M07,7,direct_diverging_delta,130,1.0,0.0,1.0,1.0,1.4052921939046406,0.07326235208601116,-0.13659956960878458,0.7994317172076318,0.04,0.5365853658536585
湖北,M07-M08,7,derived_from_value_bins,130,1.0,0.0,1.0,0.07692307692307693,1.6379918348732374,0.08539372455137802,-0.12841735824046716,0.27527577136398623,0.08333333333333333,0.27906976744186046
湖北,M07-M08,7,direct_diverging_delta,130,1.0,0.0,1.0,0.34615384615384615,1.277125239116921,0.06658060105360847,-0.5623221719445275,0.46103480288442317,0.625,0.4651162790697675
湖北,M08-M09,7,derived_from_value_bins,130,1.0,0.0,1.0,0.4076923076923077,2.5683276855117603,0.13389509170004035,-0.49165192581856326,0.6198485203289044,0.0,0.6511627906976744
湖北,M08-M09,7,direct_diverging_delta,130,1.0,0.0,1.0,0.6692307692307692,1.375031384057974,0.07168475981373476,-0.10170184336268309,0.8431416031988314,0.13043478260869565,0.5689655172413793
湖北,M09-M10,7,derived_from_value_bins,130,1.0,0.0,1.0,0.15384615384615385,1.6415003023570514,0.08557663212120327,-0.14797890990519535,0.45008627331917883,0.4444444444444444,0.6037735849056605
湖北,M09-M10,7,direct_diverging_delta,130,1.0,0.0,1.0,0.45384615384615384,1.1257081518494063,0.05868674665994797,-0.18457032212380195,0.6379098281996303,0.3684210526315789,0.7777777777777778
湖北,M10-M11,7,derived_from_value_bins,130,1.0,0.0,1.0,0.8923076923076924,2.0844627174920665,0.10866967181732604,-0.0377748383890584,0.8521492510585711,1.0,0.7848101265822786
湖北,M10-M11,7,direct_diverging_delta,130,1.0,0.0,1.0,0.9384615384615385,2.07438369910698,0.10814422052910826,-0.699190536694232,0.950375298438529,0.08333333333333333,1.0
湖北,M11-M12,7,derived_from_value_bins,130,1.0,0.0,1.0,0.9692307692307692,3.7806357215075432,0.19709656578141604,-2.4673158459198894,0.7560553687698717,0.13043478260869565,0.5090909090909091
